Name,lat,lon,address,phone,URLs,description
,51.2754077,1.3421388,"Bell Lane, Sandwich, CT13 9EF, United Kingdom",,,
,50.8104414,-4.3525219,"Fore Street, Torridge, EX22 6EB, United Kingdom",,,
,52.2338287,-0.5314005,"Park Lane, Sharnbrook, MK44 1LX, GB",,,
,53.2898874,-3.7056541,"236, Abergele Road, Colwyn Bay, LL29 9YH, GB",,,
,53.4047575,-2.9920507,"James Street, Liverpool, L2 7NU, United Kingdom",,,
,53.4073204,-2.9940997,"Chapel Street, Liverpool, L3 9AG, United Kingdom",,,
,53.0243047,-1.4847395,"24, Bridge Street, Belper, DE56 1AX, United Kingdom",,,
,50.8218445,-3.1541924,"Butler Way, East Devon, EX14 9QJ, United Kingdom",,,
,52.5107023,-1.8102109,"Fort Parkway, Birmingham, B24 9FE, United Kingdom",,,
,54.8944195,-2.9364734,"4, English Street, Carlisle, CA3 8HZ, United Kingdom",+44 1228 525491,,
,57.2729957,-5.7332801,"Kyleside, Kyleakin, IV41 8PH, United Kingdom",,,
,55.986088,-3.1883351,"2, Western Harbour Midway, Edinburgh, EH6 6PN, United Kingdom",+44 131 553 7394,,
,55.6039061,-4.5104668,"Rugby Road, Kilmarnock, KA1 2DP, United Kingdom",,,
,54.4715017,-0.6141781,"Larpool Drive, Whitby, YO22 4ND, GB",+44 1947 602737,,
,50.5817717,-3.7421736,"B3387, Newton Abbot, TQ13 9XT, United Kingdom",+44 1364 661407,,
,51.8910637,0.8961601,"51, North Hill, Colchester, CO1 1PY, United Kingdom",+44 1206 574001,,
,54.8671449,-4.0803786,"Main Street, Twynholm, DG6 4NT, United Kingdom",,,
,53.3213573,-4.2255206,"Beach Road, Benllech, LL74 8UN, United Kingdom",,,
,52.8252013,-1.3865947,"Melbourne Road, Derby, DE74 2RN, United Kingdom",,,
,51.5435658,0.6988235,"41, Balmoral Road, Westcliff-on-Sea, SS0 7DB, United Kingdom",,,
,53.5160937,-1.3776848,"Meadowgate, Barnsley, S73 0UN, United Kingdom",,,
,53.2587256,-1.3822138,"Ringwood Road, Chesterfield, S43 1DQ, United Kingdom",+44 1246 280077,,
,50.926465,-2.666407,"West Coker Road, East Coker, BA20 2HE, United Kingdom",,,
,51.5198344,-0.1242027,"34, Bedford Place, London, WC1B 5JU, United Kingdom",,,
,51.0636347,-1.3149691,"St Peter Street, Winchester, SO23 8BW, United Kingdom",,,
,50.7138641,-3.5368271,"20, Alphington Road, Exeter, EX2 8HH, United Kingdom",,,
,51.7997898,-0.7239952,"45, London Road, Aston Clinton, Buckinghamshire, HP22 5HL, United Kingdom",,,
,57.2816585,-3.8173845,"Mannfield Place, Carrbridge, PH23 3BB, United Kingdom",,,
,51.6663378,-0.6166186,"High Street, Amersham, HP7 0DS, United Kingdom",,,
,51.2872924,-2.817619,"The Square, Axbridge, BS26 2AR, United Kingdom",,,
,51.2873271,-2.8167501,"St Marys Street, Axbridge, BS26 2BU, United Kingdom",,,
,52.3755414,-1.2557565,"130, Railway Terrace, Rugby, CV21 3HE, GB",+44 1788 560211,,
,53.4035583,-4.3609607,"Kensington Close, Amlwch, LL68 9TF, United Kingdom",,,
,57.0057384,-5.829294,"Station Road, Mallaig, PH41 4PY, United Kingdom",,,
,55.9465009,-3.1374093,"228, Willowbrae Road, Edinburgh, EH8 7NG, United Kingdom",,,
,55.9565335,-3.185217,"2, Greenside Place, Edinburgh, EH1 3AA, United Kingdom",+44 131 525 8200,,
,53.5218834,-1.1271626,"Regent Square, Doncaster, DN1 2DS, GB",,,
,55.8366884,-4.1098202,"Roundknowe Road, Glasgow, G71 7RT, United Kingdom",,,
,54.0401154,-1.5677625,"Main Street, Harrogate, HG3 3AY, United Kingdom",+44 1423 771888,,
,54.0767054,-2.8496227,"Marine Road East, Morecambe, LA4 5AP, United Kingdom",,,
,51.5266227,-0.1297246,"12, Upper Woburn Place, London, WC1H 0HX, United Kingdom",+44 20 7693 5400,,
,51.7485114,-0.4769503,"Charles Street, Dacorum, HP1 1JT, United Kingdom",,,
,55.4743698,-4.6247846,"Prestwick Road, Ayr, KA8 8LH, United Kingdom",,,
,55.4966901,-4.6129301,"Main Street, Prestwick, KA9 1LB, United Kingdom",,,
,54.0768246,-2.8522402,"400, Marine Road East, Morecambe, LA4 5AW, United Kingdom",,,
,55.4585713,-4.6292662,"1, Killoch Place, Ayr, KA7 2EA, United Kingdom",+44 1292 262626,,
,50.8223132,-0.1523261,"137, Kings Road, Brighton, BN1 2FU, GB",,,
,52.9850622,-1.8761166,"Woodland Walk, Staffordshire Moorlands, ST10 4RP, United Kingdom",,,
,53.5902397,-2.7702293,"Station Road, West Lancashire, WN8 7NU, United Kingdom",,,
,51.7492855,-3.376737,"High Street, Merthyr Tydfil, CF47 8UH, United Kingdom",,,
,55.4518427,-4.6296551,"46, Carrick Road, Ayr, KA7 2RB, United Kingdom",+44 1292 262846,,
,55.3244338,-4.6408607,"Dalhowan Street, Crosshill, KA19 7RL, United Kingdom",,,
,55.3550596,-4.679999,"Cassillis Road, Maybole, KA19 7BF, United Kingdom",,,
,55.3262733,-4.6427185,"King Street, Crosshill, KA19 7RE, United Kingdom",,,
,57.3515558,-2.3127475,"Meldrum House Hotel, Oldmeldrum, AB51 0AU, United Kingdom",,,
,55.6819244,-3.7930875,"Lanark Road, Lanark, ML11 9UF, United Kingdom",,,
,51.6351333,-0.1756612,"1446, High Road, London, N20 9BS, United Kingdom",,,
,51.6636596,-3.805819,"The Parade, Neath, SA11 1RA, United Kingdom",,,
,51.663633,-3.8055293,"The Parade, Neath, SA11 1RN, United Kingdom",,,
,53.1204498,-4.1271794,"Stryd Fawr, Llanberis, LL55 4HA, United Kingdom",,,
,50.8493431,-1.234132,"42, The Square, Fareham, PO14 4RT, GB",,,
,51.4577709,-0.1442608,"Windmill Drive, London, SW4 9DT, United Kingdom",,,
,50.6494008,-1.9574491,"Ferry Road, Studland, Dorset, BH19 3AH, United Kingdom",+44 1929 450450,,
,52.6774912,-1.5457352,"Atherstone Road, Swadlincote, DE12 7AP, United Kingdom",,,
,51.5292897,-0.1167506,"Swinton Street, London, WC1X 9NL, United Kingdom",,,
,51.5287473,-0.1183234,"Swinton Street, London, WC1X 9NT, United Kingdom",,,
,51.482769,-3.1743395,"1, Park Place, Cardiff, CF10 3DN, United Kingdom",+44 29 2078 5590,,
,57.4819905,-4.2098912,"Millburn Road, Inverness, IV2 3PS, United Kingdom",,,
,57.2822814,-2.3730406,"20, High Street, Inverurie, AB51 3XQ, GB",,,
,51.4791812,-3.1782339,"21, Saint Mary Street, Cardiff, CF10 1PL, United Kingdom",,,
,51.2186694,-2.6294507,"Hawker's Lane, Wells, BA5 3JP, United Kingdom",+44 1749 678738,,
,52.9741036,-3.1811266,"Berwyn Street, Llangollen, LL20 8AD, GB",,,
,50.9404894,-2.6327438,"South Street, Yeovil, BA20 1QE, United Kingdom",,,
,50.9403845,-2.6356331,"Hendford, Yeovil, BA20 1TG, United Kingdom",,,
,52.9691806,-3.1519096,"Queen Street, Llangollen, LL20 7PL, United Kingdom",,,
,52.6280556,-1.1208333,"Victoria Avenue, Leicester, LE2 0QS, United Kingdom",+44 116 255 4329,,
,52.9789905,-3.1826342,"Berwyn Street, Llangollen, LL20 8BH, GB",,,
,51.0374959,-2.8285406,"Cheapside, Langport, TA10 9PD, GB",+44 1458250530,,
,51.5188919,-0.1318793,"11-13, Bayley Street, London, WC1B 3HD, United Kingdom",,,
,56.4702655,-3.0603164,"Kingsway West, Dykes of Gray, DD2 5JU, United Kingdom",,,
,52.2435063,-4.2631954,"1, Quay Parade, Aberaeron, SA46 0BT, United Kingdom",,,
,52.7540879,-0.7957578,"Stapleford Road, Melton Mowbray, LE14 2SF, GB",,,
,53.4634188,-2.8763378,"Ribblers Lane, Knowsley, L34 9HA, United Kingdom",,,
,51.8810934,-0.4147718,"40A, Guildford Street, Luton, LU1 2PA, GB",+44 1582 870990,,
,50.8370318,-0.7802835,"34, Chapel Street, Chichester, PO19 1DL, United Kingdom",,,
,50.7237084,-2.9359779,"Marine Parade, Lyme Regis, DT7 3JQ, United Kingdom",,,
,50.7935078,-3.1167895,"A35, East Devon, EX14 9JR, United Kingdom",+44 1404 830111,,
,50.1006493,-5.2750354,"16, Coinagehall Street, Helston, TR13 8EB, GB",,,
,52.9705606,-3.1700774,"Bridge Street, Llangollen, LL20 8PG, GB",,,
,51.1898727,-2.5484286,"17, Commercial Road, Shepton Mallet, BA4 5BU, United Kingdom",,,
,57.9027133,-5.1645554,"Morefield Place, Ullapool, IV26 2TQ, United Kingdom",,,
,54.9692596,-7.270483,"32, Ardmore Road, Derry/Londonderry, BT47 3QZ, United Kingdom",+442871349279,,
,51.5230574,-0.1363208,"1, University Street, London, WC1E 6AQ, United Kingdom",,,
,51.6702617,-3.0175213,"Chapel Lane, NP44 1DG, United Kingdom",,,
,51.2645367,1.0337351,"Howfield Lane, Canterbury, Kent, CT4 7HQ, GB",,,
,52.4186587,-4.0841754,"Marine Terrace, Aberystwyth, SY23 2DA, United Kingdom",,,
,52.2428224,-4.261915,"Cadwgan Place, Aberaeron, SA46 0BU, United Kingdom",,,
,51.7441756,-2.292117,"Bristol Road, Stonehouse, GL10 3RA, United Kingdom",,,
,52.0633101,-2.217349,"Court Street, Malvern Hills, WR8 0JT, United Kingdom",,,
,52.0635245,-2.2173222,"High Street, Malvern Hills, WR8 0HB, United Kingdom",,,
,51.3213784,-2.2038305,"Roundstone Street, Trowbridge, BA14 8DL, United Kingdom",,,
,53.0213098,-1.9652036,"Brookside, Staffordshire Moorlands, ST10 2HE, United Kingdom",,,
,52.7440994,-0.906618,"Kirby Lane, Melton, LE13 0RG, United Kingdom",,,
,55.843925,-4.0240512,"1-3, Mayfield Place, Coatbridge, ML5 4SJ, United Kingdom",,,
,53.994067,-1.1317789,"Shipton Road, York, YO30 1XW, United Kingdom",+44 1904 225 012,,
,55.8649065,-4.2698826,"10, Elmbank Gardens, Glasgow, G2 4PP, United Kingdom",,,
,52.8288079,-1.4006052,"Station Road, Derby, DE73 8BR, United Kingdom",,,
,52.4175767,-4.0839039,"35-37, Marine Terrace, Aberystwyth, SY23 2BX, United Kingdom",,,
,50.7741597,0.1045431,"4-5, Avondale Road, Seaford, BN25 1RJ, United Kingdom",,,
,56.8236724,-3.4905535,"Glenshee Bridge, Spittal of Glenshee, PH10 7QG, United Kingdom",,,
,53.3205899,-3.8435739,"West Parade, Llandudno, LL30 2FB, United Kingdom",,,
,53.4122865,-2.319823,"Norris Road, Trafford, M33 3QW, United Kingdom",,,
,53.2336211,-1.0451656,"Thoresby Park, Newark, NG22 9WH, GB",+44 1623 821000,,
,54.6626512,-2.7565962,"Castlegate, Penrith, CA11 7JB, United Kingdom",+44 1768 866714,,
,54.6632133,-2.7566627,"Castlegate, Penrith, CA11 7JE, United Kingdom",+44 1768 862622,,
,52.9218926,-1.472865,"Derby, DE1 2AY, United Kingdom",,,
,52.9222159,-1.472302,"Derby, DE1 2BB, United Kingdom",,,
,52.640531,-1.6938814,"Upper Gungate, Tamworth, B79 8AX, United Kingdom",,,
,52.3634505,-2.7173953,"Ludford Bridge, Ludlow, SY8 1PL, United Kingdom",,,
,53.4602227,-2.2910338,"730, Chester Road, Stretford, M32 0RS, United Kingdom",+44 161 877 5375,,
,50.8537622,-0.9456734,"A27, Havant, PO10 7LZ, United Kingdom",,,
,53.1996417,-1.4956082,"Darley Road, Chesterfield, S45 0LW, United Kingdom",,,
,55.5432316,-2.8282169,"A699, Selkirk, TD7 4PY, United Kingdom",,,
,51.6906294,-3.4347993,"Incline Row, Godreaman, CF44 6LU, United Kingdom",,,
,50.6641073,-4.753451,"Castle Road, Tintagel, PL34 0HE, United Kingdom",,,
,51.495687,-0.1419175,"King's Scholars' Passage, London, SW1P 1RN, United Kingdom",,,
,50.5668772,-4.9203035,"St Moritz Court, Wadebridge, PL27 6SD, GB",,,
,50.5183104,-4.8544382,"West Hill, Whitecross, PL27 7HR, United Kingdom",,,
,53.1746078,-3.8126637,"Maenan, Llanrwst, LL26 0UL, GB",,,
,53.1839594,-3.816622,"Maenan, Llanrwst, LL26 0YR, GB",,,
,52.1428048,-0.4268277,"403, Goldington Road, Bedford, MK41 0DS, GB",,,
,52.935008,-1.5353243,"95, Ashbourne Road, Derby, DE22 4LZ, United Kingdom",,,
,53.4188467,-1.4130601,"299, Barrow Road, Sheffield, S9 1JQ, GB",,,
,50.8131788,-1.0837107,"Kingston Crescent, Portsmouth, PO2 8AB, United Kingdom",,,
,50.73094,-1.1623381,"54, Union Street, Ryde, Isle Of Wight, PO33 2LG, GB",,,
,50.709464,-1.1060025,"Horestone Rise, Nettlestone, PO34 5DB, United Kingdom",,,
,57.4764465,-4.2282959,"7, Ness Walk, Inverness, IV3 5NF, United Kingdom",,,
,57.4760857,-4.2281337,"8, Ness Walk, Inverness, IV3 5NG, United Kingdom",,,
,53.4038999,-2.9713703,"Mount Pleasant, Liverpool, L3 5TF, United Kingdom",,,
,55.8306539,-4.5125915,"Park Road, Johnstone, PA5 8LJ, United Kingdom",,,
,54.5874467,-5.932979,"59-63, Botanic Avenue, Belfast, BT7 1JL, United Kingdom",+44 28 9050 9800,,
,54.5876078,-5.9333721,"59-63, Botanic Avenue, Belfast, BT7 1JL, United Kingdom",+44 28 9050 9800,,
,51.7770091,-2.6098758,"Perrygrove Road, Forest of Dean, GL16 8RZ, United Kingdom",,,
,56.2432348,-4.2134748,"88-94, Main Street, Callander, FK17 8BD, GB",+44 187 7330245,,
,56.2441445,-4.2169613,"24, Main Street, Callander, FK17 8BB, GB",+44 187 7330181,,
,56.2451069,-4.2244386,"Leny Road, Callander, FK17 8AJ, GB",+44 187 7330329,,
,56.2445438,-4.2171453,"13, Main Street, Callander, FK17 8DU, GB",+44 187 7330040,,
,50.3263631,-4.8195969,"Coliza Hill, Polgooth, PL26 7DT, United Kingdom",,,
,51.6425117,-3.2351486,"43, Bedwlwyn Road, Ystrad Mynach, CF82 7AB, United Kingdom",,,
,56.2431474,-4.2119797,"101, Main Street, Callander, FK17 8BQ, GB",+44 187 7330257,,
,56.2430673,-4.2113563,"113-115, Main Street, Callander, FK17 8BH, GB",+44 187 7330283,,
,56.8117901,-2.6565621,"Panmure Place, Edzell, DD9 7SB, United Kingdom",,,
,51.5290348,-0.1229874,"45-46, Argyle Square, London, WC1H 8AL, GB",,,
,57.5836469,-3.8705634,"High Street, Nairn, IV12 4BJ, United Kingdom",,,
,55.8655521,-4.2541058,"Renfrew Court, Glasgow, G2 3AU, United Kingdom",,,
,55.8655461,-4.2565711,"60, Renfrew Street, Glasgow, G2 3BW, United Kingdom",+44 20 3519 1111,,
,51.4553637,-0.1446562,"Clapham South Side Road, London, SW4 9HU, United Kingdom",,,
,51.4204346,-0.8385109,"Milton Road, Wokingham, Berkshire, RG40 5QG, United Kingdom",+44 118 9789912,,
,51.8248405,-3.4501685,"Nant Ddu Lodge, CF48 2HY, United Kingdom",+44 1685 379111,,
,52.4735565,-1.9577131,"379,381, Hagley Road, Birmingham, B17 8DL, GB",,,
,56.7198219,-6.1642214,"B8007, PH36 4LW, United Kingdom",,,
,56.0583585,-3.5011886,"Keavil Farm Steadings, Crossford, KY12 8NN, GB",+44 138 3736258,,
,57.3140287,-2.0047233,"Main Street, Ellon, AB41 6BP, GB",,,
,51.9254882,-3.4192013,"Ffrwdgrech Road, Brecon, LD3 8LF, United Kingdom",,,
,57.5758359,-3.8116759,"High Street, Auldearn, IV12 5SU, United Kingdom",,,
,50.5513261,-3.9414062,"Two Bridges, Princetown, PL20 6SA, United Kingdom",,,
,56.6540548,-3.6693867,"A9, Ballinluig, PH9 0LG, United Kingdom",,,
,51.2020484,-3.4769231,"Townsend Road, Minehead, TA24 5RQ, GB",,,
,51.7036037,-2.9095125,"Pontypool Road, Usk, NP15 1SY, GB",,,
,51.7035829,-2.9039281,"Bridge Street, Usk, NP15 1BQ, United Kingdom",,,
,51.7885364,-1.2748419,"34, Sunderland Avenue, Oxford, OX2 8DX, United Kingdom",+44 1865 552076,,Bed & Breakfast
,51.7948807,-1.282769,"Woodstock Road, Oxford, OX2 8JD, United Kingdom",,,
,54.5739089,-0.9309919,"Ings Lane, Brotton, TS12 2GA, United Kingdom",,,
,58.3277647,-5.1369106,"A894, IV27 4TH, United Kingdom",,,
,55.8589242,-4.2616336,"320, Argyle Street, Glasgow, G2 8LY, United Kingdom",,,
,51.6769446,-3.8284838,"Longford Road, Neath, SA10 7AJ, United Kingdom",+441792 818411,,
,51.9289914,-1.7214574,"Sheep Street, Cheltenham, GL54 1JW, United Kingdom",,,
,53.7558937,-1.7634392,"Common Road, Bradford, BD12 0ST, GB",,,
,55.9590163,-3.2140865,"6, Mary's Place, Edinburgh, EH4 1HH, United Kingdom",,,
,54.3793381,-2.1678817,"Cloggerby Rigg, DL11 6DR, United Kingdom",,,
,51.122201,1.3143777,"Waterloo Crescent, Dover, CT17 9BP, United Kingdom",+44 1304 203633,,
,51.3899959,-2.1401827,"Beanacre Road, Beanacre, SN12 7PU, United Kingdom",,,
,58.5625472,-4.0105739,"A836, Armadale, KW14 7RY, United Kingdom",,,
,51.3333978,-0.769239,"London Road, Surrey Heath, GU15 3JE, United Kingdom",,,
,51.5045721,-0.5016738,"Thorney Mill Road, Thorney, SL0 9AE, United Kingdom",,,
,55.9527031,-3.1979799,"39-41-43-45-47, Rose Street, Edinburgh, EH2 2NH, United Kingdom",,,
,55.5974096,-2.7201079,"Market Square, Melrose, TD6 9PL, United Kingdom",,,
,55.5976806,-2.7198902,"3, Market Square, Melrose, TD6 9PQ, United Kingdom",+44 1896 822 645,,
,51.8169636,-4.50349,"A40, Caerfyrddin, SA33 4ET, GB",,,
,56.0517965,-3.7385151,"Brackenlees Road, FK2 8PR, United Kingdom",,,
,51.7567116,-0.3256417,"54, Lemsford Road, St Albans, Hertfordshire, AL1 3PR, GB",+44 1727 859313,,
,50.785941,-1.1499225,"81, The Avenue, Gosport, PO12 2JX, GB",,,
,54.4785411,-1.5450733,"Hurworth Place, Darlington, DL2 2DU, United Kingdom",,,
,56.5228195,-6.8085703,"Gott Bay, Kirkapoll, PA77 6TW, United Kingdom",+44 1879 220 329,,
,53.4829533,-2.2378816,"20, Church Street, Manchester, M4 1PN, GB",,,
,54.586773,-5.9335205,"Mount Charles, Belfast, BT7 1NZ, United Kingdom",,,
,54.5863378,-5.934529,"Mount Charles, Belfast, BT7 1NZ, United Kingdom",,,
,52.2935083,-0.2545945,"37, High Street, St Neots, PE19 5XA, United Kingdom",,,
,52.2937384,-0.254193,"46, High Street, St Neots, PE19 5XA, United Kingdom",,,
,52.1922072,-2.2270816,"54, Newport Street, Worcester, WR1 3NS, United Kingdom",,,
,55.6601779,-5.1535591,"A841, Sannox, KA27 8JD, United Kingdom",,,
,50.8280394,-1.8383969,"185, Ringwood Road, St Leonards, BH24 2NP, United Kingdom",,,
,55.9063079,-4.4272555,"Beardmore Street, Clydebank, G81 4HX, United Kingdom",,,
,51.644636,0.6192697,"Reeves Way, South Woodham Ferrers, CM3 5XF, United Kingdom",,,
,53.4410741,-3.0456698,"Marine Point, Wallasey, CH45 2PB, United Kingdom",,,
,50.4706515,-4.1027557,"Yeoland Down, Yelverton, PL20 6DA, United Kingdom",,,
,50.5990826,-4.1217285,"Brentor Road, Mary Tavy, PL19 9PY, United Kingdom",,,
,52.7752418,0.1337487,"Main Road, Long Sutton, PE12 9RX, GB",,,
,54.9874886,-3.2618986,"Lady Street, Annan, DG12 5DA, United Kingdom",,,
,54.1468462,-2.0495051,"B6160, Skipton, BD23 5QZ, GB",,,
,51.770652,-1.0656481,"Ickford Road, Worminghall, HP18 9LA, United Kingdom",,,
,55.1286743,-3.4414354,"High Street, Lochmaben, DG11 1NQ, United Kingdom",,,
,52.1961335,0.1348481,"144-146, Tenison Road, Cambridge, CB1 2DP, United Kingdom",,,
,52.1960806,0.1348291,"148, Tenison Road, Cambridge, CB1 2DP, United Kingdom",,,
,52.1960364,0.1348132,"Tenison Road, Cambridge, CB1 2DP, United Kingdom",,,
,55.2325546,-3.814688,"A702, Penpont, DG3 4BP, United Kingdom",,,
,52.4486967,-1.4963109,"Judds Lane, Coventry, CV6 6AQ, United Kingdom",+44 2476 933340,,
,55.9933521,-3.5603712,"A904, Linlithgow, EH49 7LU, United Kingdom",,,
,52.0398632,-4.4676687,"Heol y Bont / Bridge Street, Newcastle Emlyn, SA38 9DU, United Kingdom",,,
,52.9411642,1.1205538,"Weybourne Road, North Norfolk, NR25 7EG, United Kingdom",,,
,54.9954962,-3.0637031,"Annan Road, Gretna, DG16 5DL, United Kingdom",+44 1461 338214,,
,54.9960277,-3.0727088,"1, Annan Road, Gretna, DG16 5DQ, United Kingdom",+44 1461 338300,,
,53.0740843,-0.8160864,"Edward Avenue, Newark and Sherwood, NG24 4UZ, United Kingdom",,,
,50.8252598,-0.1750037,"9-12, St Catherines Terrace, Hove, BN3 2RH, United Kingdom",,,
,50.8275703,-0.1761425,"St Aubyns, Hove, BN3 2TJ, United Kingdom",,,
,50.8241425,-0.1584332,"11, Brunswick Square, Hove, BN3 1EH, United Kingdom",,,
,55.9526076,-3.1943562,"53, Princes Street, Edinburgh, EH2 2DG, GB",,,
,55.9528411,-3.1930191,"43, Princes Street, Edinburgh, EH2 2BY, GB",,,
,55.9532098,-3.1908189,"20, Princes Street, Edinburgh, EH2 2AN, GB",+44 131 556 4901,,
,52.5881488,-0.7223186,"7, High Street East, Oakham, LE15 9PY, GB",,,
,51.4568733,-0.9726524,"Friar Street, Reading, RG1 1EU, United Kingdom",,,
,50.592462,-4.8353123,"Roscarrock Hill, Port Isaac, PL29 3RG, United Kingdom",,,
,55.8598625,-4.2500413,"Ingram Street, Glasgow, G1 1DG, United Kingdom",,,
,51.4991079,-0.1125451,"Westminster Bridge Road, London, SE1 7UR, United Kingdom",,,
,56.1143741,-3.9386626,"4, Melville Terrace, Stirling, FK8 2ND, United Kingdom",,,
,51.4668244,-1.710559,"High Street, Ogbourne St. George, SN8 1SP, United Kingdom",,,
,51.466938,-1.7090516,"Marlborough Road, Ogbourne St. George, SN8 1TE, United Kingdom",,,
,56.1151372,-3.9338162,"78, Upper Craigs, Stirling, FK8 2DT, United Kingdom",+44 1786 478 297,,
,52.7686504,-1.2055115,"Southfield Road, Loughborough, Leicestershire, LE11 9SA, GB",,,
,57.080273,-4.0507245,"32, High Street, Kingussie, PH21 1HR, United Kingdom",,,
,53.3198737,-3.8434929,"West Parade, Llandudno, LL30 2BD, GB",,,
,53.5899607,-2.2981998,"5, Knowsley Place, Bury, BL9 0EJ, United Kingdom",,,
,51.2975789,0.3430027,"London Road, Tonbridge and Malling, TN15 7RY, United Kingdom",,,
,56.6231138,-6.0653979,"Main Street, Tobermory, PA75 6NU, United Kingdom",,,
,56.6236109,-6.0644098,"Memorial Road, Tobermory, PA75 6RA, United Kingdom",,,
,52.4049256,-1.8858512,"10, Maypole Lane, Birmingham, B14 5JF, GB",,,
,54.7543545,-6.4614045,"B18, Toome, BT41 3NJ, United Kingdom",,,
,54.8166677,-6.1832552,"Craigstown Road, BT42 3LA, United Kingdom",,,
,51.3645541,1.0323442,"29, Beach Walk, Whitstable, CT5 2BP, United Kingdom",,,
,55.1011589,-6.6869844,"Drumcroone Road, Coleraine, BT51 4ND, United Kingdom",,,
,54.6486317,-6.7421849,"B73, Cookstown, BT80 8NP, United Kingdom",,,
,51.0682476,1.0948257,"Princes Parade, Hythe, CT21 6AE, United Kingdom",,,
,50.6185046,-2.45024,"22, Brunswick Terrace, Weymouth, DT4 7RW, United Kingdom",,,
,50.6222888,-2.4547251,"65, Dorchester Road, Weymouth, DT4 7JX, United Kingdom",,,
,50.6852864,-3.2345101,"Sid Road, East Devon, EX10 9AA, United Kingdom",,,
,50.6833694,-3.2348963,"Hillside Road, Sidmouth, EX10 8JA, United Kingdom",+44 1395 514694,,
,50.6779682,-3.2394205,"The Esplanade, Sidmouth, EX10 8AY, United Kingdom",+44 1395 515201,,
,50.677804,-3.2398767,"The Esplanade, Sidmouth, EX10 8NR, United Kingdom",+44 1395 513047,,
,50.6780318,-3.2387985,"The Esplanade, Sidmouth, EX10 8AX, United Kingdom",+44 1395 513320,,
,50.6781263,-3.238261,"The Esplanade, Sidmouth, EX10 8AT, United Kingdom",+44 1395 513503,,
,50.6783717,-3.2368726,"The Esplanade, Sidmouth, EX10 8AZ, United Kingdom",+44 1395 513043,,
,52.9699398,-3.1690597,"Bridge Street, Llangollen, LL20 8PF, GB",,,
,50.6841602,-2.1080592,"Church Green, Wareham, BH20 4ND, United Kingdom",,,
,51.7957239,0.2064443,"Down Hall Road, Uttlesford, CM22 7AS, United Kingdom",,,
,50.3960783,-3.5111228,"King Street, Brixham, TQ5 9TJ, United Kingdom",,,
,53.6437265,-3.0118593,"Duke Street, Southport, PR8 1JA, United Kingdom",+44 1704 533355,,
,53.6466071,-3.0073663,"Lord Street, Southport, PR8 1PE, United Kingdom",,,
,50.9231337,-3.4941712,"Bolham Road, Tiverton, EX16 7RA, United Kingdom",+44 1884 252777,,
,51.4860427,-2.7637303,"Harbour Road, Bristol, BS20 7DE, United Kingdom",+44 1275403110,,
,50.7995174,-3.0880804,"Combehead Lane, East Devon, EX13 7HS, United Kingdom",,,
,50.7311059,-1.8737081,"41, Wimborne Road, Bournemouth, BH2 6NB, United Kingdom",,,
,51.5295045,-0.123438,"Belgrove Street, London, WC1H 8AA, United Kingdom",,,
,53.0673411,-2.522752,"High Street, Nantwich, CW5 5AS, United Kingdom",+44 1270 625283,,
,53.3039115,-4.3269768,"B5111, Llangwyllog, LL77 7UR, United Kingdom",,,
,50.3929249,-3.7113111,"Old Road, South Hams, TQ9 7TD, United Kingdom",,,
,53.4771277,-2.2415525,"21, Dickinson Street, Manchester, M1 4LX, GB",,,
,53.2916742,-2.9535202,"Chester Road, CH66 5PH, United Kingdom",,,
,50.6883544,-1.3767727,"Calbourne Road, Calbourne, PO30 4HS, United Kingdom",,,
,52.9706164,-0.0262226,"6, London Road, Boston, PE21 8AG, GB",,,
,52.6828388,-1.8299088,"12-14, Bird Street, Lichfield, WS13 6PR, United Kingdom",,,
,56.0472593,-2.7785833,"Main Road, Dirleton, EH39 5EB, United Kingdom",,,
,50.4484512,-4.4500161,"Haviland Road, PL14 3FG, United Kingdom",,,
,57.4647613,-4.2466076,"Glenurquhart Road, Inverness, IV3 5TD, United Kingdom",,,
,54.6633149,-2.7508781,"King Street, Penrith, CA11 7AJ, GB",+44 1768 866395,,
,52.0535452,-2.7122181,"Castle Street, Hereford, HR1 2NR, United Kingdom",,,
,53.6878082,-0.5901032,"Low Burgage, Winteringham, DN15 9PF, United Kingdom",,,
,55.7015338,-3.8721676,"Lanark Road, Crossford, ML8 5RE, United Kingdom",,,
,51.5694741,-4.2889153,"B4247, Rhossili, SA3 1PP, GB",,,
,52.5405051,-0.2577796,"The Serpentine, Peterborough, PE7 8BT, GB",,,
,53.6101407,-2.9348166,"Southport Road, West Lancashire, PR8 5LG, United Kingdom",,,
,50.4634539,-3.5175901,"74, Braddons Hill Road East, Torquay, TQ1 1HF, United Kingdom",,,
,52.5556458,-0.4257417,"54, Station Road, Peterborough, PE8 6QB, GB",,,
,52.6743272,-0.6573569,"The Avenue, Oakham, LE15 8AH, GB",,,
,51.3777941,-0.192105,"Rosehill Gardens, London, SM1 3JZ, United Kingdom",,,
,53.0692074,-2.4970759,"Crewe Road, Willaston, CW5 6NE, United Kingdom",,,
,57.4259692,-2.2403319,"B9170, Methlick, AB41 7DT, United Kingdom",,,
,55.9459979,-3.190277,"11, Bristo Place, Edinburgh, EH1 1EZ, GB",,,
,55.8378563,-5.0564039,"55, Victoria Street, Rothesay, PA20 0AP, United Kingdom",,,
