text_a,text_b,label
"Queen Victoria Hotel, 77-79 Albert Road Wolverhampton, West Midlands, WV60AG","Queen Victoria Hotel, 77-79, Albert Road, Wolverhampton, West Midlands, WV60AG",1
"The Big Blue Hotel, 1 Clifton Drive Pleasure Beach Resort Lancashire Blackpool Lancashire, North West, FY41ND","Elmfield Hotel, 25, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0
"The Angus Hotel, 31-32 Argyle Square Kings CrossLondon, Camden, WC1H8AP","Angus Hotel, 31, Argyle Square, London, Camden, WC1H8AP",1
"The Talbot Inn, High Street Ripley  RipleyWokingSurrey, Guildford, South East, GU236BB","Talbot Inn, High Street, Ripley, , GB, Guildford, South East, GU236BB",1
"Best Western Parkmore Hotel & Leisure Club, 636 Yarm Road Eaglescliffe EaglescliffeStockton-on-TeesCleveland, North East, TS160DH","Parkmore Hotel and Hideaway Spa, 636, Yarm Road, Stockton-on-Tees, , United Kingdom, North East, TS160DH",1
"The Bulkeley Hotel, 19 Castle Street Beaumaris Anglesey, Isle of Anglesey, LL588AW","Bulkeley Hotel, 19, Castle Street, Beaumaris, Isle of Anglesey, LL588AW",1
"Royal Hotel, 57 Clifton Drive Blackpool, North West, FY41NT","Clifton Court Hotel, 12, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0
"Victoria Park House Hotel, 221 Ferry Road EdinburghMidlothian Scotland, City of Edinburgh, EH64NN","Victoria Park House Hotel, 221, Ferry Road, Edinburgh, , United Kingdom, City of Edinburgh, EH64NN",1
"Days Inn Hyde Park, 148-152 Sussex Gardens London, Westminster, W21UD","Olympic House Hotel, 138-140, Sussex Gardens",0
"The Bell Lodge, 52 Melville Street, Isle of Wight, South East, PO368LF","Bell Lodge Hotel, 52, Melville Street, Sandown, , GB, Isle of Wight, South East, PO368LF",1
"Quality Hotel Wolverhampton, Tettenhall Road 60 Wolverhampton, West Midlands, WV14SW","Quality Hotel, 40-50, Tettenhall Road, Wolverhampton, West Midlands, WV14SW",1
"Melbourne View Hotel, Station Road MelbourneDerby, South Derbyshire, East Midlands, DE738BR","Melbourne View Hotel, Station Road, Derby, , United Kingdom, South Derbyshire, East Midlands, DE738BR",1
"Birchover One The Brayford, The Birchover Residences One The Brayford Brayford Wharf North, Lincoln, East Midlands, LN11BN","DoubleTree by Hilton Lincoln, Brayford Wharf North, Lincoln, East Midlands, LN11YW",0
"Edelweiss Guest House, Windsor Crescent, 86/88 BRIDLINGTON, East Riding of Yorkshire, Yorkshire and The Humber, YO153JA","The Cavendish, 42, Windsor Crescent, Bridlington, , GB, East Riding of Yorkshire, Yorkshire and The Humber, YO153HY",0
"Raynscourt Lodge B&B, 83 Marine Parade Great Yarmouth, East of England, NR302DJ","No. 78, Marine Parade, Great Yarmouth",0
"Bishopsgate House Hotel, 54 Castle Street Beaumaris Anglesey, Isle of Anglesey, LL588BB","Bishopsgate Hotel and Restaurant, 54, Castle Street, Beaumaris, Isle of Anglesey, LL588BB",1
"Nelcon Boutique Hotel, 38 Palatine Road Blackpool, North West, FY14BY","Fylde International, 93-95, Palatine Road, Blackpool, , United Kingdom, North West, FY14BX",0
"The Montclair, 95 Albert Road Blackpool, North West, FY14PW","The Albany, 89, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",1
"Las Palmas Hotel by the Sea, 30-34 Alexandra Road Blackpool, North West, FY16BU","The New Brooklyn, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BH",0
"Cranstone Guesthouse, 39 Alexandra Road Blackpool, North West, FY16BU","The Melrose Hotel, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BU",1
"Ml Lodge, 108 St Mary Street Cardiff, CF101DX","ML Lodge, Saint Mary Street, Cardiff, , United Kingdom, CF101DX",1
"The Penellen Bed And Breakfast, 64 Riviere Towans Phillack Hayle, Cornwall, South West, TR275AF","The Penellen Bed and Breakfast, 64, Riviere Towans, Hayle, , GB, Cornwall, South West, TR275AF",1
"City View Hotel Roman Road Market, 527 Roman Road London, Tower Hamlets, E35EL","City View Hotel, 527, Roman Road, London, Tower Hamlets, E35EL",1
"Awentsbury Hotel, 21 Serpentine Road Selly Park BirminghamWest Midlands, B297HU","The Awentsbury Hotel, 21, Serpentine Road, Birmingham, West Midlands, B297HU",1
"Kings Court, 34 King Edward Avenue Blackpool, North West, FY29TA","The Pembroke, 11, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD",0
"Cliffdene Hotel, 12-14 Narrowcliff NewquayCornwall and Isles of Scilly, TR72PJ","Cliffdene, 12A - 14, Narrowcliff, Newquay, , GB, TR72PJ",1
"Stay in the heart of.. Brighton, Kings Road East Sussex, Brighton and Hove, South East, BN12JG","Holiday Inn, 137, Kings Road, Brighton, , GB, Brighton and Hove, South East, BN12FU",0
"The Blackpool Hotel, 45 Osborne Road Blackpool, North West, FY41HQ","The New Osborne Hotel, 12-14, Osborne Road, Blackpool, , United Kingdom, North West, FY41HJ",0
"Heron View Cottage, 4 Field Footgrasmere, Westmorland and Furness, North West, LA229TB","Moss Grove Hotel, Grasmere, Westmorland and Furness, North West, LA229SW",0
"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","The Lawton Hotel, 58-66, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1
"Borrowdale Gates Hotel, Grange-in-Borrowdale KeswickCumbria, Cumberland, North West, CA125UQ","Borrowdale Gates Hotel, Grange, Cumberland, North West, CA125UQ",1
"Eshott Hall Estate Morpeth MorpethNorthumberland, North East, NE659EN","Eshott Hall, Stable Drive, Eshott, Northumberland, North East, NE659EN",1
"Travelodge Belfast Central, 15 Brunswick Street Belfast, BT27GE","Grand Central Hotel, 9-15, Bedford Street, Belfast, BT27EG",0
"Signature Living at Shankly Hotel, 60 Victoria Street, L16JD","The Dixie Dean Hotel, 57-59, Victoria Street, Liverpool, North West, L16DG",0
"Royal Hotel, 4 Marine Parade Great YarmouthNorfolk, East of England, NR303AE","Nelson Hotel, 1, Marine Parade, Great Yarmouth, East of England, NR303AG",0
"Ibis Styles London Excel, Victoria Dock Road 272 London, Newham, E163BY","Hotel ibis Styles London Excel, 272-283, Victoria Dock Road, London, Newham, E163BY",1
"The Gallery, 108 Albert Road Blackpool, North West, FY14PR","Boltonia Hotel, 124-126, Albert Road, Blackpool, , United Kingdom, North West, FY14PN",0
"Ashley House, 13 Old Station Road NewmarketSuffolk, West Suffolk, East of England, CB88DT","Ashley House Hotel, Old Station Road, Newmarket, West Suffolk, East of England, CB88DT",1
"Duke Of Leinster Hotel, 20 Leinster Gardens London, Westminster, W23AN","Blakemore Hyde Park Hotel, 30, Leinster Gardens",0
"The Cornhill Hotel, 377-379 Promenade Blackpool Lancashire, North West, FY16BH","South Beach Hotel, 365-367, Promenade, Blackpool, , United Kingdom, North West, FY16BJ",0
"Min y Don Guesthouse, North Parade Llandudno, GwyneddConwy, LL302LP","St Tudno, 14, North Parade, Llandudno, , GB, Conwy, LL302LP",0
"Howard Hotel, North Promenade, 292 BLACKPOOL, North West, FY12EY","Park House Hotel, Promenade, Blackpool, North West, FY12HA",0
"Premier Inn Newcastle Holystone, The Stonebrook Edmund Road Holystone  Newcastle Upon Tyne Tyne & Wear HolystoneNewcastle upon TyneTyne And Wear, North Tyneside, North East, NE270UN","Premier Inn, Edmund Road, Holystone, North Tyneside, North East, NE270UN",1
"Hampton by Hilton Canterbury, 7 St. Margarets Street, Canterbury, , United Kingdom, South East, CT12TP","Hampton by Hilton Canterbury, 7, St. Margaret's Street, Canterbury, Kent, , GB, South East, CT12TP",1
"Three Queens Hotel, One Bridge Street Burton upon TrentStaffordshire, East Staffordshire, West Midlands, DE141SY","Three Queen's Hotel, 1, Bridge Street, Burton-on-Trent, , United Kingdom, East Staffordshire, West Midlands, DE141SY",1
"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","Bradleys Hotel, 80, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"Hotel Pelirocco, 10 Regency Square Brighton, Brighton and Hove, South East, BN12FG","Hotel Pelirocco, 10, Regency Square, Brighton and Hove, South East, BN12FG",1
"Sherbourne House, 8 Norwich Road AttleboroughNorfolk, Breckland, East of England, NR172JX","Sherbourne House Hotel, 8, Norwich Road, Breckland, East of England, NR172JX",1
"Princes Square Hotel, 23-25 Princes Square off Illchester Gardens, Bayswater Off Ilchester GardensBayswaterLondon, Westminster, W24NJ","The 55 By Le Mirage, 33-36, Prince's Square, London, Westminster, W24NJ",0
"Heather Lea, 34 Empress Drive Blackpool, North West, FY29SD","The Rowan, 8, Empress Drive, Blackpool, , United Kingdom, North West, FY29SE",0
"The Bell, 52 Church Street Tewkesbury, South West, GL205SA","The Bell, Church Street, Tewkesbury, South West, GL205SA",1
"Hammet House, Llechryd Pembrokeshire, SA432QA","Hammet House, Llechryd, Pembrokeshire, SA432QA",1
"Blenheim Mount Hotel, 207 Promenade Blackpool, North West, FY15DL","Balmoral Hotel, 215-217, Promenade, Blackpool, North West, FY15DL",0
"Trivelles Seaforth, 54 Linacre Road Liverpool, Sefton, North West, L216NT","Trivelles Seaforth, 54, Linacre Road, Liverpool, Sefton, North West, L216NT",1
"The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF","Alviston Hotel, 46-48, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1
"Lawton Court Hotel, 11-13 North Parade Llandudno, Conwy, LL302LP","Belmont Hotel, 21, North Parade, Llandudno, , GB, Conwy, LL302LP",0
"The Star And Garter A Citylodge Hotel, High Street, 2 ANDOVER, Test Valley, South East, SP101PB","Star and Garter Hotel, 2, High Street, Andover, , United Kingdom, Test Valley, South East, SP101PB",1
"Beachcliffe Holiday Apartments, 3 King Edward Avenue Blackpool, North West, FY29TD","The Penryn, 38, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"Victoria Lodge Hotel, Alexandra Road Shanklin Isle Of Wight, South East, PO376AF","Victoria Lodge Hotel, 5, Alexandra Road, Shanklin, , GB, Isle of Wight, South East, PO376AF",1
"Glen Mhor Hotel & Apartments, 8-15 Ness Bank INVERNESS, Highland, IV24SG","Glen Mhor Hotel, 9, Ness Bank, Inverness, Highland, IV24SG",1
"New Globe hotel, 359 Mile End Road London, Tower Hamlets, E34QS","New Globe Hotel, 359, Mile End Road, London, , United Kingdom, Tower Hamlets, E34QS",1
"Petersham Hotel, Nightingale Lane Richmond Surrey, Richmond upon Thames, London, TW106UZ","The Petersham Hotel, Nightingale Lane, Richmond, Richmond upon Thames, London, TW106UZ",1
"Smart Hotel Guest house, 1A King Edward Avenue Blackpool, North West, FY29TD","Westcliffe, 46, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"The Crown Hotel 11 Market Place SouthwellNottinghamshire, Newark and Sherwood, East Midlands, NG250HE","The Crown Hotel, 11, Market Place, Southwell, , GB, Newark and Sherwood, East Midlands, NG250HE",1
"Macdonald Burlington Hotel, Burlington Arcade 126 New Street 126 New StreetBirmingham, West Midlands, B24JQ","The Burlington Hotel, 126, New Street, Birmingham, West Midlands, B24JQ",1
"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD","Westcliffe, 46, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"The Aspire, 51 Albert Road Blackpool, North West, FY14TA","The Trafalgar, 106, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"Tyacks Hotel 27 Commercial Street  Camborne, Cornwall, South West, TR148LD","Tyacks Hotel, 27, Commercial Street, Camborne, , GB, Cornwall, South West, TR148LD",1
"The Colwyn Hotel, 569 New South Promenade Blackpool Lancashire, North West, FY41NG","Hotel Roker, 563, New South Promenade, Blackpool, , United Kingdom, North West, FY41NF",0
"Dene Hotel, 95 Hoole Road ChesterChesire, Cheshire West and Chester, North West, CH23ND","Dene Hotel, 95, Hoole Road, Chester, Cheshire West and Chester, North West, CH23ND",1
"Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW","The Georgian Hotel, 82-86, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"Luccombe Hall Country House Hotel, Luccombe Road Shanklin Isle of Wight, South East, PO376RL","Luccombe Hall, 8, Luccombe Road, Shanklin, , GB, Isle of Wight, South East, PO376RL",1
"The New Kent, 12 Knowle Avenue Blackpool, North West, FY29RR","The New Kent, 12, Knowle Avenue, Blackpool, , United Kingdom, North West, FY29RR",1
"Clifton Court Hotel, 12 Clifton Drive Blackpool, FY41XN","The Albany, 2-4, Clifton Drive, Blackpool, , United Kingdom, North West, FY41ND",0
"Edgehill Port Isaac, Edgehill 75 Fore Street, Cornwall, South West, PL293RF","The Old School, Fore Street, Port Isaac, , GB, Cornwall, South West, PL293RB",0
"Hampton by Hilton Birmingham Broad Street, 200 Broad Street Cumberland House Birmingham, West Midlands, B151SU","Hampton by Hilton Birmingham Broad Street, 200, Broad Street, Birmingham, West Midlands, B151SU",1
"Priory Court Hotel, Castle Road PevenseyEast Sussex, Wealden, South East, BN245LG","Priory Court, Castle Road, Pevensey, Wealden, South East, BN245LG",1
"Premier Inn London Wimbledon South, 27 Chapter Way London, Merton, SW192RF","Premier Inn, 27, Chapter Way, London, Merton, SW192RF",1
"The Three Crowns, High Street Chagford Newton Abbot, West Devon, South West, TQ138AJ","The Three Crowns Hotel, High Street, West Devon, South West, TQ138AJ",1
"Haven Hotel, 6 8 Sussex Gardens London, Westminster, W21UL","Seymour Hotel, 106, Sussex Gardens, London, Westminster, W21UH",0
"The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD","Kings Court Hotel, 34, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"Alderley Edge Hotel, Macclesfield Road Cheshire Alderley EdgeCheshire, Cheshire East, North West, SK97BJ","Alderley Edge Hotel, Macclesfield Road, Cheshire East, North West, SK97BJ",1
"Stanley House, 19/21 Belgrave Road VictoriaLondon, Westminster, SW1V1RB","Stanley House, 19-21, Belgrave Road, London, Westminster, SW1V1RB",1
"Lichfield Hotel, 243 Promenade Blackpool, North West, FY16AH","Crystals On The Prom, 263, Promenade, Blackpool, , GB, North West, FY16AH",0
"The Lilly Restaurant with Rooms, West Parade Westshore Llandudno, Conwy, LL302BD","The West Shore Hotel, West Parade, Llandudno, , United Kingdom, Conwy, LL302FB",0
"OYO London 24 Sussex, 24 Sussex Gardens London Marble Arch, Westminster, W21UL","The London Hotel, 32, Sussex Gardens",0
"Bayhouse, 9 Esplanade Rd  Scarborough, North Yorkshire, Yorkshire and The Humber, YO112AS","Bay House, 9, Esplanade Road, Scarborough, , United Kingdom, North Yorkshire, Yorkshire and The Humber, YO112AS",1
"Marlborough Hotel, 16 Queens Road Shanklin Isle Of Wight, South East, PO376AN","Hambledon Hotel, 11, Queen's Road, Shanklin, , GB, Isle of Wight, South East, PO376AW",0
"The Gurkha Hotel, 148-154 Waterloo Road Blackpool, North West, FY42AF","The Gurkha - Buffet Restaurant, Hotel & Bar, 148-154, Waterloo Road, Blackpool, , United Kingdom, North West, FY42AF",1
"Porth Veor Manor Villas & Apartments, Porth Way, Porth, Cornwall, South West, TR73LW","Porth Veor Manor Hotel, Porth Way, Newquay, Cornwall, South West, TR73LW",1
"The Painswick, Kemps Lane Painswick PainswickGloucestershire, Stroud, South West, GL66YB","The Painswick Hotel, Kemps Lane, Stroud, South West, GL66YB",1
"Sea Beach House, 39-40 Marine Parade EastbourneEast Sussex, South East, BN227AY","Shore View Hotel Eastbourne, 20, Marine Parade, Eastbourne, South East, BN227AY",0
"The Melville Hotel, 70-72 Adelaide Street Blackpool Lancashire, North West, FY14LA","The Melville, 70-72, Adelaide Street, Blackpool, North West, FY14LA",1
"Coylumbridge Hotel, Coylumbridge Aviemore, Highland, PH221QN","Coylumbridge Aviemore Hotel, Coylumbridge, Aviemore, Highland, PH221QN",1
"Lynton House, 80 Church Walks Llandudno Conwy, LL302HD","Empire Hotel, 73, Church Walks, Llandudno, , GB, Conwy, LL302HE",0
"City Hotel London, 200 Borough High Street London, Southwark, SE11JX","CitySpace Borough, 200, Borough High Street, London, Southwark, SE11JX",1
"Morgan Hotel, 24 Bloomsbury Street London, Camden, WC1B3QJ","Morgan Hotel, 24, Bloomsbury Street, London, Camden, WC1B3QJ",1
"Premier Inn London Gatwick Airport North Terminal, Crossway Gatwick North Terminal Opposite the North TerminalWest Sussex Crawley, South East, RH60PH","Sofitel Gatwick, Northway, Crawley, South East, RH60PH",0
"The Princess, 18-20 Alexandra Road Blackpool, North West, FY16BU","The New Brooklyn, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BH",0
"Rowers Hotel, St Omers Road Dunston GatesheadTyne & Wear, North East, NE119EJ","Rowers Hotel, St Omers Road, Gateshead, , United Kingdom, North East, NE119EJ",1
"Richmond Hotel, The Promenade 44 45 Marine Terrace Aberystwyth, Ceredigion, SY232BX","Premier Inn, 35-37, Marine Terrace, Aberystwyth, , United Kingdom, Ceredigion, SY232BX",0
"Alexandra Hotel, 159 161 Sussex Gardens Hyde Park Hyde ParkLondon, Westminster, W22RY","Admiral Hotel at Park Avenue, 143, Sussex Gardens, London, Westminster, W22RY",0
"The City House, 9 Cranbrook Road Ilford, Redbridge, London, IG14DU","Best Western, 60, Cranbrook Road, Ilford, , United Kingdom, Redbridge, London, IG14NH",0
"Leatham Park Guest House, Tyldesley Road BlackpoolLancashire, North West, FY15DH","Balmoral Hotel, 215-217, Promenade, Blackpool, North West, FY15DL",0
"Abc Hyde Park Hotel, 121 Sussex Gardens Paddington LondonWestminster, W22RU","Olympic House Hotel, 138-140, Sussex Gardens",0
"Breakers Bed & Breakfast, 56 Royal Parade Eastbourne, South East, BN227AQ","Bay Majestic Eastbourne Hotel, 26-34, Royal Parade, Eastbourne, South East, BN227AN",0
"The Great Barr Hotel, Pear Tree Drive Newton Road Newton RoadBirminghamGreat Barr, Sandwell, West Midlands, B436HS","Great Barr Hotel, Pear Tree Drive, Birmingham, Sandwell, West Midlands, B436HS",1
"Lynden Court Hotel, 8 Durley Road West Cliff Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25JL","No. 5, 5, Durley Road, Bournemouth, Christchurch and Poole, South West, BH25JQ",0
"Forest Hotel, Station Approach DorridgeSolihull, West Midlands, B938JA","The Forest Hotel, Station Approach, Solihull, West Midlands, B938JA",1
"The Royal Seabank Hotel, 219-223 Central Promenade BlackpoolLancashire, North West, FY15DL","Vinnies, 205, Promenade, Blackpool, North West, FY15DL",0
"Travelodge Dundee Strathmore Avenue, 296A Strathmore  Dundee, Dundee City, DD36SH","Travelodge, 296A, Strathmore Avenue, Dundee, Dundee City, DD36SH",1
"Travelodge Newport Isle of Wight, Lugley Street Newport Isle of Wight, South East, PO305ET","Travelodge, 41, Lugley Street, Newport, , GB, Isle of Wight, South East, PO305ET",1
"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","Royal Alexandra Hotel, 74, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"Kings Court, 34 King Edward Avenue Blackpool, North West, FY29TA","Number 42, 42, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",1
"Coppid Beech, John Nike Way Bracknell, Bracknell Forest, South East, RG128TF","Coppid Beech Hotel, John Nike Way, Bracknell, , GB, Bracknell Forest, South East, RG128TF",1
"Hotel Avano Pleasure Beach, 8 Clifton Drive, Blackpool, North West, FY41NX","Henson Hotel, 23, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NT",0
"Smart Hotel Guest house, 1A King Edward Avenue Blackpool, North West, FY29TD","King Edward Hotel, 44, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"Greenbank Country House, Borrowdale Keswick Borrowdale  United Kingdom KeswickCumbria, Cumberland, North West, CA125UY","The Borrowdale hotel, Borrowdale, Cumberland, North West, CA125UY",0
"Travelodge Derby Cricket Ground, The County Ground Nottingham Road Nottingham RoadDerbyDerbyshire, East Midlands, DE216DA","Travelodge, Nottingham Road, Derby, East Midlands, DE216DA",1
"Myrtle House, 25 Albert Road, Blackpool, North West, FY14TA","The New Oxford Hotel, 66-68, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"So Paddington Hotel, 6-8 Norfolk Square London, Westminster, W21RS","Tony's House Hotel, 30, Norfolk Square, London, , GB, Westminster, W21RS",0
"Hotel Bosco, 9 St. Mark's Hill SurbitonLondon, Kingston upon Thames, KT64LQ","Bosco Hotel & Lounge, 9, St. Mark's Hill, Surbiton, , United Kingdom, Kingston upon Thames, London, KT64LQ",1
"Holiday Inn NEWPORT, The Coldra Newport, NP182YG","Holiday Inn Newport, The Coldra, Newport, , United Kingdom, NP182YG",1
"Skylight Apartment, Flat 3 5 South Cliff Avenue, Eastbourne, South East, BN207AH","The Halcyon, 8, South Cliff, Eastbourne, South East, BN207AF",0
"Hotel Victoria, East Street Newquay Cornwall, South West, TR71DB","Victoria Hotel, East Street, Newquay, , GB, Cornwall, South West, TR71DB",1
"The Alpha Guest Accommodation, King Edward Avenue, 9 BLACKPOOL, North West, FY29TD","Kings Court Hotel, 34, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"Best Western Plus Manor House Hotel, Audley Rd Alsager AlsagerStaffordshire, Cheshire East, North West, ST72QQ","Manor House Hotel, Audley Road, Cheshire East, North West, ST72QQ",1
"Travelodge Cambridge Central, Cambridge Leisure Park Clifton Way Clifton WayCambridge, East of England, CB17DY","Travelodge Cambridge Central, Cambridge Leisure Park, Cambridge, , GB, East of England, CB17DY",1
"Woodland Manor Hotel, Green Lane Clapham ClaphamBedford, East of England, MK416EP","Woodland Manor Hotel, Green Lane, Clapham, , GB, Bedford, East of England, MK416EP",1
"Hilton Cobham, Seven Hills Road South Cobham, Elmbridge, South East, KT111EW","Hilton Cobham, Seven Hills Road, Cobham, Elmbridge, South East, KT111EW",1
"Alfred St Apartment, Apt 80 Bass Buildings 38 Alfred St 38 Alfred Street, Belfast, BT28EA","Premier Inn, Alfred Street, Belfast, , United Kingdom, BT28ED",0
"The Novello Hotel, 11 Hornby Road Blackpool, North West, FY14QG","Zebra Lodge, 11, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0
"The Shrubbery Hotel, 17 Commercial Road Shepton Mallet, Somerset, South West, BA45BU","The shrubbery Hotel, 17, Commercial Road, Shepton Mallet, , United Kingdom, Somerset, South West, BA45BU",1
"6 Portobello Road Notting Hill GateLondo, NW113DG","6 Portobello Road Hotel, 6, Portobello Road",1
"The Crown Inn, Castle Street StornowayOrkney Islands, Na h-Eileanan Siar, HS12BD","Crown Hotel, Srââ id an Rubha, Stornoway, , GB, Na h-Eileanan Siar, HS12BD",0
"Premier Inn Aviemore, Grampian Road Aviemore, Highland, PH221PX","Premier Inn Aviemore, Grampian Road, Aviemore, Highland, PH221PX",1
"Four Seasons Guest House, 3 Upper Rock Gardens Brighton, Brighton and Hove, South East, BN21QE","Cavalaire Hotel, 34, Upper Rock Gardens, Brighton, , GB, Brighton and Hove, South East, BN21QF",0
"Hotel Collingwood, BW Signature Collection, 11 Priory Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25DF","The Trouville Hotel, 5-7, Priory Road, Bournemouth, Christchurch and Poole, South West, BH25DH",0
"Clifton Court Hotel, 12 Clifton Drive Blackpool, FY41XN","Delton Hotel, 6, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NE",0
"The Alpha Guest Accommodation, King Edward Avenue, 9 BLACKPOOL, North West, FY29TD","Kings Court Hotel, 34, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"DoubleTree by Hilton London Kensington, 100 Cromwell Road London, SW74ER","DoubleTree by Hilton London Kensington, 100, Cromwell Road, London, SW74ER",1
"Leonardo Portland Edinburgh, 79 Lauriston Place  Edinburgh, City of Edinburgh, EH39HZ","Premier Inn, 82, Lauriston Place, Edinburgh, , United Kingdom, City of Edinburgh, EH39DG",0
"The New Inn Hotel, Market Street Ellon, Aberdeenshire, AB419JD","New Inn Hotel, 14, Market Street, Ellon, , GB, Aberdeenshire, AB419JD",1
"Days Inn Hyde Park, 148-152 Sussex Gardens London, Westminster, W21UD","Normandie Hotel, 96, Sussex Gardens, London, Westminster, W21UH",0
"The Garrison, High Street Fort WilliamInverness-Shire, Highland, PH336EE","Highland Hotel, Fort William",0
"The Malibu Party Hotel, 114-116 Albert Road Blackpool, nan","Bradleys Hotel, 80, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0
"The Alpha Guest Accommodation, King Edward Avenue, 9 BLACKPOOL, North West, FY29TD","The Hartshead, 17, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0
"Corinthia Hotel London, Whitehall Place London, Westminster, SW1A2BD","Corinthia Hotel, 10, Whitehall Place, London, Westminster, SW1A2BD",1
"Caring Hotel, 24 Craven Hill Gardens LondonGreater London, Westminster, W23EA","O Hyde Park, 1, Craven Hill Gardens",0
"DoubleTree by Hilton Stratford-upon-Avon, Arden Street Stratford-upon-AvonWarwickshire, Stratford-on-Avon, West Midlands, CV376QQ","Double Tree by Hilton, Arden Street, Stratford-on-Avon, , United Kingdom, West Midlands, CV376QQ",1
"Rivers Hotel Green Lane Riverside ParkGateshead, North East, NE100SB","Rivers Edge Hotel, Green Lane, Gateshead, , United Kingdom, North East, NE100SB",1
"Apartment in Prime Clifton Location, St Paul's Rd, Bristol, City of, South West, BS81LR","Washington Hotel, 9-15, Saint Paul's Road, Bristol, Bristol, City of, South West, BS81LX",0
"Travelodge Market Harborough, Edinburgh Court Abbey Street Abbey StreetMarket Harborough, East Midlands, LE169AA","Travelodge, 6, Abbey Street, Market Harborough, , GB, East Midlands, LE169AA",1
"Garden View Hotel, 29 31 Nevern Square Earls Court London, Kensington and Chelsea, SW59PE","Paramount Hotel, 50, Nevern Square",0
"Castle Hotel Windsor Mgallery By Sofitel, 18 High Street  Windsor WindsorBerkshire, Windsor and Maidenhead, South East, SL41LJ","The Castle Hotel, 18, High Street, Windsor, Windsor and Maidenhead, South East, SL41LJ",1
"Shandon House Hotel, 36-38 Church Road Richmond - Upon - ThamesSurrey, Richmond upon Thames, London, TW91UA","Shandon House, 36-38, Church Road, Richmond, Richmond upon Thames, London, TW91UA",1
"Hilton London Paddington, 146 Praed Street Paddington London, Westminster, W21EE","Hilton London Paddington, 146, Praed Street, London",1
"Redstone Guest House, 9 Alexandra Road Blackpool, North West, FY16BU","The New Brooklyn, Alexandra Road, Blackpool, , United Kingdom, North West, FY16BH",0
"The World Hotel, 1 Lansdowne Place  Blackpool, North West, FY11SB","Libertys Hotel, 1, Cocker Square, Blackpool, North West, FY11RX",0
"Park Plaza County Hall London, 1 Addington Street London, Lambeth, SE17RY","Park Plaza County Hall London, 1, Addington Street, London, , United Kingdom, Lambeth, SE17RY",1
"Baxter Holiday Apartments, 37 Charnley Road, Blackpool, North West, FY14PE","The Lawton Hotel, 58-66, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0
"Mitre House Hotel, 178-186 Sussex Gardens London, Westminster, W21TU","Abbey Court Hotel, 168-172, Sussex Gardens, London, , United Kingdom, Westminster, W23UA",0
"Hotel Football, 99 Sir Matt Busby Way Manchester, Trafford, North West, M160SZ","Hotel Football, 99, Sir Matt Busby Way, Trafford, North West, M160SZ",1
"The Bull Hotel, 77 Bedford Road Barton Le Clay Barton le ClayBedfordshire, Central Bedfordshire, East of England, MK454LL","The Bull Hotel, 77, Bedford Road, Bedford, Bedfordshire, , GB, Central Bedfordshire, East of England, MK454LL",1
"Premier Inn Crewe Nantwich, 221 Crewe Road Nantwich  Cheshire NantwichCheshire, Cheshire East, North West, CW56NE","Premier Inn, Crewe Road, Willaston, , United Kingdom, Cheshire East, North West, CW56NE",1
