original_address,lat,long,formatted,name,housenumber,street,district,postcode,suburb,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,confidence_building_level,attribution,attribution_license,attribution_url
"The Park Hotel, 19, Park Road, Teddington, Richmond upon Thames, London, TW110AB",51.4256238,-0.334069415,"The Park Hotel, 19 Park Road, London, TW11 0AB, United Kingdom",The Park Hotel,19,Park Road,,TW11 0AB,Strawberry Hill,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Marine Hotel, 19, High Street, Invergordon, Highland, IV180EZ",57.688325,-4.173046119,"Marine Hotel, 19 High Street, Invergordon, IV18 0EZ, United Kingdom",Marine Hotel,19,High Street,South Lodge,IV18 0EZ,Saltburn,Invergordon,Highland,HLD,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Mermaid Hotel, 3-4, Blenheim Street, London, GB",51.51405485,-0.146874446,"Mermaid Hotel, 3-4 Blenheim Street, London, W1S 1LL, United Kingdom",Mermaid Hotel,4-Mar,Blenheim Street,,W1S 1LL,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hyde Park Talbot Square, 18, Talbot Square",51.51523815,-0.174613963,"Hyde Park Talbot Square, 18 Talbot Square, London, W2 1TT, United Kingdom",Hyde Park Talbot Square,18,Talbot Square,,W2 1TT,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tadross Hotel, 271, Holton Road, Vale of Glamorgan, CF634HT",51.4082424,-3.258367788,"Tadross Hotel, 271 Holton Road, Barry, CF63 4HT, United Kingdom",Tadross Hotel,271,Holton Road,,CF63 4HT,Cadoxton,Barry,Vale of Glamorgan,VGL,Wales,WLS,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Columbia Hotel, 95-99, Lancaster Gate, London",51.51147215,-0.179396564,"Columbia Hotel, 95-99 Lancaster Gate, London, W2 3NS, United Kingdom",Columbia Hotel,95-99,Lancaster Gate,,W2 3NS,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The View, 26, North Parade, Llandudno, , GB, Conwy, LL302LP",53.3280778,-3.8305847,"The View, 26 North Parade, Llandudno, LL30 2LP, United Kingdom",The View,26,North Parade,,LL30 2LP,Craig-y-don,Llandudno,Conwy,CWY,Wales,WLS,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ferryhill House Hotel, 169, Bon-Accord Street, Aberdeen, Aberdeen City, AB116UA",57.13797645,-2.10449188,"Ferryhill House Hotel, 169 Bon-Accord Street, Aberdeen City, AB11 6UA, United Kingdom",Ferryhill House Hotel,169,Bon-Accord Street,,AB11 6UA,Ferryhill,Aberdeen City,,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"DoubleTree by Hilton Hotel London - West End, 92, Southampton Row, London, , GB, Camden, WC1B4BH",51.5201101,-0.12213,"DoubleTree by Hilton Hotel London - West End, 92 Southampton Row, London, WC1B 4BH, United Kingdom",DoubleTree by Hilton Hotel London - West End,92,Southampton Row,London Borough of Camden,WC1B 4BH,Bloomsbury,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Skene House Apartments Holburn, 6, Union Grove, Aberdeen, Aberdeen City, AB106SY",57.1419609,-2.11293215,"Skene House Apartments Holburn, 6 Union Grove, Aberdeen City, AB10 6SY, United Kingdom",Skene House Apartments Holburn,6,Union Grove,,AB10 6SY,Broomhill,Aberdeen City,,,Scotland,SCT,United Kingdom,gb,0.9,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn, 68, Station Road, Solihull, , GB, West Midlands, B913RX",52.41479245,-1.781545862,"Premier Inn, 68 Station Road, Metropolitan Borough of Solihull, B91 3RX, United Kingdom",Premier Inn,68,Station Road,,B91 3RX,,Metropolitan Borough of Solihull,West Midlands,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Buckingham, 39, Bedford Place, London, , GB, Camden, WC1B5JU",51.5196094,-0.1239586,"The Buckingham, 39 Bedford Place, London, WC1B 5JU, United Kingdom",The Buckingham,39,Bedford Place,London Borough of Camden,WC1B 5JU,Bloomsbury,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Alexandra Hotel, 159-161, Sussex Gardens, London, Westminster, W22RY",51.5146497,-0.172826523,"Alexandra Hotel, 159-161 Sussex Gardens, London, W2 2RY, United Kingdom",Alexandra Hotel,159-161,Sussex Gardens,,W2 2RY,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"May Fair Hotel, Stratton Street, London, Westminster, W1J8LT",51.50749032,-0.14387591,"Stratton Street, London, W1J 8LT, United Kingdom",Stratton Street,,Stratton Street,St. James's,W1J 8LT,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn Battersea, 638, Wandsworth Road, London, Lambeth, SW83JW",51.46665445,-0.149687673,"Premier Inn Battersea, 638 Wandsworth Road, London, SW8 3JW, United Kingdom",Premier Inn Battersea,638,Wandsworth Road,London Borough of Lambeth,SW8 3JW,Clapham,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn, Shepiston Lane, Hayes, Hillingdon, London, UB31RW",51.49546458,-0.443143536,"Shepiston Lane, London, UB3 1RW, United Kingdom",Shepiston Lane,,Shepiston Lane,London Borough of Hillingdon,UB3 1RW,West Drayton,London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Premier Notting Hill, 5-7, Prince's Square, London, Westminster, W24NP",51.51274745,-0.192608109,"The Premier Notting Hill, 5-7 Prince's Square, London, W2 4NP, United Kingdom",The Premier Notting Hill,7-May,Prince's Square,Westbourne Green,W2 4NP,Bayswater,London,Greater London,,England,ENG,United Kingdom,gb,0.81,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"New Century Inn, 112, Shepherds Bush Road, London, GB",51.49908935,-0.222441935,"New Century Inn, 112 Shepherds Bush Road, London, W6 7PD, United Kingdom",New Century Inn,112,Shepherds Bush Road,London Borough of Hammersmith and Fulham,W6 7PD,Brook Green,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Novotel London Tower Bridge, 10, Pepys Street, London, City of London, EC3N2NR",51.5105749,-0.077513508,"Novotel London Tower Bridge, 10 Pepys Street, City of London, EC3N 2NR, United Kingdom",Novotel London Tower Bridge,10,Pepys Street,,EC3N 2NR,Aldgate,City of London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Royal George Hotel, Tay Street, Perth, Perth and Kinross, PH15LD",56.39765328,-3.426215756,"Tay Street, Perth, PH1 5LD, United Kingdom",Tay Street,,Tay Street,,PH1 5LD,Bridgend,Perth,Perth and Kinross,PKN,Scotland,SCT,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Canal Court Hotel, 34, Merchants Quay, Newry, Down, Newry, Mourne and Down, BT358HF",54.1761574,-6.340290012,"Canal Court Hotel, 34 Merchants Quay, Newry, BT35 8HF, United Kingdom",Canal Court Hotel,34,Merchants Quay,,BT35 8HF,Ballybot,Newry,County Down,NMD,Northern Ireland,NIR,United Kingdom,gb,0.875,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Z Hotel Victoria, 5, Lower Belgrave Street, London, Westminster, SW1W0NR",51.49566015,-0.146264684,"The Z Hotel Victoria, 5 Lower Belgrave Street, London, SW1W 0NR, United Kingdom",The Z Hotel Victoria,5,Lower Belgrave Street,,SW1W 0NR,Victoria,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Bryson Hotel, 124-132, Clerkenwell Road, London, Camden, EC1R5DL",51.52217435,-0.108721346,"The Bryson Hotel, 124-132 Clerkenwell Road, London, EC1R 5DL, United Kingdom",The Bryson Hotel,124-132,Clerkenwell Road,London Borough of Camden,EC1R 5DL,Holborn,London,Greater London,,England,ENG,United Kingdom,gb,0.9,1,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Cobden Hotel, 166-174, Hagley Road, Birmingham, , GB, West Midlands, B169NZ",52.47145275,-1.939149905,"Cobden Hotel, 166-174 Hagley Road, Birmingham, B16 9NZ, United Kingdom",Cobden Hotel,166-174,Hagley Road,Chad Valley,B16 9NZ,Harborne,Birmingham,West Midlands,,England,ENG,United Kingdom,gb,0.93442623,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Dome Hyde Park, 21, Inverness Terrace",51.51155985,-0.186553003,"The Dome Hyde Park, 21 Inverness Terrace, London, W2 3JA, United Kingdom",The Dome Hyde Park,21,Inverness Terrace,,W2 3JA,Bayswater,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Travelodge London Bromley, 37, London Road, Bromley, BR11DG",51.4103818,0.009896346,"Travelodge London Bromley, 37 London Road, London, BR1 1DG, United Kingdom",Travelodge London Bromley,37,London Road,London Borough of Bromley,BR1 1DG,Plaistow,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Eccleston Square Hotel, 37, Eccleston Square, London, Westminster, SW1V1PB",51.49111665,-0.144918469,"Eccleston Square Hotel, 37 Eccleston Square, London, SW1V 1PB, United Kingdom",Eccleston Square Hotel,37,Eccleston Square,,SW1V 1PB,Pimlico,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hillpark Hotel, 10, Heath Road, Rosyth, , GB, Fife, KY112BT",56.0343801,-3.4208149,"Hillpark Hotel, 10 Heath Road, Rosyth, KY11 2BT, United Kingdom",Hillpark Hotel,10,Heath Road,,KY11 2BT,Camdean,Rosyth,Fife,FIF,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Druidstone Hotel, Welsh Road, HAVERFORDWEST, Pembrokeshire, SA623NE",51.81028276,-5.101586038,"Welsh Road, Druidston Haven, SA62 3NE, United Kingdom",Welsh Road,,Welsh Road,,SA62 3NE,Nolton and Roch,Druidston Haven,Pembrokeshire,PEM,Wales,WLS,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Pembridge Palace Hotel, 55, Prince's Square",51.51337515,-0.192265508,"Pembridge Palace Hotel, 55 Leinster Square - Prince's Square, London, W2 4PU, United Kingdom",Pembridge Palace Hotel,55,Leinster Square - Prince's Square,Westbourne Green,W2 4PU,Bayswater,London,Greater London,,England,ENG,United Kingdom,gb,0,,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"1 Hotel Mayfair, 3, Berkeley Street, London, Westminster, W1J8DL",51.50768775,-0.14231394,"1 Hotel Mayfair, 3 Berkeley Street, London, W1J 8DL, United Kingdom",1 Hotel Mayfair,3,Berkeley Street,St. James's,W1J 8DL,Mayfair,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Aloft, Gough Burn Crescent, Aberdeen, Aberdeen City, AB219FY",57.18390748,-2.187269435,"Gough Burn Crescent, Aberdeen City, AB21 9FY, United Kingdom",Gough Burn Crescent,,Gough Burn Crescent,,AB21 9FY,Bucksburn and Newhills,Aberdeen City,,,Scotland,SCT,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hylands Hotel, 153, Warwick Road, Coventry, West Midlands, CV36AU",52.39813575,-1.515986274,"Hylands Hotel, 153 Warwick Road, Coventry, CV3 6AU, United Kingdom",Hylands Hotel,153,Warwick Road,,CV3 6AU,Spon End,Coventry,West Midlands,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Norfolk Hotel, 259-267, Hagley Road, Birmingham, , GB, West Midlands, B169NA",52.47204415,-1.944879238,"Norfolk Hotel, 259-267 Hagley Road, Birmingham, B16 9NA, United Kingdom",Norfolk Hotel,259-267,Hagley Road,Chad Valley,B16 9NA,Harborne,Birmingham,West Midlands,,England,ENG,United Kingdom,gb,0.935483871,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Borve Country House Hotel, Isle of Lewis, , GB, Na h-Eileanan Siar, HS20RX",58.41616105,-6.433643284,"Borve Country House Hotel, Gearra Mor, Borve, HS2 0RX, United Kingdom",Borve Country House Hotel,,Gearra Mor,Fivepenny Borve,HS2 0RX,,Borve,Western Isles,,Scotland,SCT,United Kingdom,gb,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Garden View Hotel, 29-31, Nevern Square",51.49155445,-0.19703126,"Garden View Hotel, 29-31 Nevern Square, London, SW5 9PE, United Kingdom",Garden View Hotel,29-31,Nevern Square,Royal Borough of Kensington and Chelsea,SW5 9PE,Earl's Court,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Wesley, 81-103, Euston Street, London, Camden, NW12EZ",51.52670505,-0.135867712,"The Wesley, 81-103 Euston Street, London, NW1 2EZ, United Kingdom",The Wesley,81-103,Euston Street,London Borough of Camden,NW1 2EZ,Fitzrovia,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hotel Ibis London Earls Court, 47, Lillie Road, London, Hammersmith and Fulham, SW61UD",51.4859086,-0.199159214,"Hotel Ibis London Earls Court, 47 Lillie Road, London, SW6 1UD, United Kingdom",Hotel Ibis London Earls Court,47,Lillie Road,London Borough of Hammersmith and Fulham,SW6 1UD,West Kensington,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Clayton Hotel, 10, New Drum Street, London, Tower Hamlets, E17AT",51.51484775,-0.070686041,"Clayton Hotel, 10 New Drum Street, London, E1 7AT, United Kingdom",Clayton Hotel,10,New Drum Street,London Borough of Tower Hamlets,E1 7AT,Whitechapel,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Travelodge, Princess Way, Swansea, SA13LQ",51.6189126,-3.941867027,"Princess Way, Swansea, SA1 3LQ, United Kingdom",Princess Way,,Princess Way,,SA1 3LQ,Mount Pleasant,Swansea,Swansea,SWA,Wales,WLS,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Campanile Hotel, 10, Tunnel Street, Glasgow, Glasgow City, G38HL",55.8591989,-4.28313036,"Campanile Hotel, 10 Tunnel Street, Glasgow, G3 8HL, United Kingdom",Campanile Hotel,10,Tunnel Street,Cranstonhill,G3 8HL,Plantation,Glasgow,Glasgow City,GLG,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Malmaison, 18-21, Charterhouse Square, London, Islington, EC1M6AH",51.52076695,-0.100397586,"Malmaison, 18-21 Charterhouse Square, London, EC1M 6AH, United Kingdom",Malmaison,18-21,Charterhouse Square,London Borough of Islington,EC1M 6AH,Clerkenwell,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Berkeley, 1, Barns Street, Ayr, South Ayrshire, KA71XB",55.4605586,-4.634693011,"The Berkeley, 1 Barns Street, Ayr, KA7 1XB, United Kingdom",The Berkeley,1,Barns Street,,KA7 1XB,Fort,Ayr,South Ayrshire,SAY,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Novotel London Canary Wharf, 40, Marsh Wall, London, Tower Hamlets, E149TP",51.5012035,-0.023373825,"Novotel London Canary Wharf, 40 Marsh Wall, London, E14 9TP, United Kingdom",Novotel London Canary Wharf,40,Marsh Wall,London Borough of Tower Hamlets,E14 9TP,Isle of Dogs,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Chester Hotel, 55-63, Queen's Road, Aberdeen, Aberdeen City, AB154YP",57.14056355,-2.136220276,"The Chester Hotel, 55-63 Queen's Road, Aberdeen City, AB15 4YP, United Kingdom",The Chester Hotel,55-63,Queen's Road,,AB15 4YP,Rubislaw,Aberdeen City,,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ibis (Rooms), 55, Irving Street, Birmingham, West Midlands, B11DH",52.47268765,-1.903002395,"Ibis (Rooms), 55 Irving Street, Birmingham, B1 1DH, United Kingdom",Ibis (Rooms),55,Irving Street,Attwood Green,B1 1DH,Edgbaston,Birmingham,West Midlands,,England,ENG,United Kingdom,gb,0.95,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hampton by Hilton Hamilton Park, Bothwell Road, Hamilton, South Lanarkshire, ML30DW",55.78830205,-4.05220255,"Bothwell Road, Bothwell, ML3 0DW, United Kingdom",Bothwell Road,,Bothwell Road,,ML3 0DW,Whitehill,Bothwell,South Lanarkshire,SLK,Scotland,SCT,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Sheraton Hotel, 1, Festival Square, Edinburgh, , GB, City of Edinburgh, EH39SR",55.9470042,-3.2077083,"Sheraton Hotel, 1 Festival Square, City of Edinburgh, EH3 9SR, United Kingdom",Sheraton Hotel,1,Festival Square,The Exchange,EH3 9SR,Tollcross,City of Edinburgh,,,Scotland,SCT,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Gower House Hotel, 57, Gower Street, London, Camden, WC1E6HJ",51.5215758,-0.131916301,"Gower House Hotel, 57 Gower Street, London, WC1E 6HJ, United Kingdom",Gower House Hotel,57,Gower Street,London Borough of Camden,WC1E 6HJ,Bloomsbury,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Moxy London Stratford, 86, Great Eastern Road, London, Newham, E151GR",51.5430463,-0.000888055,"Moxy London Stratford, 86 Great Eastern Road, London, E15 1GR, United Kingdom",Moxy London Stratford,86,Great Eastern Road,London Borough of Newham,E15 1GR,Stratford,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn, Uxbridge Road, Hayes, Hillingdon, London, UB40HF",51.5239068,-0.427081414,"Uxbridge Road, London, UB4 0HF, United Kingdom",Uxbridge Road,,Uxbridge Road,London Borough of Hillingdon,UB4 0HF,,London,Greater London,,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Fitzroy Hotel, 41, Fitzroy Street, London",51.52373135,-0.14039825,"Fitzroy Hotel, 41 Fitzroy Street, London, W1T 6DY, United Kingdom",Fitzroy Hotel,41,Fitzroy Street,London Borough of Camden,W1T 6DY,Fitzrovia,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"St Pierre Country Club, Chepstow, Monmouthshire, NP166YA",51.61100195,-2.701526865,"St Pierre Country Club, Chepstow, NP16 6YA, United Kingdom",St Pierre Country Club,,,,NP16 6YA,Mathern,Chepstow,Monmouthshire,MON,Wales,WLS,United Kingdom,gb,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Rose and Crown, Heol y Capel, Bridgend, CF363ST",51.49036095,-3.702281576,"Heol y Capel, Porthcawl, CF36 3ST, United Kingdom",Heol y Capel,,Heol y Capel,,CF36 3ST,Porthcawl,Porthcawl,Bridgend County Borough,,Wales,WLS,United Kingdom,gb,0.63,1,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Dene House, 36-42, Grosvenor Road, Newcastle upon Tyne, North East, NE22RP",54.99148445,-1.59890395,"Dene House, 36-42 Grosvenor Road, Newcastle upon Tyne, NE2 2RP, United Kingdom",Dene House,36-42,Grosvenor Road,Cradlewell,NE2 2RP,Jesmond,Newcastle upon Tyne,Tyne and Wear,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Kensington Court Hotel Notting Hill, 4, Prince's Square, London, , GB, Westminster, W24NP",51.51274235,-0.192786602,"Kensington Court Hotel Notting Hill, 4 Prince's Square, London, W2 4NP, United Kingdom",Kensington Court Hotel Notting Hill,4,Prince's Square,Westbourne Green,W2 4NP,Bayswater,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Anvil View Guest House, Gretna Green, Dumfries and Galloway, DG165EA",55.0046856,-3.061694556,"Anvil View Guest House, A6071, Gretna Green, DG16 5EA, United Kingdom",Anvil View Guest House,,A6071,,DG16 5EA,,Gretna Green,Dumfries and Galloway,DGY,Scotland,SCT,United Kingdom,gb,1,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Paragon Hotel, 145, Alcester Street, Birmingham, West Midlands, B120PJ",52.4704977,-1.88465814,"The Paragon Hotel, 145 Alcester Street, Birmingham, B12 0PJ, United Kingdom",The Paragon Hotel,145,Alcester Street,,B12 0PJ,Digbeth,Birmingham,West Midlands,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"City Best Hotel, 31-37, Mansfield Road, Ilford, Redbridge, London, IG13BB",51.56202405,0.066753262,"City Best Hotel, 31-37 Mansfield Road, London, IG1 3BB, United Kingdom",City Best Hotel,31-37,Mansfield Road,,IG1 3BB,Gants Hill,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Mina House Hotel, 21-23, Craven Road",51.5140548,-0.178042215,"Mina House Hotel, 21-23 Craven Road, London, W2 3BU, United Kingdom",Mina House Hotel,21-23,Craven Road,,W2 3BU,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Seymour Hotel, 106, Sussex Gardens, London, Westminster, W21UH",51.51623515,-0.171494749,"Seymour Hotel, 106 Sussex Gardens, London, W2 1UH, United Kingdom",Seymour Hotel,106,Sussex Gardens,,W2 1UH,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Devonshire Hotel, 94, Station Lane, Hornchurch, Havering, London, RM126LX",51.5576751,0.22011655,"Devonshire Hotel, 94 Station Lane, London, RM12 6LX, United Kingdom",Devonshire Hotel,94,Station Lane,London Borough of Havering,RM12 6LX,Hornchurch,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Cardiff Hotel, 5-9, Norfolk Square",51.51543145,-0.173642825,"The Cardiff Hotel, 5-9 Norfolk Square, London, W2 1RZ, United Kingdom",The Cardiff Hotel,9-May,Norfolk Square,,W2 1RZ,Paddington,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Balmoral Inn, Craigard Road, Oban, , GB, Argyll and Bute, PA345NP",56.41600862,-5.471123588,"Craigard Road, Oban, PA34 5NP, United Kingdom",Craigard Road,,Craigard Road,,PA34 5NP,Town Centre,Oban,Argyll and Bute,AGB,Scotland,SCT,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"The Wildings Hotel, 14, North Parade, Llandudno, , GB, Conwy, LL302LP",53.32675985,-3.831447214,"The Wildings Hotel, 14 North Parade, Llandudno, LL30 2LP, United Kingdom",The Wildings Hotel,14,North Parade,,LL30 2LP,Llandudno,Llandudno,Conwy,CWY,Wales,WLS,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Premier Inn, Llandafen Road, Llanelli, Carmarthenshire, SA149BD",51.68286397,-4.131736994,"Llandafen Road, Dafen, SA14 9BD, United Kingdom",Llandafen Road,,Llandafen Road,Llanelli Rural Community,SA14 9BD,Pemberton,Dafen,Carmarthenshire,CMN,Wales,WLS,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Stanley House, 19-21, Belgrave Road, London, Westminster, SW1V1RB",51.49217325,-0.141545288,"Stanley House, 19-21 Belgrave Road, London, SW1V 1RB, United Kingdom",Stanley House,19-21,Belgrave Road,,SW1V 1RB,Pimlico,London,Greater London,,England,ENG,United Kingdom,gb,1,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Holiday Inn Bristol Filton, Filton Road, Bristol, South Gloucestershire, , GB, South West, BS161QX",51.503351,-2.535483,"Filton Road, Highbrook Park, BS16 1QX, United Kingdom",,,Filton Road,Winterbourne,BS16 1QX,Winterbourne,Highbrook Park,Gloucestershire,GLS,England,ENG,United Kingdom,gb,0.7,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Parkwood Hotel, 4, Stanhope Place",51.5134676,-0.163266979,"Parkwood Hotel, 4 Stanhope Place, London, W2 2HL, United Kingdom",Parkwood Hotel,4,Stanhope Place,,W2 2HL,Marylebone,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Blandford Hotel, 80, Chiltern Street",51.5212237,-0.155792153,"Blandford Hotel, 80 Chiltern Street, London, W1U 6NU, United Kingdom",Blandford Hotel,80,Chiltern Street,,W1U 6NU,Marylebone,London,Greater London,,England,ENG,United Kingdom,gb,0,,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
