orig_indexA,orig_indexB,duplicate_prob,pred_label,true_label,pred_string,true_string,distance_m,addressA,addressB
5764,33386,0.8396071195602417,1,0,duplicate,non-duplicate,0.0,"Clifton Court Hotel, 12 Clifton Drive Blackpool, FY41XN","Clifton Court Hotel, 12 Clifton Drive Blackpool, FY41XN"
5764,6354,0.722166121006012,1,0,duplicate,non-duplicate,42.965754650653984,"Clifton Court Hotel, 12 Clifton Drive Blackpool, FY41XN","Hotel Avano Pleasure Beach, 8 Clifton Drive, Blackpool, North West, FY41NX"
6223,33786,0.8159030079841614,1,0,duplicate,non-duplicate,22.71381268481073,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW"
6223,33750,0.8213285803794861,1,0,duplicate,non-duplicate,34.34931036477766,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW"
6223,5993,0.8057669997215271,1,0,duplicate,non-duplicate,25.33940202462424,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW"
6223,33729,0.8308813571929932,1,0,duplicate,non-duplicate,44.29778133543369,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Montclair, 95 Albert Road Blackpool, North West, FY14PW"
6223,33793,0.734997570514679,1,0,duplicate,non-duplicate,92.45651978818891,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW"
6223,6092,0.8159030079841614,1,0,duplicate,non-duplicate,22.71381268481073,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW"
6223,6048,0.8308813571929932,1,0,duplicate,non-duplicate,44.29778133543369,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Montclair, 95 Albert Road Blackpool, North West, FY14PW"
6223,2455,0.7960544228553772,1,0,duplicate,non-duplicate,21.178611162443477,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Albert Hotel, 117, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
6223,2453,0.758216381072998,1,0,duplicate,non-duplicate,34.29934346915991,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Fairview Hotel, 113, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
6223,2445,0.7920230627059937,1,0,duplicate,non-duplicate,69.84850941163569,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Royal Ruskin Hotel, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
6223,2449,0.8283661603927612,1,0,duplicate,non-duplicate,83.90298849554571,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The New Sunset Hotel, 77-81, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
6223,2446,0.8242714405059814,1,0,duplicate,non-duplicate,75.51682170951602,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Roselea Hotel, 67, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
6223,2454,0.7735995054244995,1,0,duplicate,non-duplicate,25.928448467471146,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Tregenna Hotel, 115, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
6223,2452,0.8198181986808777,1,0,duplicate,non-duplicate,48.21227263349668,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Belvedere, 91-93, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
6223,2450,0.8204684257507324,1,0,duplicate,non-duplicate,78.19565175577259,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Oak Lea Hotel, 83-87, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
6223,2451,0.7983071804046631,1,0,duplicate,non-duplicate,66.80774378163842,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Albany, 89, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
6223,2447,0.7691006660461426,1,0,duplicate,non-duplicate,132.361364133005,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Fern Villa Hotel, 73, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33380,6071,0.8423054814338684,1,0,duplicate,non-duplicate,37.38732598093421,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF"
33380,34052,0.7558203935623169,1,0,duplicate,non-duplicate,91.05663560346936,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","OYO High Tide Hotel, CHARNLEY ROAD  10 Blackpool, North West, FY14PF"
33380,6169,0.8469050526618958,1,0,duplicate,non-duplicate,17.378800276058367,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF"
33380,33860,0.8337428569793701,1,0,duplicate,non-duplicate,35.21879918489819,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Darfield Hotel, 54 Charnley Road Blackpool, North West, FY14PF"
33380,5964,0.7858715057373047,1,0,duplicate,non-duplicate,5.138007858949468,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF"
33380,6207,0.8312512040138245,1,0,duplicate,non-duplicate,6.048855463848967,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Kings Cross Hotel, 44 Charnley Rd Blackpool, North West, FY14PF"
33380,33891,0.8469050526618958,1,0,duplicate,non-duplicate,17.378800276058367,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF"
33380,33398,0.8053892254829407,1,0,duplicate,non-duplicate,8.346199780452555,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Kingsway, 68 Charnley Road Blackpool Lancashire, North West, FY14PF"
33380,5529,0.7970854043960571,1,0,duplicate,non-duplicate,89.66170876195795,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Jesmond International Hotel, 8 Charnley Rd Blackpool, North West, FY14PF"
33380,6253,0.8241949081420898,1,0,duplicate,non-duplicate,22.60246020043921,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF"
33380,33995,0.8241949081420898,1,0,duplicate,non-duplicate,22.60246020043921,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF"
33380,33756,0.8423054814338684,1,0,duplicate,non-duplicate,37.38732598093421,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF"
33380,33626,0.7858715057373047,1,0,duplicate,non-duplicate,5.138007858949468,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Eastgate Hotel, 6 Charnley Road Blackpool Blackpool, North West, FY14PF"
33380,2443,0.8174644708633423,1,0,duplicate,non-duplicate,33.26429850960816,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Lawton Hotel, 58-66, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2428,0.7940787076950073,1,0,duplicate,non-duplicate,112.4803119666828,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Zebra Lodge, 11, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2444,0.8258077502250671,1,0,duplicate,non-duplicate,38.47996779669128,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Kingsway Hotel, 68, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2441,0.8275099992752075,1,0,duplicate,non-duplicate,22.749853406168103,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2435,0.8295971751213074,1,0,duplicate,non-duplicate,26.484131447628705,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2438,0.8178520798683167,1,0,duplicate,non-duplicate,10.792953289483073,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Alviston Hotel, 46-48, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2436,0.8137452006340027,1,0,duplicate,non-duplicate,20.89338814453933,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Trafford Hotel, 40-42, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2437,0.8418219089508057,1,0,duplicate,non-duplicate,16.026049276914673,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Kings Cross Hotel, 44, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2431,0.8244519233703613,1,0,duplicate,non-duplicate,80.90814750451393,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2430,0.8044448494911194,1,0,duplicate,non-duplicate,92.05478876737595,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Helmshore, 24-28, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2440,0.822575032711029,1,0,duplicate,non-duplicate,14.873536082368345,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2432,0.8364810347557068,1,0,duplicate,non-duplicate,44.91089767443214,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Butterfly Hotel, 32, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2433,0.8447149991989136,1,0,duplicate,non-duplicate,37.8018742365538,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Blackpool Central Hotel, 34, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
33380,2442,0.833945095539093,1,0,duplicate,non-duplicate,28.166246896817725,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","Clifton Hotel, 56, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF"
6192,33953,0.7462502717971802,1,0,duplicate,non-duplicate,38.142543672557714,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE"
6192,6251,0.7920717597007751,1,0,duplicate,non-duplicate,24.91368860019705,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE"
6192,33992,0.7920717597007751,1,0,duplicate,non-duplicate,24.91368860019705,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE"
6192,6219,0.7462502717971802,1,0,duplicate,non-duplicate,38.142543672557714,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE"
6192,33266,0.7913469672203064,1,0,duplicate,non-duplicate,36.83708663607742,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","Sherwood Hotel, 64 Reads Avenue Blackpool, North West, FY14DE"
6192,2480,0.7129228115081787,1,0,duplicate,non-duplicate,139.41108796995962,"Norwood Hotel, 50-52 Reads Avenue Blackpool, North West, FY14DE","AA Central Hotel, 66, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE"
22616,9656,0.8189687728881836,1,0,duplicate,non-duplicate,0.0,"The Bay, Burntisland Road Kinghorn  Burntisland Kinghorn Fife, KY39YE","The Bay, Burntisland Road Kinghorn  Burntisland Kinghorn Fife, KY39YE"
6155,33634,0.7626108527183533,1,0,duplicate,non-duplicate,5.705010731042137,"The Cornhill Hotel, 377-379 Promenade Blackpool Lancashire, North West, FY16BH","The New Brooklyn Hotel, 381 Promenade Blackpool, North West, FY16BH"
37384,37403,0.7417978644371033,1,0,duplicate,non-duplicate,29.120648241394264,"Huttons Hotel, 53 To 57 Belgrave Rd Victoria  London, Westminster, SW1V2BB","Luna And Simone Hotel, 47 49 Belgrave Rd Victoria London, Westminster, SW1V2BB"
23923,11757,0.83743816614151,1,0,duplicate,non-duplicate,0.0,"The Sheep On Sheep Street Hotel, Sheep Street Stow-on-the-Wold, Cotswold, South West, GL541AU","The Sheep On Sheep Street Hotel, Sheep Street Stow-on-the-Wold, Cotswold, South West, GL541AU"
36609,9662,0.8512513637542725,1,0,duplicate,non-duplicate,5.671498132212465,"The Llandudno hotel, 10 Church Walks Llandudno Conwy, LL302HG","The Llandudno Hotel, 10, Church Walks, Llandudno, , GB, Conwy, LL302HG"
33535,5878,0.8516656160354614,1,0,duplicate,non-duplicate,0.0,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE"
33535,33524,0.7721295356750488,1,0,duplicate,non-duplicate,198.1759264753616,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE"
33535,33594,0.7272481918334961,1,0,duplicate,non-duplicate,141.4422110989047,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE"
33535,6301,0.7369130849838257,1,0,duplicate,non-duplicate,193.93337802154025,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","Baxter Holiday Apartments, 37 Charnley Road, Blackpool, North West, FY14PE"
33535,33318,0.7744262218475342,1,0,duplicate,non-duplicate,193.20640382059725,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","The Franklyn Hotel, 33 Charnley Road Lancashire Blackpool, North West, FY14PE"
33535,2426,0.792454183101654,1,0,duplicate,non-duplicate,25.374896151444435,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","The Lismain Hotel, 3, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE"
33535,2427,0.8667041063308716,1,0,duplicate,non-duplicate,28.09312567157587,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","The Fairhaven Hotel, 7-9, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE"
33535,2429,0.7857772707939148,1,0,duplicate,non-duplicate,4.505794662677954,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","Alumhurst Hotel, 13-15, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE"
5882,33539,0.8622678518295288,1,0,duplicate,non-duplicate,0.0,"Stuart Hotel, 27-29 Clifton Drive Blackpool, North West, FY41NT","Stuart Hotel, 27-29 Clifton Drive Blackpool, North West, FY41NT"
12806,62782,0.8359700441360474,1,0,duplicate,non-duplicate,0.0,"Lifehouse Spa & Hotel, Frinton Road  Thorpe Le Soken Thorpe-le-Soken Thorpe-le-SokenEssex, Tendring, East of England, CO160JD","Lifehouse Spa & Hotel, Frinton Road  Thorpe Le Soken Thorpe-le-Soken Thorpe-le-SokenEssex, Tendring, East of England, CO160JD"
6145,33859,0.8560366630554199,1,0,duplicate,non-duplicate,0.0,"Queens Plaza Hotel, 256-258 Queens Promenade  Blackpool, North West, FY29HB","Queens Plaza Hotel, 256-258 Queens Promenade  Blackpool, North West, FY29HB"
8250,8275,0.7413045167922974,1,0,duplicate,non-duplicate,43.23934802923285,"Brighton House, 52 Regency Square Brighton, Brighton and Hove, South East, BN12FF","The Queensbury Hotel, 58 Regency Square Brighton, Brighton and Hove, South East, BN12FF"
8250,5369,0.8138702511787415,1,0,duplicate,non-duplicate,46.52866630998915,"Brighton House, 52 Regency Square Brighton, Brighton and Hove, South East, BN12FF","Adelaide House, 51, Regency Square, Brighton, , GB, Brighton and Hove, South East, BN12FF"
33786,33750,0.8269184231758118,1,0,duplicate,non-duplicate,56.1998742687377,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW"
33786,5993,0.8079559803009033,1,0,duplicate,non-duplicate,44.23106526966116,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW"
33786,33729,0.8158395886421204,1,0,duplicate,non-duplicate,22.111327318550384,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","The Montclair, 95 Albert Road Blackpool, North West, FY14PW"
33786,33793,0.7622764110565186,1,0,duplicate,non-duplicate,69.74506775274729,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW"
33786,6092,0.8635852336883545,1,0,duplicate,non-duplicate,0.0,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW"
33786,6048,0.8158395886421204,1,0,duplicate,non-duplicate,22.111327318550384,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","The Montclair, 95 Albert Road Blackpool, North West, FY14PW"
33786,2455,0.8157311677932739,1,0,duplicate,non-duplicate,41.15172117163626,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Albert Hotel, 117, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33786,2453,0.7883714437484741,1,0,duplicate,non-duplicate,12.993411196434046,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Fairview Hotel, 113, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33786,2445,0.8122756481170654,1,0,duplicate,non-duplicate,73.91150848848355,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Royal Ruskin Hotel, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33786,2449,0.8180879354476929,1,0,duplicate,non-duplicate,61.189612263995016,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","The New Sunset Hotel, 77-81, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33786,2446,0.8239022493362427,1,0,duplicate,non-duplicate,84.42360719147216,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","The Roselea Hotel, 67, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33786,2454,0.7833649516105652,1,0,duplicate,non-duplicate,7.960207601405197,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Tregenna Hotel, 115, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33786,2452,0.8714538812637329,1,0,duplicate,non-duplicate,25.850533171702622,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","The Belvedere, 91-93, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33786,2450,0.8073692321777344,1,0,duplicate,non-duplicate,55.48810608705369,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","The Oak Lea Hotel, 83-87, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33786,2451,0.828688383102417,1,0,duplicate,non-duplicate,44.12595054276285,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","The Albany, 89, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33786,2447,0.7931004166603088,1,0,duplicate,non-duplicate,109.6711846704664,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","Fern Villa Hotel, 73, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
12197,12054,0.7519962191581726,1,0,duplicate,non-duplicate,23.917489195474047,"Kilmorey Lodge, 50 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL","Bowman Lodge, 52 Hoole Road Chester, Cheshire West and Chester, North West, CH23NL"
33750,5993,0.8370973467826843,1,0,duplicate,non-duplicate,15.916140894216532,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","Sweet Afton Hotel, 111 Albert road  Blackpool, North West, FY14PW"
33750,33729,0.8216065764427185,1,0,duplicate,non-duplicate,76.17098466797269,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The Montclair, 95 Albert Road Blackpool, North West, FY14PW"
33750,33793,0.795690655708313,1,0,duplicate,non-duplicate,125.335441111975,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","Ruskin Hotel, 55-61 Albert Road Blackpool, North West, FY14PW"
33750,6092,0.8122243881225586,1,0,duplicate,non-duplicate,56.1998742687377,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW"
33750,6048,0.8216065764427185,1,0,duplicate,non-duplicate,76.17098466797269,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The Montclair, 95 Albert Road Blackpool, North West, FY14PW"
33750,2455,0.8741834163665771,1,0,duplicate,non-duplicate,16.255117600238773,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","Albert Hotel, 117, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33750,2453,0.8448283076286316,1,0,duplicate,non-duplicate,65.90811725619137,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","Fairview Hotel, 113, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33750,2445,0.8452010750770569,1,0,duplicate,non-duplicate,65.50240932730865,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","Royal Ruskin Hotel, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33750,2449,0.8450102210044861,1,0,duplicate,non-duplicate,116.66931410141892,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The New Sunset Hotel, 77-81, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33750,2446,0.8401299118995667,1,0,duplicate,non-duplicate,62.06191591139724,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The Roselea Hotel, 67, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33750,2454,0.8423022627830505,1,0,duplicate,non-duplicate,57.11831063301871,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","Tregenna Hotel, 115, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33750,2452,0.8368844985961914,1,0,duplicate,non-duplicate,80.2202420159502,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The Belvedere, 91-93, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33750,2450,0.8425475358963013,1,0,duplicate,non-duplicate,110.8681498278573,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The Oak Lea Hotel, 83-87, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33750,2451,0.8331327438354492,1,0,duplicate,non-duplicate,99.35888261025832,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","The Albany, 89, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
33750,2447,0.828587532043457,1,0,duplicate,non-duplicate,165.36884685590985,"Albert Hotel, 117 Albert Road Blackpool, North West, FY14PW","Fern Villa Hotel, 73, Albert Road, Blackpool, , United Kingdom, North West, FY14PW"
5878,33524,0.7721295356750488,1,0,duplicate,non-duplicate,198.1759264753616,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","Springfield Hotel, 35 Charnley Road  Blackpool, North West, FY14PE"
5878,33594,0.7272481918334961,1,0,duplicate,non-duplicate,141.4422110989047,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","Zebra Lodge Blackpool, 11 Charnley Road Blackpool, North West, FY14PE"
5878,6301,0.7369130849838257,1,0,duplicate,non-duplicate,193.93337802154025,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","Baxter Holiday Apartments, 37 Charnley Road, Blackpool, North West, FY14PE"
5878,33318,0.7744262218475342,1,0,duplicate,non-duplicate,193.20640382059725,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","The Franklyn Hotel, 33 Charnley Road Lancashire Blackpool, North West, FY14PE"
5878,2426,0.792454183101654,1,0,duplicate,non-duplicate,25.374896151444435,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","The Lismain Hotel, 3, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE"
5878,2427,0.8667041063308716,1,0,duplicate,non-duplicate,28.09312567157587,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","The Fairhaven Hotel, 7-9, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE"
5878,2429,0.7857772707939148,1,0,duplicate,non-duplicate,4.505794662677954,"Fairhaven Hotel, 7-9 Charnley Road Blackpool, North West, FY14PE","Alumhurst Hotel, 13-15, Charnley Road, Blackpool, , United Kingdom, North West, FY14PE"
37405,4098,0.8597860932350159,1,0,duplicate,non-duplicate,43.61583170126151,"Mitre House Hotel, 178-186 Sussex Gardens London, Westminster, W21TU","Mitre House Hotel, 178-184, Sussex Gardens, London"
12206,12091,0.8135861158370972,1,0,duplicate,non-duplicate,0.0,"Belgrave, City Road Chester, Cheshire West and Chester, North West, CH13AE","Belgrave, City Road Chester, Cheshire West and Chester, North West, CH13AE"
5675,33269,0.8296381235122681,1,0,duplicate,non-duplicate,0.0,"The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD","The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD"
5675,2294,0.8307758569717407,1,0,duplicate,non-duplicate,16.412834695293405,"The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD","Grosvenor View, 7, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TD"
33248,5654,0.8396767973899841,1,0,duplicate,non-duplicate,0.0,"Number 42, King Edward Ave Blackpool, North West, FY29TA","Number 42, King Edward Ave Blackpool, North West, FY29TA"
33248,34026,0.730029821395874,1,0,duplicate,non-duplicate,11.300734051691038,"Number 42, King Edward Ave Blackpool, North West, FY29TA","Fairmont Hotel, 40 King Edward Avenue Blackpool, North West, FY29TA"
33248,2329,0.7569317817687988,1,0,duplicate,non-duplicate,8.80728317232123,"Number 42, King Edward Ave Blackpool, North West, FY29TA","Fairmont Hotel, 40, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA"
33248,2330,0.7894459366798401,1,0,duplicate,non-duplicate,9.313832123963383,"Number 42, King Edward Ave Blackpool, North West, FY29TA","Langtry's, 36, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA"
33248,2327,0.7991557121276855,1,0,duplicate,non-duplicate,22.202844733258942,"Number 42, King Edward Ave Blackpool, North West, FY29TA","King Edward Hotel, 44, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA"
33248,2313,0.7478271126747131,1,0,duplicate,non-duplicate,196.45022485298145,"Number 42, King Edward Ave Blackpool, North West, FY29TA","The Penryn, 38, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA"
33248,2332,0.7738282084465027,1,0,duplicate,non-duplicate,22.97502509324625,"Number 42, King Edward Ave Blackpool, North West, FY29TA","Woodleigh Hotel, 32, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA"
