orig_indexA,orig_indexB,addressA,addressB,score,Equal
17963,10723,"Bannatyne Hotel Darlington, Southend Avenue  DarlingtonCounty Durham, North East, DL37HZ","Bannatyne Hotel, Southend Avenue, Darlington, North East, DL37HZ",0.7154,Yes
17977,3399,"Hotel 119, 119 Victoria Road Darlington, North East, DL15JH","Hotel 119, 119, Victoria Road, Darlington, , United Kingdom, North East, DL15JH",0.7333,Yes
18031,5295,"Premier Inn Swanley, London Road SwanleyKent, Sevenoaks, South East, BR87QD","Premier Inn, London Road, Swanley, Sevenoaks, South East, BR87QD",0.6638,yes
18170,6919,"Langstone Cliff Hotel, Mount Pleasant Road Dawlish Warren Dawlish WarrenDawlishDevon, Teignbridge, South West, EX70NA","Langstone Cliff Hotel, Mount Pleasant Road, Dawlish, Teignbridge, South West, EX70NA",0.7,yes
18245,7791,"Milsoms, Stratford Road Dedham ColchesterEssex, East of England, CO76HW","Milsoms, Stratford Road, Colchester, East of England, CO76HW",0.7,yes
18304,3976,"Kegworth Hotel & Conference Centre, Packington Hill KegworthDerbyshire, North West Leicestershire, East Midlands, DE742DF","Kegworth Hotel & Conference Centre, Packington Hill, Derby, North West Leicestershire, East Midlands, DE742DF",0.6837,yes
18305,4837,"No.42 Kegworth House, 42 High Street KegworthDerbyshire, North West Leicestershire, East Midlands, DE742DA","Kegworth House, 42, High Street, Derby, North West Leicestershire, East Midlands, DE742DA",0.761,yes
18324,4214,"Derby Station Hotel - Sure Hotel Collection by Best Western, Midland Road DerbyDerbyshire, East Midlands, DE12SL","Derby Station Hotel, 21, Midland Road, Derby, East Midlands, DE12SL",0.68,yes
18325,1461,"Aston Court Hotel, Midland Road DerbyDerbyshire, East Midlands, DE12SL","Aston Court Hotel, Midland Road, Derby, , United Kingdom, East Midlands, DE12SL",0.68,yes
18363,8241,"Blue Jay by Marston's Inns, Linville Close Derby RayneswayDerby, East Midlands, DE217HX","Blue Jay, Linville Close, Derby, East Midlands, DE217HX",0.727,yes
18365,1144,"Melbourne View Hotel, Station Road MelbourneDerby, South Derbyshire, East Midlands, DE738BR","Melbourne View Hotel, Station Road, Derby, , United Kingdom, South Derbyshire, East Midlands, DE738BR",0.7434,yes
18407,8051,"Kings Head, 42 Norwich Street DerehamNorfolk, Breckland, East of England, NR191AD","King's Head Hotel, 42, Norwich Street, Dereham, Breckland, East of England, NR191AD",0.7953,yes
18413,7913,"The Romany Rye, Church Street DerehamNorfolk, Breckland, East of England, NR191DL","The Romany Rye, Church Street, Dereham, , GB, Breckland, East of England, NR191DL",0.7902,yes
18534,1844,"The Bedford Hotel, 1 Plymouth Road TavistockDevon, West Devon, South West, PL198BB","The Bedford, 1, Plymouth Road, Tavistock, , United Kingdom, West Devon, South West, PL198BB",0.7696,yes
18549,5539,"The Horn Of Plenty, Gulworthy Tavistock Devon, West Devon, South West, PL198JD","Horn of Plenty Hotel, Gulworthy, West Devon, South West, PL198JD",0.7707,yes
18556,6919,"Langstone Cliff Hotel, Mount Pleasant Road Dawlish Warren Dawlish WarrenDawlishDevon, Teignbridge, South West, EX70NA","Langstone Cliff Hotel, Mount Pleasant Road, Dawlish, Teignbridge, South West, EX70NA",0.7,yes
18560,600,"The Globe Inn, 9 High Street ChagfordNewton AbbotDevon, West Devon, South West, TQ138AJ","Globe Inn, 9, High Street, West Devon, , United Kingdom, South West, TQ138AJ",0.68,yes
18578,8988,"The Three Crowns, High Street Chagford Newton Abbot, West Devon, South West, TQ138AJ","The Three Crowns Hotel, High Street, West Devon, South West, TQ138AJ",0.6833,yes
18619,1473,"Duchy House Guest House, Tavistock Road Princetown, West Devon, South West, PL206QF","Duchy House B&B, Tavistock Road, West Devon District, , GB, South West, PL206QF",0.7625,Yes
18699,1039,"The White Hart Hotel, Fore Street HolsworthyDevon, Torridge, South West, EX226EB","White Hart Hotel, Fore Street, Torridge, , United Kingdom, South West, EX226EB",0.74,Yes
18848,6362,"Apartment In Passage House, Hackney Lane Kingsteignton  United Kingdom, Teignbridge, South West, TQ123QH","Passage House Hotel, Hackney Lane, Kingsteignton, Teignbridge, South West, TQ123QH",0.7,Yes
19087,7276,"The Whitehouse, 42 Leanaig Road Conon BridgeRoss-shire, Highland, IV78BB","Bikers B&B at The White House, 42, Leanaig Road, Highland, IV78BB",0.7756,Yes
19253,702,"Beverley Inn & Hotel, 117 THORNE ROAD Doncaster, Yorkshire and The Humber, DN32JE","The Beverley Inn, 117, Thorne Road, Doncaster, , United Kingdom, Yorkshire and The Humber, DN32JE",0.7,Yes
19258,3277,"Balmoral, 129 Thorne Road Doncaster, Yorkshire and The Humber, DN25BH","Balmoral Hotel, 129, Thorne Road, Doncaster, , GB, Yorkshire and The Humber, DN25BH",0.7,Yes
19261,3274,"Kellett Hotel, 87-89 Thorne Road Doncaster, Yorkshire and The Humber, DN12ES","The Kellett Hotel, 87,89, Thorne Road, Doncaster, , GB, Yorkshire and The Humber, DN12ES",0.7,Yes
19398,3870,"Wotton House, Guildford Road Surrey Dorking  Dorking Dorking Surrey, Mole Valley, South East, RH56HS","Wotton House, Guildford Road, Dorking, Mole Valley, South East, RH56HS",0.7647,Yes
19474,10855,"Plumber Manor, Sturminster Newton  Dorset, South West, DT102AF","Plumber Manor Country House Hotel & Restaurant, Dorset, South West, DT102AF",0.734,Yes
19480,1511,"East Close Hotel, Lyndhurst Road HintonChristchurchDorset, New Forest, South East, BH237EF","East Close Country House Hotel, Lyndhurst Road, New Forest, , United Kingdom, South East, BH237EF",0.72,Yes
19880,7118,"The Blue Bell Main Street Burton Agnes Burton Agnes, East Riding of Yorkshire, Yorkshire and The Humber, YO254NG","Blue Bell Hotel, Main Street, Burton Agnes, East Riding of Yorkshire, Yorkshire and The Humber, YO254NG",0.7,Yes
19947,10859,"The Manor House Hotel, 10/15 High Street DronfieldDerbyshire, North East Derbyshire, East Midlands, S181PY","Manor House, 10-14, High Street, Dronfield, North East Derbyshire, East Midlands, S181PY",0.6571,Yes
20044,1498,"The Lion, 2 Bank Square DulvertonSomerset, South West, TA229BU","Lion Hotel, 2, Bank Square, Dulverton, , GB, Somerset, South West, TA229BU",0.6658,Yes
20064,1636,"Travelodge Dumbarton, A82 Stirling Road MiltonDumbarton Near Glasgow, West Dunbartonshire, G822TZ","Travelodge, A82 Stirling Road, Milton, , United Kingdom, West Dunbartonshire, G822TZ",0.666,Yes
20066,8100,"Abbotsford Hotel, Stirling Road DumbartonDunbartonshireScotland, West Dunbartonshire, G822PJ","Abbotsford Hotel, Stirling Road, West Dunbartonshire, G822PJ",0.7341,yes
20147,6454,"Hillside Hotel Dunbar, 3 Queens Road Dunbar, East Lothian, EH421LA","Hillside Hotel, 3, Queen's Road, Dunbar, East Lothian, EH421RB",0.6609,yes
20210,9421,"Staybridge Suites Dundee, Lower Dens Mill Dens Street Constable Street, Dundee City, DD46AD","Staybridge Suites Dundee, Constable Street, Dundee, Dundee City, DD46AD",0.76,yes
20337,11063,"Glenmorag Hotel, 3 Kilbride Road Dunoon, Argyll and Bute, PA237QH","Glenmorag Hotel, 3, Kilbride Road, , GB, Argyll and Bute, PA237QH",0.7,yes
20407,10381,"Old Palace Lodge, Church Street DunstableBedfordshire, Central Bedfordshire, East of England, LU54RT","The Old Palace Lodge Hotel, Church Street, Dunstable, , GB, Central Bedfordshire, East of England, LU54RT",0.6625,yes
20449,8889,"Travelodge Hartlepool Marina, Metropolitan Park The Lanyard The LanyardHartlepool, North East, TS240XS","Travelodge, The Lanyard, Hartlepool, North East, TS240XS",0.7402,yes
20459,746,"The Douglas Hotel, 2 Grange Road Hartlepool, North East, TS268JA","Douglass Hotel, 2, Grange Road, Hartlepool, , United Kingdom, North East, TS268JA",0.7395,yes
20477,11101,"Lumley Castle, Chester le Street Durham, County Durham, North East, DH34NX","Lumley Castle, Chester-le-Street, County Durham, North East, DH34NX",0.7587,yes
20483,7424,"Hotel Bannatyne Durham, Eden Terrace Durham, County Durham, North East, DH12HJ","Hotel Bannatyne, Eden Terrace, Durham, County Durham, North East, DH12HJ",0.7748,yes
20484,7354,"The Kings Lodge Inn, Flass Vale Waddington Street Flass ValeDurham City, County Durham, North East, DH14BG","Kingslodge Inn, Waddington Street, Durham, County Durham, North East, DH14BG",0.7121,yes
20486,6877,"Seaham Hall and Serenity Spa, Lord Byrons Walk Seaham County Durham, North East, SR77AG","Seaham Hall Hotel, Lord Byron's Walk, Seaham, County Durham, North East, SR77AG",0.6727,yes
20494,1346,"Park Head Hotel & Restaurant, 13 Park View Terrace New Coundon Bishop AucklandCounty Durham, North East, DL148QB","The Park Head Hotel, 13, Park View Terrace, Bishop Auckland, , United Kingdom, County Durham, North East, DL148QB",0.6882,yes
20496,6151,"Premier Inn Durham City Centre, Freemans Place  WalkergateDurham, County Durham, North East, DH11SQ","Premier Inn, Durham City Centre (Walkergate), Freemans Place, Durham, County Durham, North East, DH11SQ",0.6852,yes
20550,5056,"Travelodge Washington A1(M) Northbound, Moto Service Area A1(M)PortobelloWashington, Gateshead, North East, DH32SJ","Travelodge, Washington Services Northbound, Chester-le-Street, Gateshead, North East, DH32SJ",0.7983,yes
20618,5324,"Horsley Hall Eastgate, County Durham, North East, DL132LJ","Horsley Hall, Bishop Auckland, County Durham, North East, DL132LJ",0.7,yes
20758,64,"Duxford Lodge Hotel, ICKLETON ROAD, . 0 . DUXFORD, South Cambridgeshire, East of England, CB224RT","Duxford Lodge, Ickleton Road, South Cambridgeshire, , GB, East of England, CB224RT",0.7786,yes
20790,5933,"Gravetye Manor, Vowels Lane East Grinstead West HoathlySussex, Mid Sussex, South East, RH194LJ","Gravetye Manor, Vowels Lane, East Grinstead, Mid Sussex, South East, RH194LJ",0.7,yes
20793,8347,"Premier Inn East Grinstead, London Road Felbridge  East Grinstead West Sussex FelbridgeEast GrinsteadWest Sussex, Tandridge, South East, RH192QR","Premier Inn, London Road, East Grinstead, Tandridge, South East, RH192QR",0.7028,yes
20816,8460,"The Linton Hotel, 3 Bridgend East LintonEast Lothian, EH403AF","The Linton, 3, Bridgend, East Lothian, EH403AF",0.7286,yes
20822,9003,"The Cumberland Hotel, 34 36 Grand Parade EastbourneEast Sussex, South East, BN213YT","The Cumberland Hotel, 34-36, Grand Parade, Eastbourne, South East, BN213YT",0.7846,Yes
20842,9374,"The Glastonbury Hotel, 4-9 Royal Parade EastbourneEast Sussex, South East, BN227AR","Glastonbury Hotel, Royal Parade, Eastbourne, South East, BN227AR",0.6846,Yes
20848,10429,"Best Western York House Hotel, 14-22 Royal Parade EastbourneEast Sussex, South East, BN227AP","Best Western York House Hotel, 14-22, Royal Parade, Eastbourne, South East, BN227AP",0.7846,Yes
20854,9793,"The Grand Hotel Eastbourne, King Edwards Parade EastbourneEast Sussex, South East, BN214EQ","The Grand Hotel, King Edward's Parade, Eastbourne, South East, BN214EQ",0.6767,Yes
20858,10430,"Atlanta Guesthouse, 10 Royal Parade EastbourneEast Sussex, South East, BN227AR","Atlanta Hotel, 10, Royal Parade, Eastbourne, South East, BN227AR",0.7846,Yes
20863,10428,"East Beach Hotel, 23-25 Royal Parade EastbourneEast Sussex, South East, BN227AN","The East Beach Hotel, 23-25, Royal Parade, Eastbourne, South East, BN227AN",0.7846,Yes
20874,10733,"Royal Hotel, 8-9 Marine Parade EastbourneEast Sussex, South East, BN213DX","The Royal, 8-9, Marine Parade, Eastbourne, South East, BN213DX",0.7902,Yes
20882,8996,"The Pier, 4 Grand Parade EastbourneEast Sussex, South East, BN213EH","The Pier Hotel, 4, Grand Parade, Eastbourne, South East, BN213EH",0.6846,Yes
20890,8748,"Queens Hotel, Marine Parade EastbourneEast Sussex, South East, BN213DY","Queens Hotel, Marine Parade, Eastbourne, South East, BN213DY",0.6902,Yes
20903,9306,"Imperial Hotel, Devonshire Place EastbourneEast Sussex, South East, BN214AH","Imperial Hotel, Devonshire Place, Eastbourne, South East, BN214AH",0.7043,yes
21023,555,"Holiday Inn Express Edinburgh Waterfront, Britannia Way/Ocean Drive Leith Edinburgh, City of Edinburgh, EH66JJ","Holiday Inn Express Edinburgh-Waterfront, 101, Ocean Drive, Edinburgh, , United Kingdom, City of Edinburgh, EH66JJ",0.7833,yes
21037,1477,"Premier Inn Edinburgh City Centre, 122 123 Princess Street Edinburgh, City of Edinburgh, EH24AD","Premier Inn, 121-123, Princes Street, Edinburgh, , United Kingdom, City of Edinburgh, EH24AD",0.7913,yes
21084,633,"Macdonald Marine Hotel & Spa, 18 Cromwell Road North BerwickEast Lothian, EH394LZ","Marine North Berwick, 18, Cromwell Road, North Berwick, , United Kingdom, East Lothian, EH394LZ",0.75,yes
21142,1540,"Regent House Hotel, 3-5 Forth Street EdinburghMidlothian, City of Edinburgh, EH13JX","Regent House Hotel, 3, Forth Street, Edinburgh, , United Kingdom, City of Edinburgh, EH13JX",0.7636,yes
21158,749,"Novotel Edinburgh Centre, 80 Lauriston Place EdinburghScotland, City of Edinburgh, EH39DE","Novotel, 80, Lauriston Place, Edinburgh, , GB, City of Edinburgh, EH39DG",0.7,yes
21167,1387,"Travelodge Edinburgh Central Queen Street, Queen 30 31 Edinburgh, City of Edinburgh, EH21JX","Travelodge Edinburgh Central Queen Street, 30, Queen Street, Edinburgh, , United Kingdom, City of Edinburgh, EH21JX",0.6857,yes
21183,1502,"The Roseate Edinburgh, West Coates, 4 EDINBURGH, City of Edinburgh, EH125JQ","Roseate, 4, West Coates, Edinburgh, , GB, City of Edinburgh, EH125JQ",0.73,yes
21192,748,"Premier Inn Edinburgh Central Lauriston Place, Lauriston Place, 82 EDINBURGH, City of Edinburgh, EH39DG","Premier Inn, 82, Lauriston Place, Edinburgh, , United Kingdom, City of Edinburgh, EH39DG",0.7244,yes
21202,1524,"Frederick House Hotel, 42 Frederick Street Edinburgh, City of Edinburgh, EH21EX","Frederick House Hotel, 42, Frederick Street, Edinburgh, , United Kingdom, City of Edinburgh, EH21LN",0.7,yes
21213,11287,"Holiday Inn Express Edinburgh Airport, Ingliston Road 101  Edinburgh Edinburgh Scotland, City of Edinburgh, EH288AU","Holiday Inn Express Edinburgh Airport, 101, Ingliston Road, Edinburgh, City of Edinburgh, EH288AU",0.7783,yes
21241,700,"Malmaison Edinburgh, One Tower Place Edinburgh, City of Edinburgh, EH67BZ","Malmaison, 1, Tower Place, Edinburgh, , United Kingdom, City of Edinburgh, EH67BZ",0.7875,yes
21260,1049,"Harbour Apartments, Western Harbour Midway, 2 EDINBURGH, City of Edinburgh, EH66PN","Ocean Apartments, 2, Western Harbour Midway, Edinburgh, , United Kingdom, City of Edinburgh, EH66PN",0.7581,yes
21280,11357,"Great Fosters, Stroude Road  Egham Egham Surrey, Runnymede, South East, TW209UR","Great Fosters, Stroude Road, Egham, Runnymede, South East, TW209UR",0.7689,yes
21281,8207,"Travelodge Egham, Church Road Egham, Surrey, Runnymede, South East, TW209HZ","Travelodge, Church Road, Egham, Runnymede, South East, TW209HZ",0.7192,yes
21393,3247,"ibis London Sutton Point, 8 Sutton Plaza Sutton Ct Road Sutton, Sutton, , United Kingdom, London, SM14FS","Adagio London Sutton Point, 8, Sutton Court Road, Sutton, , United Kingdom, SM14FS",0.7909,Yes
21393,3248,"ibis London Sutton Point, 8 Sutton Plaza Sutton Ct Road Sutton, Sutton, , United Kingdom, London, SM14FS","ibis London Sutton Point, 8, Sutton Court Road, Sutton, , United Kingdom, SM14FS",0.7909,Yes
21402,268,"Dunstanburgh Castle, Embleton AlnwickNorthumberland, North East, NE663UN","Dunstanburgh Castle Hotel, Front Street, Embleton, Northumberland, , United Kingdom, North East, NE663UN",0.7838,Yes
21489,2617,"Knockninny Country House & Marina, Knockninny Quay Derrylin, Fermanagh and Omagh, BT929JU","Knockninny Country House & Marina, 104, Knockninny Road, , United Kingdom, Fermanagh and Omagh, BT929JU",0.74,Yes
21512,245,"Holiday Inn Express London Epsom Downs, Langley Vale Road EpsomSurrey, Epsom and Ewell, South East, KT185LG","Holiday Inn Express, Langley Vale Road, Epsom and Ewell, , United Kingdom, South East, KT185LG",0.6646,Yes
21533,6998,"The Foley, 106 Hare Lane Claygate ClaygateSurrey, Elmbridge, South East, KT100LZ","The Foley, 106, Hare Lane, Claygate, Elmbridge, South East, KT100LZ",0.7286,Yes
21576,568,"Travelodge Chelmsford, Army & Navy 128 136 Parkway . Army NavyChelmsfordEssex, East of England, CM27GY","Travelodge, 128-136, Parkway, Chelmsford, , United Kingdom, East of England, CM27GY",0.7048,Yes
21583,6644,"Lifehouse Spa & Hotel, Frinton Road  Thorpe Le Soken Thorpe-le-Soken Thorpe-le-SokenEssex, Tendring, East of England, CO160JD","Lifehouse Spa & Hotel, Frinton Road, Thorpe-le-Soken, Tendring, East of England, CO160JD",0.7344,Yes
21591,8865,"Best Western Rose & Crown Hotel, East Street ColchesterEssex, East of England, CO12TZ","Best Western The Rose & Crown, East Street, Colchester, East of England, CO12TZ",0.7325,Yes
21594,3981,"Days Inn London Stansted Airport, Welcome Break Service Area Junction 8, M11 Motorway Welcome Break Service AreaBirchanger GreenBishop's Stortford, Uttlesford, East of England, CM235QZ","Days Inn London Stansted Airport, Dunmow Road, BishopÃ¢ÂÂÃÂÃÂ´s Stortford, Uttlesford, East of England, CM235QZ",0.6544,Yes
21598,7404,"Stoke By Nayland Hotel Golf & Spa, Keepers Lane Leavenheath LeavenheathColchesterEssex, Babergh, East of England, CO64PZ","Stoke by Nayland Hotel, Golf & Spa, Keeper's Lane, Leavenheath, , GB, Babergh, East of England, CO64PZ",0.764,Yes
21603,5331,"Premier Inn Basildon, Rayleigh Weir Arterial Road Rayleigh WeirBasildon Essex, Rochford, East of England, SS67SP","Premier Inn, Arterial Road, Rayleigh, Rochford, East of England, SS67SP",0.695,Yes
21608,139,"Waltham Abbey Marriott Hotel, Old Shire Lane Waltham AbbeyEpping ForestEssex, East of England, EN93LX","Marriot Waltham Abbey, Old Shire Lane, Epping Forest, , United Kingdom, East of England, EN93LX",0.7649,Yes
21610,7791,"Milsoms, Stratford Road Dedham ColchesterEssex, East of England, CO76HW","Milsoms, Stratford Road, Colchester, East of England, CO76HW",0.7,Yes
21615,4620,"Dragonfly Hotel Colchester, Old Ipswich Road Ardleigh Colchester Essex, East of England, CO77QY","Dragonfly Hotel Colchester, Old Ipswich Road, Colchester, East of England, CO77QY",0.765,Yes
21627,8817,"Travelodge Stansted Great Dunmow, Chelmsford Road Great Dunmow, Uttlesford, East of England, CM61LW","Travelodge, Chelmsford Road, Dunmow, Uttlesford, East of England, CM61LW",0.7182,yes
21650,630,"Premier Inn Basildon, Felmores East Mayne East MayneBasildonEssex, East of England, SS131BW","Premier Inn, East Mayne, Basildon, , United Kingdom, East of England, SS131BW",0.668,yes
21658,7771,"Premier Inn Colchester, Cowdray Avenue ColchesterEssex, East of England, CO11UT","Premier Inn, Cowdray Avenue, Colchester, East of England, CO11UT",0.7,yes
21659,4401,"Premier Inn Colchester, Ipswich Road ColchesterEssex, Tendring, East of England, CO49WP","Premier Inn Colchester (A12), Ipswich Road, Colchester, Tendring, East of England, CO49WP",0.68,yes
21665,5965,"Roslin Beach Hotel, 10 12 Thorpe Esplanade Thorpe BaySouthend-on-SeaEssex, East of England, SS13BG","Roslin Beach Hotel, 10-12, Thorpe Bay Esplanade, Southend-on-Sea, East of England, SS13BG",0.7446,yes
21690,1241,"The Oakland Hotel, 2 6 Reeves Way South Woodham FerrersEssex, Chelmsford, East of England, CM35XF","Oakland Hotel, Reeves Way, South Woodham Ferrers, , United Kingdom, Chelmsford, East of England, CM35XF",0.7235,yes
21765,8720,"Hampton by Hilton Stansted Airport, Bassingbourn Road Stansted, Uttlesford, East of England, CM241QW","Hampton by Hilton London Stansted Airport, Bassingbourn Road, Stansted, Uttlesford, East of England, CM241QW",0.7,yes
21961,3669,"The Eton Mess, 55 High Street EtonBerkshire, Windsor and Maidenhead, South East, SL46BL","The Eton Mess, High Street, Eton, , United Kingdom, Windsor and Maidenhead, South East, SL46BL",0.6833,yes
22011,4233,"Hampton By Hilton Exeter Airport, Airport Clyst Honiton Exeter, East Devon, South West, EX52LJ","Hampton by Hilton Exeter Airport, Exeter, East Devon, South West, EX52LJ",0.7985,yes
22038,577,"Cedar Lodge Hotel, 41-47 Okehampton Road Exeter Devon, South West, EX41EH","Oke Lodge Hotel, 43-47, Okehampton Road, Exeter, , United Kingdom, South West, EX41EB",0.7,yes
22047,626,"Premier Inn Exeter Countess Wear, 398 Topsham Road  Exeter Devon ExeterDevon, South West, EX26HE","Premier Inn, 398, Topsham Road, Exeter, , United Kingdom, South West, EX26HE",0.7,yes
22164,10176,"The Imperial Hotel, The Esplanade Exmouth ExmouthDevon, East Devon, South West, EX82SW","Imperial Hotel Exmouth, Esplanade, Exmouth, East Devon, South West, EX82SW",0.7455,yes
22197,9875,"Best Western Brome Grange Hotel, Norwich Road Brome BromeSuffolk, Mid Suffolk, East of England, IP238AP","Brome Grange Hotel, Norwich Road, Eye, Mid Suffolk, East of England, IP238AP",0.7952,yes
22198,9011,"The Oaksmere Hotel Rectory Road Brome Nr. Suffolk BromeEyeSuffolk, Mid Suffolk, East of England, IP238AJ","Oaksmere, Rectory Road, Eye, Mid Suffolk, East of England, IP238AJ",0.7429,yes
22246,8024,"Wensum Lodge Hotel, Bridge Street FakenhamNorfolk, North Norfolk, East of England, NR219AY","Wensum Lodge Hotel, Bridge Street, Fakenham, North Norfolk, East of England, NR219AY",0.6625,yes
22261,4799,"Best Western The Gables Hotel, Bristol Road Falfield Tortworth FalfieldSouth Gloucestershire, South West, GL128DL","The Gables Hotel, Bristol Road, Falfield, South Gloucestershire, South West, GL128DL",0.79,yes
22479,3216,"Mollies Motel, Mollies Oxford Buckland Shrivenham Road, A420, Vale of White Horse, South East, SN78PY","Mollie's, Shrivenham Rd, A420, Buckland, , United Kingdom, Vale of White Horse, South East, SN78PY",0.6765,yes
22489,425,"Falcon Hotel, 68 Farnborough Road FarnboroughHampshire, Rushmoor, South East, GU146TH","Falcon Hotel, 68, Farnborough Road, Farnborough, , United Kingdom, Rushmoor, South East, GU146TH",0.7811,yes
22534,9932,"Swan Quay Inn, Conduit Street FavershamKent, Swale, South East, ME137DF","The Quay, Conduit Street, Faversham, Swale, South East, ME137DF",0.727,yes
22592,9479,"Old Manor Hotel, 55 Leven Road Lundin Links Lundin LinksFife Near St. Andrews, KY86AJ","Old Manor Hotel, 55, Leven Road, Lundin Links, Fife, KY86AJ",0.6882,yes
22616,369,"The Bay, Burntisland Road Kinghorn  Burntisland Kinghorn Fife, KY39YE","The Bay Hotel, Burntisland Road, Kinghorn, , United Kingdom, Fife, KY39YE",0.7,yes
22887,7726,"Wrangham House Hotel, 10 Stonegate Hunmanby, North Yorkshire, Yorkshire and The Humber, YO140NS","Wrangham House, 10, Stonegate, Hunmanby, , GB, North Yorkshire, Yorkshire and The Humber, YO140NS",0.6533,yes
22968,10364,"The Findon Manor, Findon High Street WorthingWest Sussex, Arun, South East, BN140TA","Findon Manor, High Street, Findon, Arun, South East, BN140TA",0.6886,Yes
23006,6516,"Premier Inn Fleet, Waterfront Business Park 7 11 Fleet Road Waterfront Business ParkFleetHampshire, Hart, South East, GU513QF","Premier Inn, 7, Waterfront Business Park, Hart, South East, GU513QF",0.7973,Yes
23091,2627,"Ashdown Park Hotel & Country Club, Wych Cross Forest Row East Sussex, Wealden, South East, RH185JR","Ashdown Park Hotel and Country Club, Colemans Hatch Road, Forest Row, , United Kingdom, Wealden, South East, RH185JR",0.7241,Yes
23093,8722,"Brambletye Hotel, The Square Forest Row, Wealden, South East, RH185EZ","Brambletye Hotel, Lewes Road, Forest Row, Wealden, South East, RH185EZ",0.66,Yes
23096,2100,"Royal Hotel, 33 Castle Street Forfar DundeeForfarAngus, DD83AE","Royal Hotel, 33, Castle Street, Forfar, , United Kingdom, Angus, DD83AE",0.7,Yes
23176,569,"Inverlochy Castle Hotel, Torlundy Fort William, Highland, PH336SN","Inverlochy Castle Hotel, Torlundy, Fort William, , United Kingdom, Highland, PH336SN",0.7,Yes
23399,6643,"Fritton Arms Collection, Church Lane Fritton Norfolk, Great Yarmouth, East of England, NR319HA","Fritton Arms, Beccles Road, Great Yarmouth, East of England, NR319HA",0.6953,Yes
23550,5279,"Premier Inn Newcastle, Maingate Kingsway North Team Valley Kings Way NorthGateshead, North East, NE110NU","Premier Inn, Kingsway North, Gateshead, North East, NE110NU",0.7309,Yes
23555,5736,"Premier Inn Newcastle, Derwent Haugh Road SwalwellGatesheadTyne and Wear, North East, NE163BL","Premier Inn, Derwenthaugh Road, Gateshead, North East, NE163BL",0.7653,Yes
23560,5273,"Ravensworth Arms Hotel by Good Night Inns, Greenford Lane GatesheadTyne and Wear, North East, NE110ER","Ravensworth Arms Hotel, Greenford Lane, Gateshead, North East, NE110ER",0.7333,Yes
23563,8336,"Hotel Express, Cuthbert Street Newcastle Upon TyneTyne And Wear, Gateshead, North East, NE81AF","Hotel Express, Cuthbert Street, Gateshead, North East, NE81AF",0.7143,Yes
23629,11081,"King Charles Hotel, Brompton Road GillinghamKent, Medway, South East, ME75QT","King Charles Hotel, Brompton Road, Gillingham, Medway, South East, ME75QT",0.6546,Yes
23630,6717,"Premier Inn Gillingham Business Park, Will Adams Way GillinghamKent, Medway, South East, ME86BY","Premier Inn Gillingham Business Park, Will Adams Way, Gillingham, Kent, , GB, Medway, South East, ME86BY",0.7615,Yes
23666,843,"Radisson Blu Glasgow, 301 Argyle Street Glasgow, Glasgow City, G28DL","Radisson Blu Hotel, Glasgow, 301, Argyle Street, Glasgow, , United Kingdom, Glasgow City, G28DP",0.7,yes
23681,6786,"Castlecary House Hotel, Castlecary Road Castlecary CastlecaryGlasgow, North Lanarkshire, G680HD","Castlecary Hotel, Castlecary Road, North Lanarkshire, G680HD",0.7195,yes
23696,10531,"MacDonald Crutherland House, Strathaven Rd East Kilbride Glasgow, South Lanarkshire, G750QJ","Crutherland House Hotel, Strathaven Road, Glasgow, South Lanarkshire, G750QJ",0.7442,yes
23709,6875,"Glazert Country House Hotel, 25 Milton Road LennoxtownGlasgow, East Dunbartonshire, G667DJ","Glazert Country House Hotel, 25, Milton Road, Glasgow, East Dunbartonshire, G667DJ",0.6982,yes
23775,6316,"Craigag Lodge, Glenfinnan, Highland, PH374LT","Glenfinnan House Hotel, Glenfinnan, Highland, PH374LT",0.7,yes
23798,971,"Windy Harbour Farm Hotel, Woodhead Rd Glossop, High Peak, East Midlands, SK137QE","Windy Harbour Farm Hotel, Woodhead Road, High Peak, , United Kingdom, East Midlands, SK137QE",0.775,yes
23814,4534,"Hatherley Manor Hotel & Spa, Down Hatherley Lane, Gloucester, Tewkesbury, South West, GL29QA","Hatherley Manor Hotel, Down Hatherley Lane, Gloucester, Tewkesbury, South West, GL29QA",0.7,yes
23845,17,"Whitminster Inn, Bristol Road GloucesterEngland, Stroud, South West, GL27NY","Whitminster Inn, Bristol Road, Gloucester, , United Kingdom, Stroud, South West, GL27NY",0.7714,yes
23868,4534,"Hatherley Manor Hotel & Spa, Down Hatherley Lane, Gloucester, Tewkesbury, South West, GL29QA","Hatherley Manor Hotel, Down Hatherley Lane, Gloucester, Tewkesbury, South West, GL29QA",0.7,yes
23869,9078,"The Kings Hotel, High Street  Chipping CampdenGloucestershire, Cotswold, South West, GL556AW","The Kings Hotel, The Square, Cotswold, South West, GL556AW",0.739,yes
23889,3922,"The Cheltenham Chase Hotel QHotels, Shurdington Road Brockworth Brockworth, Tewkesbury, South West, GL34PB","Delta Hotels Cheltenham Chase, Shurdington Road, Gloucester, Tewkesbury, South West, GL34PB",0.7104,yes
23912,10557,"Wild Garlic Restaurant & Rooms, 3 Cossack Square Nailsworth Nailsworth Glos, Stroud, South West, GL60DB","Wild Garlic Rooms, 3, Cossack Square, Stroud, South West, GL60DB",0.768,yes
