orig_indexA,orig_indexB,addressA,addressB,score,Equal
13050,7771,"Premier Inn Colchester, Cowdray Avenue ColchesterEssex, East of England, CO11UT","Premier Inn, Cowdray Avenue, Colchester, East of England, CO11UT",0.7,Yes
13051,4401,"Premier Inn Colchester, Ipswich Road ColchesterEssex, Tendring, East of England, CO49WP","Premier Inn Colchester (A12), Ipswich Road, Colchester, Tendring, East of England, CO49WP",0.68,Yes
13115,10945,"Tudor Farmhouse Hotel, High Street Royal Forest of DeanColeford Gloucestershire, South West, GL168JS","Tudor Farmhouse Hotel, High Street, Coleford, , GB, Forest of Dean, South West, GL168JS",0.6999,Yes
13158,7411,"Hilton London Heathrow Airport Terminal 5, Poyle Road Colnbrook ColnbrookLondon, Slough, South East, SL30FF","Hilton London Heathrow Airport Terminal 5, Poyle Road, Slough, South East, SL30FF",0.6774,Yes
13173,5105,"Ashmount Hotel, 18 College Avenue Colwyn Bay, Conwy, LL284NT","Ashmount, 18, College Avenue, Colwyn Bay, , GB, Conwy, LL284NT",0.7,Yes
13180,2922,"Colbourn Bed And Breakfast, 8 Sea Bank Road Colwyn Bay  Conwy, LL284BT","Colbourn Hotel, 8, Sea Bank Road, Colwyn Bay, , GB, Conwy, LL284BT",0.7,Yes
13184,8098,"Westpoint Hotel, 102 Conway Road Colwyn Bay, Conwy, LL297LE","Hotel West Point, 102, Conway Road, Colwyn Bay, , GB, Conwy, LL297LE",0.7,Yes
13234,618,"Melville House, The Royal Hotel Melville Square Melville SquareNear CrieffComrie, Perth and Kinross, PH62DN","Royal Hotel, Meville Square, Comrie, , United Kingdom, Perth and Kinross, PH62DN",0.7545,Yes
13294,7276,"The Whitehouse, 42 Leanaig Road Conon BridgeRoss-shire, Highland, IV78BB","Bikers B&B at The White House, 42, Leanaig Road, Highland, IV78BB",0.7756,Yes
13443,7864,"Best Western Rockingham Forest Hotel, Rockingham Road Corby, North Northamptonshire, East Midlands, NN171AE","Best Western Rockingham Forest Hotel, Rockingham Road, Corby, , GB, North Northamptonshire, East Midlands, NN171AE",0.7914,Yes
13455,9193,"Tillmouth Park Country House Hotel, Cornhill-on-Tweed Northumberland, North East, TD124UU","Tillmouth Park Country House Hotel, Cornhill-on-Tweed, Northumberland, , GB, North East, TD124UU",0.7714,Yes
13625,2061,"Travelodge Bodmin Roche, Victoria Inn Victoria Roche VictoriaRocheSt Austell, Cornwall, South West, PL268LQ","Travelodge, A391, Roche, , United Kingdom, Cornwall, South West, PL268LQ",0.7265,Yes
13672,1451,"Hotel Victoria, East Street Newquay Cornwall, South West, TR71DB","Victoria Hotel, East Street, Newquay, , GB, Cornwall, South West, TR71DB",0.7,Yes
13716,759,"Travelodge St Austell, Pentewan Road St. Austell Cornwall, South West, PL255BU","Travelodge, Pentewan Road, St Austell, , GB, Cornwall, South West, PL255BU",0.747,Yes
13718,613,"Polurrian Bay Hotel, Polurrian Road Mullion Mullion Cornwall, South West, TR127EN","Polurrian Hotel, Polurrian Road, Helston, , United Kingdom, Cornwall, South West, TR127EN",0.7025,Yes
13739,1616,"Cliffdene Hotel, 12-14 Narrowcliff NewquayCornwall and Isles of Scilly, TR72PJ","Cliffdene, 12A - 14, Narrowcliff, Newquay, , GB, TR72PJ",0.6737,Yes
14957,4965,"Penstowe Park, Kilkhampton, Cornwall, South West, EX239QY","Penstowe Holiday Park, Bude, Cornwall, South West, EX239QY",0.7527,yes
14957,4965,"Penstowe Park, Kilkhampton, Cornwall, South West, EX239QY","Penstowe Holiday Park, Bude, Cornwall, South West, EX239QY",0.7527,yes
15210,10340,"Porth Veor Manor Villas & Apartments, Porth Way, Porth, Cornwall, South West, TR73LW","Porth Veor Manor Hotel, Porth Way, Newquay, Cornwall, South West, TR73LW",0.7425,yes
16286,5633,"The Hylands, 153 Warwick Road CoventryWest Midlands, CV36AU","Hylands Hotel, 153, Warwick Road, Coventry, West Midlands, CV36AU",0.7565,yes
16295,9152,"Citrus Hotel Coventry South by Compass Hospitality, London Road Ryton On Dunsmore Ryton on DunsmoreCoventryWarwickshire, Rugby, West Midlands, CV83DY","Citrus Hotel Coventry South, Southam Road, , GB, Rugby, West Midlands, CV83DY",0.7125,Yes
16301,3974,"ibis Coventry Centre Hotel, Mile Lane Coventry, West Midlands, CV12LN","Ibis Coventry Central, Mile Lane, West Midlands, CV12LN",0.6512,Yes
16512,3869,"Crowne Plaza London Gatwick Airport, Langley Drive Langley Drive Crawley, South East, RH117SX","Crowne Plaza London - Gatwick Airport, Langley Drive, Crawley, South East, RH117SX",0.795,Yes
16583,3692,"Barholm Accommodation, Saint John Street Newton StewartCreetown, Dumfries and Galloway, DG87JE","Barholm Accomodation, St John Street, Creetown, , United Kingdom, Dumfries and Galloway, DG87JE",0.771,Yes
16592,5530,"Travelodge Crewe, Beswick Drive Crewe CreweCheshire, Cheshire East, North West, CW15NP","Travelodge Crewe, Beswick Drive, Cheshire East, North West, CW15NP",0.7466,Yes
16598,5531,"ibis Styles Crewe, Emperor Way Off Electra Way Crew Business Park Crewe Business ParkCrewe, Cheshire East, North West, CW16BD","Ibis Styles, Emperor Way, Cheshire East, North West, CW16BD",0.7611,Yes
16723,3236,"Knock Castle Hotel & Spa, Drummond Terrace CriefPerthshire, Perth and Kinross, PH74AN","Knock Castle Hotel and Spa, Drummond Terrace, Crieff, , United Kingdom, Perth and Kinross, PH74AN",0.7831,Yes
16745,618,"Melville House, The Royal Hotel Melville Square Melville SquareNear CrieffComrie, Perth and Kinross, PH62DN","Royal Hotel, Meville Square, Comrie, , United Kingdom, Perth and Kinross, PH62DN",0.7545,Yes
16773,5345,"Sandcliff Guest House, Runton Road CromerNorfolk, North Norfolk, East of England, NR279AS","Sandcliff Hotel, 37, Runton Road, Cromer, North Norfolk, East of England, NR279AS",0.6571,Yes
16774,8809,"Sea Marge Hotel, 16 High Street Overstrand OverstrandCromerNorfolk, North Norfolk, East of England, NR270AB","Sea Marge, 16, High Street, Cromer, , GB, North Norfolk, East of England, NR270AB",0.79,Yes
16775,6878,"Cliftonville Hotel, Seafront 29 Runton Road CromerNorfolk, North Norfolk, East of England, NR279AS","Cilftonville Hotel, 29, Runton Road, Cromer, Norfolk, North Norfolk, East of England, NR279AS",0.7571,Yes
16781,5769,"The Grove Cromer, 95 Overstrand Road CromerNorfolk, North Norfolk, East of England, NR270DJ","The Grove, Overstrand Road, Cromer, North Norfolk, East of England, NR270DJ",0.6659,yes
16842,5404,"Hilton London Croydon, 101 Waddon Way Purley Way Croydon Purley WayCroydon, London, CR94HH","Hilton London Croydon, 101, Waddon Way, Croydon, CR94HH",0.7786,yes
16850,4399,"Holiday Inn Express London Croydon, 1 Priddys Yard Off Frith Road Croydon (London Borough)London United Kingdom, CR01TS","Holiday Inn Express London-Croydon, 1, Priddy's Yard, Croydon, CR01TS",0.78,yes
16851,6251,"Travelodge London Croydon Central Hotel, Norfolk House Wellesley Road Wellesley RoadCroydon, London, CR01LH","Travelodge Croydon Central, Wellesley Road, Croydon, London, CR01LH",0.768,yes
16899,9296,"Ockenden Manor Hotel & Spa, Ockenden Lane Cuckfield Cuckfield West Sussex, Mid Sussex, South East, RH175LD","Ockenden Manor Hotel & Spa, Ockenden Lane, Haywards Heath, Mid Sussex, South East, RH175LD",0.7333,yes
16966,7601,"The Borrowdale Hotel, Borrowdale KeswickCumbria, Cumberland, North West, CA125UY","The Borrowdale hotel, Borrowdale, Cumberland, North West, CA125UY",0.7,yes
17058,5651,"Milton Hilltop, London Road Hilltop Heights London RoadCarlisleCumbria, Cumberland, North West, CA12NS","Milton Hilltop Hotel, London Road, Carlisle, Cumberland, North West, CA12NS",0.7448,yes
17062,3431,"Bailey Ground Hotel, Drigg Road SeascaleCumbria, Cumberland, North West, CA201NP","Bailey Ground Hotel, Drigg Road, Seascale, , United Kingdom, Cumberland, North West, CA201NP",0.7667,yes
17064,144,"The Bridge Inn, Santon Bridge Wasdale HolmrookCumbria, Cumberland, North West, CA191UX","Bridge Inn, Santon Bridge, Wasdale, Holmrook, , GB, Cumberland, North West, CA191UX",0.7613,yes
17104,7241,"Allerdale Court Hotel, 20 Market Place CockermouthCumbria, Cumberland, North West, CA139NQ","Allerdale Court Hotel, 20, Market Place, Cockermouth, Cumberland, North West, CA139NQ",0.7674,yes
17108,8441,"Carlisle Station Hotel, Sure Hotel Collection by BW, Court Square Carlisle Cumbria, Cumberland, North West, CA11QY","Carlisle Station hotel, Court Square, Carlisle, Cumberland, North West, CA11QY",0.7951,yes
17127,7641,"ibis Carlisle, Botchergate PortlandsCarlisle, Cumberland, North West, CA11RL","Ibis Hotel Carlisle, Botchergate, Carlisle, Cumberland, North West, CA11RL",0.765,yes
17131,7466,"Dalston Hall Hotel, Dalston CarlisleCumbria, Cumberland, North West, CA57JX","Dalston Hall, Dalston, Cumberland, North West, CA57JX",0.7,yes
17138,5597,"Armathwaite Hall Hotel, Bassenthwaite Lake Bassenthwaite KeswickCumbria, Cumberland, North West, CA124RE","Armathwaite Hall, Cumberland, North West, CA124RE",0.7,yes
17141,5934,"The Black Bull Inn, 44 Main Street Sedbergh  Cumbria, Westmorland and Furness, North West, LA105BL","The Black Bull, 44, Main Street, Sedbergh, Westmorland and Furness, North West, LA105BL",0.7,yes
17222,7213,"Premier Inn Carlisle Central North, Kingstown Road CarlisleCumbria, Cumberland, North West, CA30AT","Premier Inn, Kingstown Road, Carlisle, Cumberland, North West, CA30AT",0.747,yes
17248,10493,"The Edwardene, 26 Southey Street Keswick Cumbria, Cumberland, North West, CA124EF","Edwardene Hotel, 26, Southey Street, Keswick, Cumberland, North West, CA124EF",0.7571,yes
17400,1570,"The Golden Lion Hotel, Senhouse Street MaryportCumbria, Cumberland, North West, CA156AB","The Golden Lion Hotel, Senhouse Street, Maryport, , United Kingdom, Cumberland, North West, CA156AB",0.7957,Yes
17456,7480,"Cambridge House Hotel, 1 Cambridge Street MillomCumbria, Cumberland, North West, LA185BD","Cambridge House Hotel, Cambridge Street, Millom, Cumberland, North West, LA185BD",0.7087,Yes
17471,7463,"Greenhill Hotel, Red Dial CumbriaWigton, Cumberland, North West, CA78LS","Greenhill Hotel, Red Dial, wigton, Cumberland, North West, CA78LS",0.7,Yes
17795,7240,"The Waverley Hotel, Tangier Street WhitehavenCumbria, Cumberland, North West, CA287UX","Waverley Hotel, Tangier Street, Whitehaven, Cumberland, North West, CA287UX",0.7826,Yes
17822,6629,"The Langstrath Country Inn, Stonethwaite Borrowdale ValleyKeswick, Cumberland, North West, CA125XG","The Langstrath Inn, Stonethwaite, Cumberland, North West, CA125XG",0.6667,Yes
17956,4634,"Mercure Darlington Kings Hotel, 9-12 Priestgate Darlington, North East, DL11NW","Mercure Darlington King's Hotel, 10-12, Priestgate, Darlington, County Durham, , GB, North East, DL11NW",0.7429,Yes
17963,10723,"Bannatyne Hotel Darlington, Southend Avenue  DarlingtonCounty Durham, North East, DL37HZ","Bannatyne Hotel, Southend Avenue, Darlington, North East, DL37HZ",0.7154,Yes
17977,3399,"Hotel 119, 119 Victoria Road Darlington, North East, DL15JH","Hotel 119, 119, Victoria Road, Darlington, , United Kingdom, North East, DL15JH",0.7333,Yes
18031,5295,"Premier Inn Swanley, London Road SwanleyKent, Sevenoaks, South East, BR87QD","Premier Inn, London Road, Swanley, Sevenoaks, South East, BR87QD",0.6638,yes
18170,6919,"Langstone Cliff Hotel, Mount Pleasant Road Dawlish Warren Dawlish WarrenDawlishDevon, Teignbridge, South West, EX70NA","Langstone Cliff Hotel, Mount Pleasant Road, Dawlish, Teignbridge, South West, EX70NA",0.7,yes
18245,7791,"Milsoms, Stratford Road Dedham ColchesterEssex, East of England, CO76HW","Milsoms, Stratford Road, Colchester, East of England, CO76HW",0.7,yes
18304,3976,"Kegworth Hotel & Conference Centre, Packington Hill KegworthDerbyshire, North West Leicestershire, East Midlands, DE742DF","Kegworth Hotel & Conference Centre, Packington Hill, Derby, North West Leicestershire, East Midlands, DE742DF",0.6837,yes
18305,4837,"No.42 Kegworth House, 42 High Street KegworthDerbyshire, North West Leicestershire, East Midlands, DE742DA","Kegworth House, 42, High Street, Derby, North West Leicestershire, East Midlands, DE742DA",0.761,yes
18324,4214,"Derby Station Hotel - Sure Hotel Collection by Best Western, Midland Road DerbyDerbyshire, East Midlands, DE12SL","Derby Station Hotel, 21, Midland Road, Derby, East Midlands, DE12SL",0.68,yes
18325,1461,"Aston Court Hotel, Midland Road DerbyDerbyshire, East Midlands, DE12SL","Aston Court Hotel, Midland Road, Derby, , United Kingdom, East Midlands, DE12SL",0.68,yes
18363,8241,"Blue Jay by Marston's Inns, Linville Close Derby RayneswayDerby, East Midlands, DE217HX","Blue Jay, Linville Close, Derby, East Midlands, DE217HX",0.727,yes
18365,1144,"Melbourne View Hotel, Station Road MelbourneDerby, South Derbyshire, East Midlands, DE738BR","Melbourne View Hotel, Station Road, Derby, , United Kingdom, South Derbyshire, East Midlands, DE738BR",0.7434,yes
18407,8051,"Kings Head, 42 Norwich Street DerehamNorfolk, Breckland, East of England, NR191AD","King's Head Hotel, 42, Norwich Street, Dereham, Breckland, East of England, NR191AD",0.7953,yes
18413,7913,"The Romany Rye, Church Street DerehamNorfolk, Breckland, East of England, NR191DL","The Romany Rye, Church Street, Dereham, , GB, Breckland, East of England, NR191DL",0.7902,yes
18534,1844,"The Bedford Hotel, 1 Plymouth Road TavistockDevon, West Devon, South West, PL198BB","The Bedford, 1, Plymouth Road, Tavistock, , United Kingdom, West Devon, South West, PL198BB",0.7696,yes
18549,5539,"The Horn Of Plenty, Gulworthy Tavistock Devon, West Devon, South West, PL198JD","Horn of Plenty Hotel, Gulworthy, West Devon, South West, PL198JD",0.7707,yes
18556,6919,"Langstone Cliff Hotel, Mount Pleasant Road Dawlish Warren Dawlish WarrenDawlishDevon, Teignbridge, South West, EX70NA","Langstone Cliff Hotel, Mount Pleasant Road, Dawlish, Teignbridge, South West, EX70NA",0.7,yes
18560,600,"The Globe Inn, 9 High Street ChagfordNewton AbbotDevon, West Devon, South West, TQ138AJ","Globe Inn, 9, High Street, West Devon, , United Kingdom, South West, TQ138AJ",0.68,yes
18578,8988,"The Three Crowns, High Street Chagford Newton Abbot, West Devon, South West, TQ138AJ","The Three Crowns Hotel, High Street, West Devon, South West, TQ138AJ",0.6833,yes
18619,1473,"Duchy House Guest House, Tavistock Road Princetown, West Devon, South West, PL206QF","Duchy House B&B, Tavistock Road, West Devon District, , GB, South West, PL206QF",0.7625,Yes
18699,1039,"The White Hart Hotel, Fore Street HolsworthyDevon, Torridge, South West, EX226EB","White Hart Hotel, Fore Street, Torridge, , United Kingdom, South West, EX226EB",0.74,Yes
18848,6362,"Apartment In Passage House, Hackney Lane Kingsteignton  United Kingdom, Teignbridge, South West, TQ123QH","Passage House Hotel, Hackney Lane, Kingsteignton, Teignbridge, South West, TQ123QH",0.7,Yes
19087,7276,"The Whitehouse, 42 Leanaig Road Conon BridgeRoss-shire, Highland, IV78BB","Bikers B&B at The White House, 42, Leanaig Road, Highland, IV78BB",0.7756,Yes
19253,702,"Beverley Inn & Hotel, 117 THORNE ROAD Doncaster, Yorkshire and The Humber, DN32JE","The Beverley Inn, 117, Thorne Road, Doncaster, , United Kingdom, Yorkshire and The Humber, DN32JE",0.7,Yes
19258,3277,"Balmoral, 129 Thorne Road Doncaster, Yorkshire and The Humber, DN25BH","Balmoral Hotel, 129, Thorne Road, Doncaster, , GB, Yorkshire and The Humber, DN25BH",0.7,Yes
19261,3274,"Kellett Hotel, 87-89 Thorne Road Doncaster, Yorkshire and The Humber, DN12ES","The Kellett Hotel, 87,89, Thorne Road, Doncaster, , GB, Yorkshire and The Humber, DN12ES",0.7,Yes
19398,3870,"Wotton House, Guildford Road Surrey Dorking  Dorking Dorking Surrey, Mole Valley, South East, RH56HS","Wotton House, Guildford Road, Dorking, Mole Valley, South East, RH56HS",0.7647,Yes
19474,10855,"Plumber Manor, Sturminster Newton  Dorset, South West, DT102AF","Plumber Manor Country House Hotel & Restaurant, Dorset, South West, DT102AF",0.734,Yes
19480,1511,"East Close Hotel, Lyndhurst Road HintonChristchurchDorset, New Forest, South East, BH237EF","East Close Country House Hotel, Lyndhurst Road, New Forest, , United Kingdom, South East, BH237EF",0.72,Yes
19880,7118,"The Blue Bell Main Street Burton Agnes Burton Agnes, East Riding of Yorkshire, Yorkshire and The Humber, YO254NG","Blue Bell Hotel, Main Street, Burton Agnes, East Riding of Yorkshire, Yorkshire and The Humber, YO254NG",0.7,Yes
19947,10859,"The Manor House Hotel, 10/15 High Street DronfieldDerbyshire, North East Derbyshire, East Midlands, S181PY","Manor House, 10-14, High Street, Dronfield, North East Derbyshire, East Midlands, S181PY",0.6571,Yes
20044,1498,"The Lion, 2 Bank Square DulvertonSomerset, South West, TA229BU","Lion Hotel, 2, Bank Square, Dulverton, , GB, Somerset, South West, TA229BU",0.6658,Yes
20064,1636,"Travelodge Dumbarton, A82 Stirling Road MiltonDumbarton Near Glasgow, West Dunbartonshire, G822TZ","Travelodge, A82 Stirling Road, Milton, , United Kingdom, West Dunbartonshire, G822TZ",0.666,Yes
20066,8100,"Abbotsford Hotel, Stirling Road DumbartonDunbartonshireScotland, West Dunbartonshire, G822PJ","Abbotsford Hotel, Stirling Road, West Dunbartonshire, G822PJ",0.7341,yes
20147,6454,"Hillside Hotel Dunbar, 3 Queens Road Dunbar, East Lothian, EH421LA","Hillside Hotel, 3, Queen's Road, Dunbar, East Lothian, EH421RB",0.6609,yes
20210,9421,"Staybridge Suites Dundee, Lower Dens Mill Dens Street Constable Street, Dundee City, DD46AD","Staybridge Suites Dundee, Constable Street, Dundee, Dundee City, DD46AD",0.76,yes
20337,11063,"Glenmorag Hotel, 3 Kilbride Road Dunoon, Argyll and Bute, PA237QH","Glenmorag Hotel, 3, Kilbride Road, , GB, Argyll and Bute, PA237QH",0.7,yes
20407,10381,"Old Palace Lodge, Church Street DunstableBedfordshire, Central Bedfordshire, East of England, LU54RT","The Old Palace Lodge Hotel, Church Street, Dunstable, , GB, Central Bedfordshire, East of England, LU54RT",0.6625,yes
20449,8889,"Travelodge Hartlepool Marina, Metropolitan Park The Lanyard The LanyardHartlepool, North East, TS240XS","Travelodge, The Lanyard, Hartlepool, North East, TS240XS",0.7402,yes
20459,746,"The Douglas Hotel, 2 Grange Road Hartlepool, North East, TS268JA","Douglass Hotel, 2, Grange Road, Hartlepool, , United Kingdom, North East, TS268JA",0.7395,yes
20477,11101,"Lumley Castle, Chester le Street Durham, County Durham, North East, DH34NX","Lumley Castle, Chester-le-Street, County Durham, North East, DH34NX",0.7587,yes
20483,7424,"Hotel Bannatyne Durham, Eden Terrace Durham, County Durham, North East, DH12HJ","Hotel Bannatyne, Eden Terrace, Durham, County Durham, North East, DH12HJ",0.7748,yes
20484,7354,"The Kings Lodge Inn, Flass Vale Waddington Street Flass ValeDurham City, County Durham, North East, DH14BG","Kingslodge Inn, Waddington Street, Durham, County Durham, North East, DH14BG",0.7121,yes
20486,6877,"Seaham Hall and Serenity Spa, Lord Byrons Walk Seaham County Durham, North East, SR77AG","Seaham Hall Hotel, Lord Byron's Walk, Seaham, County Durham, North East, SR77AG",0.6727,yes
20494,1346,"Park Head Hotel & Restaurant, 13 Park View Terrace New Coundon Bishop AucklandCounty Durham, North East, DL148QB","The Park Head Hotel, 13, Park View Terrace, Bishop Auckland, , United Kingdom, County Durham, North East, DL148QB",0.6882,yes
20496,6151,"Premier Inn Durham City Centre, Freemans Place  WalkergateDurham, County Durham, North East, DH11SQ","Premier Inn, Durham City Centre (Walkergate), Freemans Place, Durham, County Durham, North East, DH11SQ",0.6852,yes
20550,5056,"Travelodge Washington A1(M) Northbound, Moto Service Area A1(M)PortobelloWashington, Gateshead, North East, DH32SJ","Travelodge, Washington Services Northbound, Chester-le-Street, Gateshead, North East, DH32SJ",0.7983,yes
20618,5324,"Horsley Hall Eastgate, County Durham, North East, DL132LJ","Horsley Hall, Bishop Auckland, County Durham, North East, DL132LJ",0.7,yes
20758,64,"Duxford Lodge Hotel, ICKLETON ROAD, . 0 . DUXFORD, South Cambridgeshire, East of England, CB224RT","Duxford Lodge, Ickleton Road, South Cambridgeshire, , GB, East of England, CB224RT",0.7786,yes
20790,5933,"Gravetye Manor, Vowels Lane East Grinstead West HoathlySussex, Mid Sussex, South East, RH194LJ","Gravetye Manor, Vowels Lane, East Grinstead, Mid Sussex, South East, RH194LJ",0.7,yes
20793,8347,"Premier Inn East Grinstead, London Road Felbridge  East Grinstead West Sussex FelbridgeEast GrinsteadWest Sussex, Tandridge, South East, RH192QR","Premier Inn, London Road, East Grinstead, Tandridge, South East, RH192QR",0.7028,yes
20816,8460,"The Linton Hotel, 3 Bridgend East LintonEast Lothian, EH403AF","The Linton, 3, Bridgend, East Lothian, EH403AF",0.7286,yes
20822,9003,"The Cumberland Hotel, 34 36 Grand Parade EastbourneEast Sussex, South East, BN213YT","The Cumberland Hotel, 34-36, Grand Parade, Eastbourne, South East, BN213YT",0.7846,Yes
20842,9374,"The Glastonbury Hotel, 4-9 Royal Parade EastbourneEast Sussex, South East, BN227AR","Glastonbury Hotel, Royal Parade, Eastbourne, South East, BN227AR",0.6846,Yes
20848,10429,"Best Western York House Hotel, 14-22 Royal Parade EastbourneEast Sussex, South East, BN227AP","Best Western York House Hotel, 14-22, Royal Parade, Eastbourne, South East, BN227AP",0.7846,Yes
20854,9793,"The Grand Hotel Eastbourne, King Edwards Parade EastbourneEast Sussex, South East, BN214EQ","The Grand Hotel, King Edward's Parade, Eastbourne, South East, BN214EQ",0.6767,Yes
20858,10430,"Atlanta Guesthouse, 10 Royal Parade EastbourneEast Sussex, South East, BN227AR","Atlanta Hotel, 10, Royal Parade, Eastbourne, South East, BN227AR",0.7846,Yes
20863,10428,"East Beach Hotel, 23-25 Royal Parade EastbourneEast Sussex, South East, BN227AN","The East Beach Hotel, 23-25, Royal Parade, Eastbourne, South East, BN227AN",0.7846,Yes
20874,10733,"Royal Hotel, 8-9 Marine Parade EastbourneEast Sussex, South East, BN213DX","The Royal, 8-9, Marine Parade, Eastbourne, South East, BN213DX",0.7902,Yes
20882,8996,"The Pier, 4 Grand Parade EastbourneEast Sussex, South East, BN213EH","The Pier Hotel, 4, Grand Parade, Eastbourne, South East, BN213EH",0.6846,Yes
20890,8748,"Queens Hotel, Marine Parade EastbourneEast Sussex, South East, BN213DY","Queens Hotel, Marine Parade, Eastbourne, South East, BN213DY",0.6902,Yes
20903,9306,"Imperial Hotel, Devonshire Place EastbourneEast Sussex, South East, BN214AH","Imperial Hotel, Devonshire Place, Eastbourne, South East, BN214AH",0.7043,yes
21023,555,"Holiday Inn Express Edinburgh Waterfront, Britannia Way/Ocean Drive Leith Edinburgh, City of Edinburgh, EH66JJ","Holiday Inn Express Edinburgh-Waterfront, 101, Ocean Drive, Edinburgh, , United Kingdom, City of Edinburgh, EH66JJ",0.7833,yes
21037,1477,"Premier Inn Edinburgh City Centre, 122 123 Princess Street Edinburgh, City of Edinburgh, EH24AD","Premier Inn, 121-123, Princes Street, Edinburgh, , United Kingdom, City of Edinburgh, EH24AD",0.7913,yes
21084,633,"Macdonald Marine Hotel & Spa, 18 Cromwell Road North BerwickEast Lothian, EH394LZ","Marine North Berwick, 18, Cromwell Road, North Berwick, , United Kingdom, East Lothian, EH394LZ",0.75,yes
21142,1540,"Regent House Hotel, 3-5 Forth Street EdinburghMidlothian, City of Edinburgh, EH13JX","Regent House Hotel, 3, Forth Street, Edinburgh, , United Kingdom, City of Edinburgh, EH13JX",0.7636,yes
21158,749,"Novotel Edinburgh Centre, 80 Lauriston Place EdinburghScotland, City of Edinburgh, EH39DE","Novotel, 80, Lauriston Place, Edinburgh, , GB, City of Edinburgh, EH39DG",0.7,yes
21167,1387,"Travelodge Edinburgh Central Queen Street, Queen 30 31 Edinburgh, City of Edinburgh, EH21JX","Travelodge Edinburgh Central Queen Street, 30, Queen Street, Edinburgh, , United Kingdom, City of Edinburgh, EH21JX",0.6857,yes
21183,1502,"The Roseate Edinburgh, West Coates, 4 EDINBURGH, City of Edinburgh, EH125JQ","Roseate, 4, West Coates, Edinburgh, , GB, City of Edinburgh, EH125JQ",0.73,yes
21192,748,"Premier Inn Edinburgh Central Lauriston Place, Lauriston Place, 82 EDINBURGH, City of Edinburgh, EH39DG","Premier Inn, 82, Lauriston Place, Edinburgh, , United Kingdom, City of Edinburgh, EH39DG",0.7244,yes
21202,1524,"Frederick House Hotel, 42 Frederick Street Edinburgh, City of Edinburgh, EH21EX","Frederick House Hotel, 42, Frederick Street, Edinburgh, , United Kingdom, City of Edinburgh, EH21LN",0.7,yes
21213,11287,"Holiday Inn Express Edinburgh Airport, Ingliston Road 101  Edinburgh Edinburgh Scotland, City of Edinburgh, EH288AU","Holiday Inn Express Edinburgh Airport, 101, Ingliston Road, Edinburgh, City of Edinburgh, EH288AU",0.7783,yes
21241,700,"Malmaison Edinburgh, One Tower Place Edinburgh, City of Edinburgh, EH67BZ","Malmaison, 1, Tower Place, Edinburgh, , United Kingdom, City of Edinburgh, EH67BZ",0.7875,yes
21260,1049,"Harbour Apartments, Western Harbour Midway, 2 EDINBURGH, City of Edinburgh, EH66PN","Ocean Apartments, 2, Western Harbour Midway, Edinburgh, , United Kingdom, City of Edinburgh, EH66PN",0.7581,yes
21280,11357,"Great Fosters, Stroude Road  Egham Egham Surrey, Runnymede, South East, TW209UR","Great Fosters, Stroude Road, Egham, Runnymede, South East, TW209UR",0.7689,yes
21281,8207,"Travelodge Egham, Church Road Egham, Surrey, Runnymede, South East, TW209HZ","Travelodge, Church Road, Egham, Runnymede, South East, TW209HZ",0.7192,yes
21393,3247,"ibis London Sutton Point, 8 Sutton Plaza Sutton Ct Road Sutton, Sutton, , United Kingdom, London, SM14FS","Adagio London Sutton Point, 8, Sutton Court Road, Sutton, , United Kingdom, SM14FS",0.7909,Yes
21393,3248,"ibis London Sutton Point, 8 Sutton Plaza Sutton Ct Road Sutton, Sutton, , United Kingdom, London, SM14FS","ibis London Sutton Point, 8, Sutton Court Road, Sutton, , United Kingdom, SM14FS",0.7909,Yes
21402,268,"Dunstanburgh Castle, Embleton AlnwickNorthumberland, North East, NE663UN","Dunstanburgh Castle Hotel, Front Street, Embleton, Northumberland, , United Kingdom, North East, NE663UN",0.7838,Yes
21489,2617,"Knockninny Country House & Marina, Knockninny Quay Derrylin, Fermanagh and Omagh, BT929JU","Knockninny Country House & Marina, 104, Knockninny Road, , United Kingdom, Fermanagh and Omagh, BT929JU",0.74,Yes
21512,245,"Holiday Inn Express London Epsom Downs, Langley Vale Road EpsomSurrey, Epsom and Ewell, South East, KT185LG","Holiday Inn Express, Langley Vale Road, Epsom and Ewell, , United Kingdom, South East, KT185LG",0.6646,Yes
21533,6998,"The Foley, 106 Hare Lane Claygate ClaygateSurrey, Elmbridge, South East, KT100LZ","The Foley, 106, Hare Lane, Claygate, Elmbridge, South East, KT100LZ",0.7286,Yes
21576,568,"Travelodge Chelmsford, Army & Navy 128 136 Parkway . Army NavyChelmsfordEssex, East of England, CM27GY","Travelodge, 128-136, Parkway, Chelmsford, , United Kingdom, East of England, CM27GY",0.7048,Yes
21583,6644,"Lifehouse Spa & Hotel, Frinton Road  Thorpe Le Soken Thorpe-le-Soken Thorpe-le-SokenEssex, Tendring, East of England, CO160JD","Lifehouse Spa & Hotel, Frinton Road, Thorpe-le-Soken, Tendring, East of England, CO160JD",0.7344,Yes
21591,8865,"Best Western Rose & Crown Hotel, East Street ColchesterEssex, East of England, CO12TZ","Best Western The Rose & Crown, East Street, Colchester, East of England, CO12TZ",0.7325,Yes
