orig_indexA,orig_indexB,text_a,text_b,lat_a,long_a,lat_b,long_b,prediction,true_label,generated_text,correct
38007,4468,"Travelodge London Central Southwark, 202 206 Union Street Southwark SouthwarkGreater London, SE10LH","Travelodge London Central Southwark, 202-206, Union Street, London, SE10LH",51.50366,-0.10223,51.46506925,-0.98086805,1,1,MATCH,True
53090,3082,"The Oak Hotel, 66 Harbour Parade RamsgateKent, Thanet, South East, CT118LN","The Oak Hotel, 66, Harbour Parade, Ramsgate, Kent, , GB, Thanet, South East, CT118LN",51.33221,1.42182,55.2232337,-3.7494703,1,1,MATCH,True
21710,10934,"Blue Ivy Hotel, 4-6 North Hill Colchester, East of England, CO11DZ","Colchester Boutique Hotel, 4-6, North Hill, Colchester, East of England, CO11DZ",51.890896,0.896441,51.62529805,0.0323754,1,1,MATCH,True
15210,10340,"Porth Veor Manor Villas & Apartments, Porth Way, Porth, Cornwall, South West, TR73LW","Porth Veor Manor Hotel, Porth Way, Newquay, Cornwall, South West, TR73LW",50.421781,-5.057024,50.71687685,-1.88563535,1,1,MATCH,True
20487,4477,"Travelodge Durham, Station Lane Gilesgate GilesgateDurhamCounty Durham, North East, DH11LJ","Travelodge, Durham, County Durham, North East, DH11LJ",54.77892685,-1.562602997,54.77940115,-1.56261108,1,1,MATCH,True
37456,4072,"Belmont & Astoria Hotel, 100 & 104 Sussex Gardens PaddingtonLondonGreater London, Westminster, W21UH","Belmont Hotel, 104, Sussex Gardens, London, Westminster, W21UH",51.51631165,-0.171020001,51.51624725,-0.171398646,1,1,MATCH,True
4154,4000,"D'parys, 45 De Parys Avenue Bedford, East of England, MK402UA","d'Parys, 41-45, De Parys Avenue, Bedford, , GB, East of England, MK402UA",52.142876,-0.466624,51.5076904,-0.1423342,1,1,MATCH,True
59758,17354,"Manor House Hotel, 11-12 Main Street Saint BeesCumbria, Cumberland, North West, CA270DE","Manor House Hotel, 11-12 Main Street Saint BeesCumbria, Cumberland, North West, CA270DE",54.4914,-3.5898,54.4914,-3.5898,1,1,MATCH,True
6412,9562,"Hyde Park Court Hotel, 48, Norfolk Square, London, GB","Hyde Park Talbot Square, 18, Talbot Square",51.5164762,-0.17299045,51.51523815,-0.174613963,0,1,NO_MATCH,False
30392,8131,"The Snowdon House, 19 Queens Rd Shanklin Isle of Wight, South East, PO376AW","Snowdon Hotel, 19, Queen's Road, Shanklin, , GB, Isle of Wight, South East, PO376AW",50.63058,-1.17487,50.63029655,-1.1745939,1,1,MATCH,True
12209,8350,"Brook Mollington Banastre Hotel & Spa, Parkgate Road Mollington MollingtonChester, Cheshire West and Chester, North West, CH16NN","Mollington Banastre Hotel, Parkgate Road, Chester, Cheshire West and Chester, North West, CH16NN",53.216481,-2.916688,50.99219045,-0.08729595,1,1,MATCH,True
33786,6092,"The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW","The Belvedere, 91-93 Albert Road  Blackpool, North West, FY14PW",53.81587,-3.04916,53.81587,-3.04916,1,1,MATCH,True
49181,4966,"Cotswold Lodge Hotel, 66A Banbury Road Oxford, South East, OX26JP","Cotswold Lodge, 66a, Banbury Road, Oxford, South East, OX26JP",51.76539,-1.260456,51.49615295,-0.4482658,1,1,MATCH,True
56906,10252,"The Homestar, 14 Firbeck Avenue SkegnessLincolnshire, East Lindsey, East Midlands, PE253JY","Greenbank Guest House, 143 main street Callander, Stirling, FK178BH",53.1384,0.34065,56.24255,-4.20981,0,1,NO_MATCH,False
61793,3741,"Ibis budget Swindon, 1 Henry Street Swindon, South West, SN15BX","Ibis Budget Swindon, 1, Henry Street, Swindon, , United Kingdom, South West, SN15BX",51.5629,-1.78712,53.1833659,-3.4183516,1,1,MATCH,True
6071,2432,"The Florida Hotel, 32 Charnley Road Blackpool, North West, FY14PF","Butterfly Hotel, 32, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81502573,-3.049296141,53.8150542,-3.0495268,1,1,MATCH,True
48384,9738,"The Greenwood Hotel Wetherspoon, 674 Whitton Avenue West NortholtLondon, Ealing, UB54LA","The Greenwood Hotel, 674, Whitton Avenue West, Northolt, , GB, Ealing, London, UB54LA",51.55295,-0.35137,51.55301845,-0.351486465,1,1,MATCH,True
51587,8076,"The Pitlochry Hydro Hotel, Knockard Road Pitlochry, Perth and Kinross, PH165JH","Pitlochry Hydro Hotel, Knockard Road, Pitlochry, Perth and Kinross, PH165JH",56.70657,-3.72966,56.70649108,-3.729084673,1,1,MATCH,True
37606,9607,"Apollo Hotel, 64 66 Queensborough Terrace Bayswater Bayswate London, RW23SH","Apollo Hotel, 64-66, Queensborough Terrace",51.511237,-0.185019,51.51173525,-0.18501525,1,1,MATCH,True
33248,5654,"Number 42, King Edward Ave Blackpool, North West, FY29TA","Number 42, King Edward Ave Blackpool, North West, FY29TA",53.83547,-3.05135,53.83547,-3.05135,1,1,MATCH,True
37710,6412,"Hyde Park Court Hotel, 48 Norfolk Square Paddington PaddingtonLondon, Westminster, W21RT","Hyde Park Court Hotel, 48, Norfolk Square, London, GB",51.516518,-0.172646,51.5164762,-0.17299045,1,1,MATCH,True
17963,10723,"Bannatyne Hotel Darlington, Southend Avenue  DarlingtonCounty Durham, North East, DL37HZ","Bannatyne Hotel, Southend Avenue, Darlington, North East, DL37HZ",54.52061,-1.56088,51.5289352,0.79434645,1,1,MATCH,True
5168,4542,"Eaton Hotel, 279 Hagley Road Edgbaston Birmingham, West Midlands, B169NB","The Eaton Hotel, 279, Hagley Road, Birmingham, , GB, West Midlands, B169NB",52.47171,-1.946937,52.47204365,-1.946845053,1,1,MATCH,True
53045,4818,"Premier Inn Edinburgh South Queensferry, Builyeon Road SOUTH QUEENSFERRY, City of Edinburgh, EH309YJ","Premier Inn, Builyeon Road, South Queensferry, City of Edinburgh, EH309YJ",55.984231,-3.405185,55.98370308,-3.407245107,1,1,MATCH,True
39402,5615,"Hart Shoreditch Hotel London, Curio Collection by Hilton, 61 - 67 Great Eastern St, Hackney, Hackney, London  , United Kingdom, EC2A3HU","Hart Shoreditch Hotel London, Curio Collection by Hilton, 61 - 67, Great Eastern Street, London, Hackney, EC2A3HU",51.5249,-0.08146,51.5227547,-0.10359105,1,1,MATCH,True
67354,1623,"The George Hotel, Quay Street Yarmouth Isle Of Wight, South East, PO410PE","The George Hotel, Quay Street, Yarmouth, Isle Of Wight, , GB, South East, PO410PE",50.70622,-1.50001,51.4971533,-0.0902618,1,1,MATCH,True
48084,1485,"J.D.Young, 2 4 Market Place Harleston HarlestonNorwichNorfolk, South Norfolk, East of England, IP209AD","JD Young Hotel, 2-4, Market Place, Harleston, , United Kingdom, South Norfolk, East of England, IP209AD",52.40153,1.29889,57.4797894,-4.2280179,1,1,MATCH,True
18315,360,"ibis budget Derby, B5008 Etwall Road Willington Etwall RoadWillington, South Derbyshire, East Midlands, DE656DX","Ibis Budget, Etwall Road, Derby, , United Kingdom, South Derbyshire, East Midlands, DE656DX",52.864248,-1.562453,50.7891185,-1.098468,1,1,MATCH,True
1119,4575,"Holnicote House, Park Street Minehead, Somerset, South West, TA248TJ","HF Holidays Holnicote House, Minehead Road, Minehead, Somerset, , GB, South West, TA248TJ",51.206014,-3.561911,55.54353705,-5.11394095,1,1,MATCH,True
11761,23939,"The Greenway Hotel & Spa, Greenway Lane Shurdington CheltenhamGloucestershire, Tewkesbury, South West, GL514UG","The Greenway Hotel & Spa, Greenway Lane Shurdington CheltenhamGloucestershire, Tewkesbury, South West, GL514UG",51.85916,-2.1175,51.85916,-2.1175,1,1,MATCH,True
5276,4441,"ibis Birmingham Centre Irving Street, 55 Irving Street Birmingham, West Midlands, B11DH","Ibis (Rooms), 55, Irving Street, Birmingham, West Midlands, B11DH",52.47262,-1.90245,52.47268765,-1.903002395,1,1,MATCH,True
5175,4515,"Cobden Hotel Birmingham, 166 Hagley Rd Birmingham, West Midlands, B169NZ","Cobden Hotel, 166-174, Hagley Road, Birmingham, , GB, West Midlands, B169NZ",52.4719,-1.939089,52.47145275,-1.939149905,1,1,MATCH,True
29246,162,"The Olde Bell, High Street Hurley Hurley, Windsor and Maidenhead, South East, SL65LX","The Olde Bell, High Street, Hurley, , United Kingdom, Windsor and Maidenhead, South East, SL65LX",51.54623,-0.81004,51.8576372,-1.1149228,1,1,MATCH,True
54383,1236,"The Lion Hotel, High Street  Buckden, Huntingdonshire, East of England, PE195XA","The Lion, 46, High Street, St Neots, , United Kingdom, Huntingdonshire, East of England, PE195XA",52.29364,-0.25433,54.5863378,-5.934529,1,1,MATCH,True
46861,58839,"Little Haven Hotel, River Drive Littlehaven Tyne & Wear LittlehavenSouth Shields Tyne & Wear, South Tyneside, North East, NE331LH","Little Haven Hotel, River Drive Littlehaven Tyne & Wear LittlehavenSouth Shields Tyne & Wear, South Tyneside, North East, NE331LH",55.006667,-1.426752,55.006667,-1.426752,1,1,MATCH,True
30663,2713,"The Anchor Inn, 1 3 High Street, Isle of Wight, South East, PO317SA","The Anchor Inn, 1, High Street, Cowes, , GB, Isle of Wight, South East, PO317SA",50.761239,-1.297624,53.3219009,-3.8107319,1,1,MATCH,True
8252,3310,"The Oriental Guest House, 9 Oriental Place Hove BrightonThe City of Brighton and Hove, South East, BN12LJ","The Oriental, 9, Oriental Place, Brighton, , GB, Brighton and Hove, South East, BN12LJ",50.822959,-0.153428,56.4156469,-5.4725589,1,1,MATCH,True
46861,5414,"Little Haven Hotel, River Drive Littlehaven Tyne & Wear LittlehavenSouth Shields Tyne & Wear, South Tyneside, North East, NE331LH","The Little Haven, River Drive, South Shields, South Tyneside, North East, NE331LH",55.006667,-1.426752,55.00518374,-1.426297041,1,1,MATCH,True
17128,1412,"Travelodge Carlisle Central, Cecil Street Carlisle, Cumberland, North West, CA11NL","Travelodge Carlisle Central, Cecil Street, Carlisle, , United Kingdom, Cumberland, North West, CA11NL",54.89263916,-2.930197001,55.8968685,-4.9527845,1,1,MATCH,True
37716,9649,"Pembridge Palace Hotel, 55 PrinceÂs Square  London, Westminster, W24PX","Pembridge Palace Hotel, 55, Prince's Square",51.513492,-0.192363,51.51337515,-0.192265508,1,1,MATCH,True
49484,293,"Russell Court, 31 Esplanade Road, Torbay, South West, TQ46BL","Russell Hotel, Esplanade Road, Paignton, , United Kingdom, Torbay, South West, TQ46BL",50.4389,-3.5601,50.4390891,-3.55989,1,1,MATCH,True
34976,836,"Hot el Apartments Edinburgh Waterfront, Western Harbour Breakwater 9  Edinburgh, City of Edinburgh, EH66PZ","Hot-el Apartments, 9, Western Harbour Breakwater, Edinburgh, , United Kingdom, City of Edinburgh, EH66PZ",55.986918,-3.190034,51.0044212,-2.6807099,1,1,MATCH,True
24802,5919,"Royal Hotel, 4 Marine Parade Great YarmouthNorfolk, East of England, NR303AE","Royal Hotel, 4, Marine Parade, Great Yarmouth, East of England, NR303AE",52.60104,1.73589,51.8546584,-0.3977095,1,1,MATCH,True
35945,3146,"Balmoral Lodge Hotel, 41 Queens Road Southport, Sefton, North West, PR99EX","Balmoral Lodge Hotel, 41, Queen Street, Southport, , United Kingdom, Sefton, North West, PR99EX",53.652557,-2.993606,50.6224449,-1.1816217,1,1,MATCH,True
54789,30473,"Premier Inn Isle of Wight Sandown, Merrie Gardens Newport Road  Sandown, Isle of Wight, South East, PO369PE","Premier Inn Isle of Wight Sandown, Merrie Gardens Newport Road  Sandown, Isle of Wight, South East, PO369PE",50.64724061,-1.178691387,50.64724061,-1.178691387,1,1,MATCH,True
19079,859,"National Hotel, High Street Dingwall, Highland, IV159HA","The National Hotel, High Street, Dingwall, , United Kingdom, Highland, IV159HA",57.59512562,-4.424500367,55.6637036,-3.7827567,1,1,MATCH,True
64522,6940,"Castle Limes Hotel, 2-4 Coventry Road Warwick, West Midlands, CV344LJ","Castle Limes Hotel, 2-4, Coventry Road, Warwick, West Midlands, CV344LJ",52.28405,-1.5805,53.25073615,-1.42383355,1,1,MATCH,True
46795,6760,"Britannia Hotel Newcastle Airport, Ponteland Woolsington WoolsingtonNewcastle-upon-Tyne, Newcastle upon Tyne, North East, NE138DJ","Britannia Hotel Newcastle Airport, Ponteland, Newcastle upon Tyne, North East, NE138DJ",55.03802,-1.71366,55.03865475,-1.714404799,1,1,MATCH,True
24831,5951,"Arona Guest, 14 15 Sandown Rd Great YarmouthNorfolk, East of England, NR301EY","A'rona Hotel, 14-15, Sandown Road, Norwich, , GB, Great Yarmouth, East of England, NR301EY",52.613533,1.736613,55.7788158,-4.16229645,1,1,MATCH,True
55854,8117,"Ocean View, 1-5 Park Road Shanklin, Isle of Wight, South East, PO376BB","Ocean View Hotel, 1,3,5, Park Road, Shanklin, , GB, Isle of Wight, South East, PO376BB",50.6303,-1.17397,50.6276171,-1.1743101,1,1,MATCH,True
27973,402,"The White Horse, 234 Hertingfordbury Road HertingfordburyHertfordHertfordshire, East Hertfordshire, East of England, SG142LB","The White Horse, 234, Hertingfordbury Road, Hertford, , United Kingdom, East Hertfordshire, East of England, SG142LB",51.79191971,-0.106393002,54.5005271,-6.6581438,1,1,MATCH,True
38730,10009,"DoubleTree by Hilton London Kingston Upon Thames, 1 Skerne Road Kingston upon Thames, London, KT25FJ","DoubleTree by Hilton Kingston Upon Thames, 1, Skerne Road, Kingston upon Thames, London, KT25FJ",51.413692,-0.305315,51.41371705,-0.305578179,1,1,MATCH,True
12147,8327,"Premier Inn Chester Central, Caldy Valley Road BoughtonChester, Cheshire West and Chester, North West, CH35PR","Premier Inn Chester Central South East, Caldy Valley Road, Chester, Cheshire West and Chester, North West, CH35PR",53.18517858,-2.856139541,57.67356685,-2.69204815,1,1,MATCH,True
44386,6989,"Premier Inn Manchester City Centre, 72 Dale Street Manchester ManchesterGreater Manchester, North West, M12HG","Premier Inn, 72, Dale Street, Manchester, , GB, North West, M12HR",53.4797411,-2.2322407,55.4715578,-1.60868585,1,1,MATCH,True
37805,4914,"Victoria Inn, 65-67 Belgrave Road Victoria VictoriaLondon, Westminster, SW1V2BG","The Victoria Inn London, 65-67, Belgrave Road, London, Westminster, SW1V2BG",51.490228,-0.137874,51.4903342,-0.137701257,1,1,MATCH,True
47,4801,"Palm Court Hotel, 81 Seafield Road Aberdeen, Aberdeen City, AB157YX","Palm Court Hotel, 81, Seafield Road, Aberdeen, Aberdeen City, AB157YX",57.133758,-2.145842,57.13342565,-2.146126143,1,1,MATCH,True
46902,4784,"Premier Inn Newcastle Gosforth Cramlington, Moor Farm Roundabout Off Front Street Annitsford  Cramlington Tyne & Wear Off Front StreetMoorfarm Industrial EstateNewcastle upon Tyne, Northumberland, North East, NE237QA","Premier Inn, Cramlington, Northumberland, North East, NE237QA",55.0651,-1.58148,55.06503744,-1.58067162,1,1,MATCH,True
38866,8837,"Romanos Hotel, 31 Charlwood Street VictoriaLondon, Westminster, SW1V2DU","Romanos Hotel, 31, Charlwood Street, London, Westminster, SW1V2DU",51.49039,-0.13855,51.4902541,-0.138716949,1,1,MATCH,True
44441,5624,"Manchester Piccadilly Hotel, London Road, Manchester, North West, M12PG","Macdonald Manchester Hotel, 91, London Road, Manchester, North West, M12PG",53.475266,-2.229965,53.3651497,-2.2754897,1,1,MATCH,True
46761,3132,"Donard Hotel, 29 Main Street NewcastleCounty Down Northern Ireland, Newry, Mourne and Down, BT330AD","The Donard Hotel, 23-29, Main Street, Newcastle, Down, , United Kingdom, Newry, Mourne and Down, BT330AD",54.214247,-5.888507,54.0494537,-2.802074,1,1,MATCH,True
30045,9628,"Limes Hotel, 99 High Street Needham Market Needham MarketSuffolk, Mid Suffolk, East of England, IP68DQ","Limes Hotel, 99, High Street, Ipswich, Mid Suffolk, East of England, IP68DQ",52.1549,1.05055,54.2222456,-1.65685905,1,1,MATCH,True
56922,5545,"Balmoral, 28 South Parade SkegnessLincolnshire, East Lindsey, East Midlands, PE253HW","The Balmoral Hotel, 28, South Parade, Skegness, , GB, East Lindsey, East Midlands, PE253HW",53.14052,0.3437,51.72304305,-2.11287075,1,1,MATCH,True
28251,8821,"The Vicarage Freehouse & Rooms, Knutsford Road Holmes Chapel Holmes ChapelCranage, Cheshire East, North West, CW48EF","The Vicarage Freehouse & Rooms, Knutsford Road, Cheshire East, North West, CW48EF",53.206798,-2.365467,53.1759665,-2.33735865,1,1,MATCH,True
6153,2477,"Cadeby Lodge, 89 Hornby Road Blackpool, North West, FY14QP","The Residence, 99-101, Hornby Road, Blackpool, , United Kingdom, North West, FY14QP",53.814278,-3.047413,53.8042108,-3.053397,1,1,MATCH,True
46848,6461,"Mercure Newcastle George Washington Hotel Golf & Spa, Stone Cellar Road High Usworth Newcastle High Usworth WashingtonTyne and Wear Newcastle, Sunderland, North East, NE371PH","George Washington Hotel Golf and Spa, Stone Cellar Road, Newcastle, Sunderland, North East, NE371PH",54.92274,-1.534288,54.9256428,-1.5329422,1,1,MATCH,True
31771,17648,"Goodwin House, 29 Southey Street Keswick, Cumberland, North West, CA124EE","Goodwin House, 29 Southey Street Keswick, Cumberland, North West, CA124EE",54.59918,-3.13331,54.59918,-3.13331,1,1,MATCH,True
59763,1453,"Queens Hotel, Main Street St Bees, Cumberland, North West, CA270DE","Queens Hotel, 130, Main Street, St Bees, , United Kingdom, Cumberland, North West, CA270DE",54.49189,-3.59024,50.4144631,-5.0787613,1,1,MATCH,True
4872,10772,"Almond Tree Hotel, 1 Murdock Road BicesterOxon, Cherwell, South East, OX264PP","Almond Tree Hotel, Murdock Road, Bicester, Cherwell, South East, OX264PP",51.900987,-1.140272,57.14054245,-2.1362062,1,1,MATCH,True
37147,252,"Thistle Bloomsbury Park, 126 Southampton Row London, Camden, WC1B5AD","Bloomsbury Park Hotel, 126, Southampton Row, London, , United Kingdom, Camden, WC1B5AD",51.520772,-0.123216,51.5243225,-0.1283055,1,1,MATCH,True
35644,7039,"West Port Hotel, 18-20 West Port LinlithgowScotland, West Lothian, EH497AZ","West Port Hotel, 18-20, West Port, Linlithgow, West Lothian, EH497AZ",55.97594,-3.61137,55.97597045,-3.611747471,1,1,MATCH,True
67491,2158,"The Keep, 8 South Street Yeovil Somerset, South West, BA201QE","The Keep, 8, South Street, Yeovil, , United Kingdom, Somerset, South West, BA201QE",50.94067,-2.63275,51.1564683,-0.1629773,1,1,MATCH,True
8239,3446,"Hudsons, 22 Devonshire Place BrightonThe City of Brighton and Hove, South East, BN21QA","Hudsons, Devonshire Place, Brighton, , United Kingdom, Brighton and Hove, South East, BN21QA",50.82176,-0.13104,51.7463145,-0.5211507,1,1,MATCH,True
38056,6624,"Travelodge London Central Tower Bridge, 1 Goodman's Yard 1 Goodmans Yard Lloyds Court Business CentreLondon, City of London, E18AT","Travelodge, 1, Goodmans Yard, London, City of London, E18AT",51.511166,-0.07346,52.1901198,-2.21951585,1,1,MATCH,True
33995,2431,"Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF","The Victoria, 30, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81517,-3.04876,53.814709,-3.0496877,1,1,MATCH,True
38085,8681,"Malmaison London, 18-21 Charterhouse Square London, Islington, EC1M6AH","Malmaison, 18-21, Charterhouse Square, London, Islington, EC1M6AH",51.52063,-0.10029,51.52076695,-0.100397586,1,1,MATCH,True
12839,10945,"Tudor Farmhouse Hotel, High Street Royal Forest of DeanColeford Gloucestershire, South West, GL168JS","Tudor Farmhouse Hotel, High Street, Coleford, , GB, Forest of Dean, South West, GL168JS",51.76946,-2.61965,52.92052445,-4.22845195,1,1,MATCH,True
51310,1329,"Queens Head Inn, 54 Station Road Nassington NassingtonPeterboroughNorthamptonshire, North Northamptonshire, East Midlands, PE86QB","The Queen's Head, 54, Station Road, Peterborough, , GB, North Northamptonshire, East Midlands, PE86QB",52.555705,-0.425922,53.6101407,-2.9348166,1,1,MATCH,True
47746,11279,"Canal Court, Merchant Quay NewryCounty DownNorthern Ireland, Newry, Mourne and Down, BT358HF","Canal Court Hotel, 34, Merchants Quay, Newry, Down, Newry, Mourne and Down, BT358HF",54.17611,-6.339974,54.1761574,-6.340290012,1,1,MATCH,True
21141,1599,"ibis Edinburgh Centre Royal Mile Hunter Square, 6 Hunter Square Off Royal MileEdinburgh, City of Edinburgh, EH11QW","Ibis, 6, Hunter Square, Edinburgh, , United Kingdom, City of Edinburgh, EH11QW",55.94964,-3.187815,55.8593611,-4.2571115,1,1,MATCH,True
46838,2608,"The Avalon Guest House, 26 South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RE","Aald Northville Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RE",55.04313,-1.44347,55.0431555,-1.4434891,1,1,MATCH,True
6169,33891,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.81536,-3.04875,53.81536,-3.04875,1,1,MATCH,True
61070,561,"Corsewall Castle Farm Lodges, Corsewall Castle Farm Kirkcolm, Dumfries and Galloway, DG90QG","Corsewall Lighthouse Hotel, Corsewall Point, Kirkcolm, , United Kingdom, Dumfries and Galloway, DG90QG",55.00045,-5.15122,54.323915,-2.5184121,0,1,NO_MATCH,False
8213,5382,"Hotel Pelirocco, 10 Regency Square Brighton, Brighton and Hove, South East, BN12FG","Hotel Pelirocco, 10, Regency Square, Brighton and Hove, South East, BN12FG",50.822569,-0.150821,50.8232626,-0.1499586,1,1,MATCH,True
21979,6465,"The Northwick Hotel, Waterside EveshamWorcestershire, Wychavon, West Midlands, WR111BT","Northwick Hotel, Waterside, Evesham, Wychavon, West Midlands, WR111BT",52.09032,-1.94226,56.50154355,-6.80630295,1,1,MATCH,True
10728,2176,"The Pilgrims Hotel, 18 The Friars Canterbury, South East, CT12AS","The Pilgrims Hotel, 18 The Friars Canterbury, South East, CT12AS",51.28061,1.078108,51.28061,1.078108,1,1,MATCH,True
30496,8557,"The Lorron, 90 Sandown Road Isle Of Wight Sandown, South East, PO369JX","The Lorron, 90, Sandown Road, Sandown, , GB, Isle of Wight, South East, PO369JX",50.64357,-1.16873,51.6080992,-0.27677085,1,1,MATCH,True
21135,4047,"Travelodge Edinburgh Central, 33 St. Marys Street Edinburgh Scotland, City of Edinburgh, EH11TA","Travelodge Edinburgh Central, 33, St Mary's Street, Edinburgh, City of Edinburgh, EH11TA",55.949873,-3.18369,55.9496954,-3.183849559,1,1,MATCH,True
33939,6208,"The Aspire, 51 Albert Road Blackpool, North West, FY14TA","The Aspire, 51 Albert Road Blackpool, North West, FY14TA",53.81539,-3.05081,53.81539,-3.05081,1,1,MATCH,True
33380,2434,"Bramlea Hotel, 36 Charnley Road Blackpool Lancashire, North West, FY14PF","The Bramlea, 36, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.815314,-3.049003,53.8151128,-3.0493444,1,1,MATCH,True
26931,1890,"Harrow, Pinner Road, dic-22 HARROW, London, HA14HZ","Harrow Hotel, 12-22, Pinner Road, Harrow, , United Kingdom, London, HA14HZ",51.58112,-0.342837,55.9535124,-3.1867818,1,1,MATCH,True
66633,7604,"Elme Hall Hotel, 69 Elm High Road WisbechCambs, King's Lynn and West Norfolk, East of England, PE140DQ","Elme Hall Hotel, 69, Elm High Road, Wisbech, King's Lynn and West Norfolk, East of England, PE140DQ",52.648539,0.173552,50.36233665,-4.30912385,1,1,MATCH,True
11373,10665,"Carradale Hotel, Argyll Argyll, Argyll and Bute, PA286RY","Carradale Hotel, Argyll Argyll, Argyll and Bute, PA286RY",55.5905126,-5.468337,55.5905126,-5.468337,1,1,MATCH,True
37557,6522,"Travelodge London Enfield, 1 Lumina Way Great Cambridge RoadEnfield, London, EN11FS","Travelodge, 1, Lumina Way, Enfield, London, EN11FS",51.64476,-0.05965,51.6446111,-0.059831131,1,1,MATCH,True
21664,10935,"Riverside Hotel, 2 North Station Rd ColchesterEssex, East of England, CO11RB","Riverside Hotel, 2, North Station Road, Colchester, , GB, East of England, CO11RB",51.89407,0.89583,54.58558505,-0.97350745,1,1,MATCH,True
44322,9980,"Cotford Hotel, 51 Graham Rd MalvernWorcestershire, Malvern Hills, West Midlands, WR142HU","Cotford Hotel, 51, Graham Road, Malvern, Malvern Hills, West Midlands, WR142HU",52.1153,-2.32742,53.81907075,-3.0539699,1,1,MATCH,True
5760,10821,"The Calypso Hotel, 39-43 Albert Road Blackpool, North West, FY14TA","Calypso Hotel, 39-41, Albert Road, Blackpool, North West, FY14TA",53.815072,-3.052016,53.8147156,-3.0519425,1,1,MATCH,True
43812,66,"The Bath Hotel, Lynmouth Street LynmouthNorth Devon, South West, EX356EL","The Bath Hotel, Lynmouth Street, North Devon, , United Kingdom, South West, EX356EL",51.23045,-3.83104,52.0898854,0.1554363,1,1,MATCH,True
52718,8723,"The White Horse Inn Hotel, 2 The Square West Sussex Storrington StorringtonWest Sussex, Horsham, South East, RH204DJ","The White Horse, 2, The Square, Storrington, Horsham, South East, RH204DJ",50.917802,-0.454082,55.9112903,-3.31594375,1,1,MATCH,True
1177,6459,"The Hog's Head Inn, Hawfinch Drive Alnwick, Northumberland, North East, NE662BF","Hogshead Inn, Hawfinch Drive, Alnwick, Northumberland, North East, NE662BF",55.3981,-1.694,55.39761474,-1.693131694,1,1,MATCH,True
17807,1904,"The Waverley Hotel Maryport, 57 Curzon Street Maryport, Cumberland, North West, CA156LW","Waverley Hotel, 57, Curzon Street, Maryport, , United Kingdom, Cumberland, North West, CA156LW",54.71282,-3.49611,52.2102802,0.1180709,1,1,MATCH,True
47220,5439,"Borough Arms Hotel, 26 King Street Newcastle-under-Lyme Staffordshire, West Midlands, ST51HX","Borough Arms Hotel, King Street, Newcastle-under-Lyme, West Midlands, ST51HX",53.01368,-2.22065,52.5583858,-1.70936655,1,1,MATCH,True
37553,11337,"Plaza on the River, 18 Albert Embankment London, Lambeth, SE17TJ","Park Plaza Riverbank, 18, Albert Embankment, London, Lambeth, SE17TJ",51.491631,-0.12167,51.4914307,-0.121393776,1,1,MATCH,True
20858,10430,"Atlanta Guesthouse, 10 Royal Parade EastbourneEast Sussex, South East, BN227AR","Atlanta Hotel, 10, Royal Parade, Eastbourne, South East, BN227AR",50.770757,0.295989,50.77180445,0.2970171,1,1,MATCH,True
60055,5782,"The Swan Hotel, 46-46a Greengate Street StaffordStaffordshire, West Midlands, ST162JA","Swan Hotel, 46, Greengate Street, Stafford, West Midlands, ST162JA",52.805939,-2.116733,51.90449095,-2.07654695,1,1,MATCH,True
937,7358,"Luss Cottages At Loch Lomond Arms Hotel, Loch Lomond Arms Hotel Main Road Argyll, Argyll and Bute, G838NY","Loch Lomond Arms Hotel, Main Road, Luss, Argyll and Bute, G838NY",56.10006,-4.64282,50.6920617,-3.5179394,1,1,MATCH,True
33612,10816,"Mount Mellory, Hull Road, Blackpool, North West, FY14QB","The Mount Mellory Hotel, 3, Hull Road, Blackpool, North West, FY14QB",53.81415,-3.05314,52.46832985,1.74690095,1,1,MATCH,True
38303,4982,"The Jade, 52 Hogarth Road KensingtonLondon, Kensington and Chelsea, SW50PU","The Jade, 52, Hogarth Road, London, , GB, Kensington and Chelsea, SW50PU",51.493762,-0.191615,51.49373165,-0.191382743,1,1,MATCH,True
48528,6636,"Paramount Hotel, 328 Mansfield Road Nottingham, East Midlands, NG52EF","Paramount Hotel, 328, Mansfield Road, Nottingham, East Midlands, NG52EF",52.97199411,-1.152319908,52.9718452,-1.152249989,1,1,MATCH,True
36632,7297,"Wildings Hotel, 14 North Parade Llandudno, Conwy, LL302LP","The Wildings Hotel, 14, North Parade, Llandudno, , GB, Conwy, LL302LP",53.32676,-3.83128,53.32675985,-3.831447214,1,1,MATCH,True
