orig_indexA,orig_indexB,text_a,text_b,lat_a,long_a,lat_b,long_b,distance_m,prediction,true_label,generated_text,correct
38385,5508,"Savoro Restaurant With Rooms, 206 High Street Hadley GreenBarnet, London, EN55SZ","Savoro, 206, High Street, High Barnet, London, EN55SZ",51.65694,-0.2013,51.6569045,-0.201098763,14.432042938640421,1,1,MATCH,True
33442,6240,"The Colwyn Hotel, 569 New South Promenade Blackpool Lancashire, North West, FY41NG","Sea Dreams Hotel, 2-4 Clifton Drive Blackpool, North West, FY41ND",53.78606,-3.05754,53.78779,-3.05715,194.0658221653533,0,0,NO_MATCH,True
33442,2375,"The Colwyn Hotel, 569 New South Promenade Blackpool Lancashire, North West, FY41NG","The Colwyn Hotel, 569, New South Promenade, Blackpool, , United Kingdom, North West, FY41NG",53.78606,-3.05754,53.7863969,-3.0576059,37.710893810862174,1,1,MATCH,True
22742,3266,"Hill Park Hotel, 10 Heath Road Rosyth Rosyth, Fife, KY112BT","Hillpark Hotel, 10, Heath Road, Rosyth, , GB, Fife, KY112BT",56.0339,-3.42012,56.0343801,-3.4208149,68.65565567094599,1,1,MATCH,True
6251,33976,"Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE","The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ",53.813483,-3.046543,53.81403,-3.04908,177.31454511284295,0,0,NO_MATCH,True
6251,6169,"Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.813483,-3.046543,53.81536,-3.04875,254.07459050981214,0,0,NO_MATCH,True
6251,6169,"Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.813483,-3.046543,53.81536,-3.04875,254.07459050981214,0,0,NO_MATCH,True
6251,33995,"Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE","Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF",53.813483,-3.046543,53.81517,-3.04876,237.42798039257056,0,0,NO_MATCH,True
6251,2441,"Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.813483,-3.046543,53.8153313,-3.0486577,248.01770366237034,0,0,NO_MATCH,True
6251,6223,"Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE","The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW",53.813483,-3.046543,53.81599,-3.04888,318.19604463744946,0,0,NO_MATCH,True
6251,2479,"Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE","Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",53.813483,-3.046543,53.8144492,-3.0467397,108.20982810839364,0,0,NO_MATCH,True
6251,6219,"Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.813483,-3.046543,53.81356,-3.04633,16.396703484204238,0,1,NO_MATCH,False
6251,6319,"Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.813483,-3.046543,53.81396,-3.04886,161.09506302945536,0,0,NO_MATCH,True
6251,2440,"Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.813483,-3.046543,53.815287,-3.0487811,248.6509492243186,0,0,NO_MATCH,True
6251,2435,"Avenue Guest House, 56 Reads Avenue Blackpool, North West, FY14DE","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.813483,-3.046543,53.8151365,-3.049272,256.71508390081857,0,0,NO_MATCH,True
1112,11366,"Derwent Manor Hotel, BW Premier Collection, Allensford Northumberland Northumberland, North East, DH89BB","Best Western Derwent Manor Hotel, Consett, Northumberland, North East, DH89BB",54.85234,-1.884423,54.85224745,-1.88316044,81.47330848935003,1,1,MATCH,True
37319,9156,"Travelodge London Bromley, 37 LONDON ROAD BROMLEY, BR11DG","Travelodge London Bromley, 37 LONDON ROAD BROMLEY, BR11DG",51.4103305,0.0099824,51.4103305,0.0099824,0.0,1,1,MATCH,True
37840,10269,"ibis London Shepherds Bush, 3-5 Rockley Road London, Hammersmith and Fulham, W140DJ","Ibis Shepherd's Bush, 3-5, Rockley Road, London, Hammersmith and Fulham, W140DJ",51.501945,-0.220062,51.5035204,-0.220173784,175.34727601365105,1,1,MATCH,True
11516,9031,"Gwesty Gadlys Hotel, Llanbadrig Cemaes Bay, Isle of Anglesey, LL670LH","Gwesty Gadlys Hotel, Cemaes Bay, Isle of Anglesey, LL670LH",53.41641,-4.44173,53.41652675,-4.441373212,26.974302968352838,1,1,MATCH,True
23858,24119,"Queens Hotel Cheltenham MGallery by Sofitel, The Promenade Cheltenham, South West, GL501NN","Malmaison Cheltenham, Bayshill Road Cheltenham, South West, GL503AS",51.89631,-2.08101,51.896219,-2.083765,189.31035422852932,0,0,NO_MATCH,True
33976,6169,"The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.81403,-3.04908,53.81536,-3.04875,149.46762887990678,0,0,NO_MATCH,True
33976,6169,"The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.81403,-3.04908,53.81536,-3.04875,149.46762887990678,0,0,NO_MATCH,True
33976,33995,"The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ","Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF",53.81403,-3.04908,53.81517,-3.04876,128.49120073467546,0,0,NO_MATCH,True
33976,2441,"The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81403,-3.04908,53.8153313,-3.0486577,147.3299154577964,0,0,NO_MATCH,True
33976,6223,"The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ","The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW",53.81403,-3.04908,53.81599,-3.04888,218.33719496052154,0,0,NO_MATCH,True
33976,2479,"The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ","Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",53.81403,-3.04908,53.8144492,-3.0467397,160.5561081283704,0,0,NO_MATCH,True
33976,6219,"The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.81403,-3.04908,53.81356,-3.04633,187.95161072960906,0,0,NO_MATCH,True
33976,6319,"The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.81403,-3.04908,53.81396,-3.04886,16.406953961823437,1,1,MATCH,True
33976,2440,"The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81403,-3.04908,53.815287,-3.0487811,141.1427113003594,0,0,NO_MATCH,True
33976,2435,"The Richley Hotel, 59 Hornby Road Blackpool, North West, FY14QJ","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81403,-3.04908,53.8151365,-3.049272,123.68115396966235,0,0,NO_MATCH,True
65847,2607,"Aald Northville, 23 South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RE","Dunes Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RF",55.04298,-1.44295,55.0442002,-1.4425704,137.8185303849513,0,0,NO_MATCH,True
65847,2608,"Aald Northville, 23 South Parade Whitley BayTyne and Wear, North Tyneside, North East, NE262RE","Aald Northville Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RE",55.04298,-1.44295,55.0431555,-1.4434891,39.50300111122262,1,1,MATCH,True
37551,10691,"Best Inn Hotel, 10 Argyle Road Ilford, Redbridge, London, IG13BQ","City Best Hotel, 31-37, Mansfield Road, Ilford, Redbridge, London, IG13BB",51.56042,0.06736,51.56202405,0.066753262,183.22727522551466,0,0,NO_MATCH,True
37551,10687,"Best Inn Hotel, 10 Argyle Road Ilford, Redbridge, London, IG13BQ","Best Inn Hotel, 10, Argyle Road, Ilford, Redbridge, London, IG13BQ",51.56042,0.06736,51.5604206,0.067422902,4.348842968045027,1,1,MATCH,True
57388,8248,"Caer Rhun Hall Conwy Conwy, LL328HX","Caer Rhun Hall, Conwy, , GB, LL328HX",53.217716,-3.837673,53.21779075,-3.837361975,22.31411414285663,1,1,MATCH,True
57991,6658,"Strawberry Bank Hotel, Main Rd Meriden MeridenCoventryWest Midlands, Solihull, CV77NF","Strawberry Bank Hotel & Restaurant, 72, Main Road, Meriden, , GB, Solihull, West Midlands, CV77NF",52.43612,-1.64654,52.43595175,-1.647261706,52.379241614335164,1,1,MATCH,True
6169,6169,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF",53.81536,-3.04875,53.81536,-3.04875,0.0,1,0,MATCH,False
6169,33995,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF",53.81536,-3.04875,53.81517,-3.04876,21.13723313503579,0,0,NO_MATCH,True
6169,2441,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81536,-3.04875,53.8153313,-3.0486577,6.848354491308481,0,0,NO_MATCH,True
6169,6223,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW",53.81536,-3.04875,53.81599,-3.04888,70.57073142430924,0,0,NO_MATCH,True
6169,2479,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",53.81536,-3.04875,53.8144492,-3.0467397,166.35530506514576,0,0,NO_MATCH,True
6169,6219,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.81536,-3.04875,53.81356,-3.04633,255.54016157920245,0,0,NO_MATCH,True
6169,6319,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.81536,-3.04875,53.81396,-3.04886,155.84030304206408,0,0,NO_MATCH,True
6169,2440,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81536,-3.04875,53.815287,-3.0487811,8.370054251986613,1,1,MATCH,True
6169,2435,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81536,-3.04875,53.8151365,-3.049272,42.33149453095735,1,1,MATCH,True
5675,2333,"The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD","Brooklands Hotel, 28-30, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",53.83517,-3.053352,53.8353933,-3.0517413,108.56693158814063,0,0,NO_MATCH,True
5675,33280,"The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD","The Alpha Guest Accommodation, King Edward Avenue, 9 BLACKPOOL, North West, FY29TD",53.83517,-3.053352,53.83519,-3.053207,9.770949275066911,0,0,NO_MATCH,True
5675,2307,"The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD","Waves Hotel, 12, Willshaw Road, Blackpool, , United Kingdom, North West, FY29SH",53.83517,-3.053352,53.8378707,-3.0529705,301.34562464319623,0,0,NO_MATCH,True
5675,33269,"The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD","The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD",53.83517,-3.053352,53.83517,-3.053352,0.0,1,1,MATCH,True
48827,3308,"Balmoral Hotel, 4 Craigard Road Oban, Argyll and Bute, PA345NP","Balmoral Inn, Craigard Road, Oban, , GB, Argyll and Bute, PA345NP",56.415546,-5.472528,56.41600862,-5.471123588,100.54016997186417,1,1,MATCH,True
5332,4848,"Premier Inn Solihull South (M42), Stratford Road ShirleySolihull, West Midlands, B904EP","Premier Inn, Stratford Road, Solihull, West Midlands, B904EP",52.38607756,-1.799697876,52.38428921,-1.795789997,331.4886751711819,1,1,MATCH,True
51184,9574,"The Royal George Hotel, Tay Street Perth Scotland, Perth and Kinross, PH15LD","Royal George Hotel, Tay Street, Perth, Perth and Kinross, PH15LD",56.39799,-3.42706,56.39765328,-3.426215756,64.03889877205351,1,1,MATCH,True
5144,4218,"Premier Inn Solihull Town Centre, Station Road SolihullWest Midlands, B913RX","St John's Hotel, 651, Warwick Road, Solihull, , GB, West Midlands, B911AT",52.41486394,-1.7821455,52.41681285,-1.780319361,249.60283232614512,0,0,NO_MATCH,True
5144,6948,"Premier Inn Solihull Town Centre, Station Road SolihullWest Midlands, B913RX","Premier Inn, 68, Station Road, Solihull, , GB, West Midlands, B913RX",52.41486394,-1.7821455,52.41479245,-1.781545862,41.438420126734286,1,1,MATCH,True
3901,7020,"Kaim Park Hotel, EDINBURGH ROAD, 17 BATHGATE, WEST LOTHIAN, EH481EP","Kaim Park Hotel, Edinburgh Road, Bathgate, West Lothian, EH481EP",55.89503555,-3.622211502,55.89502743,-3.623488422,79.61877844917268,1,1,MATCH,True
38557,5618,"London Kings Hotel, 254 Edgware Road Paddington London, Westminster, W21DS","London Kings Hotel, 254, Edgware Road, London, , GB, Westminster, W21DS",51.519122,-0.168851,51.5192195,-0.16860884,19.956976106617166,1,1,MATCH,True
6169,33995,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF",53.81536,-3.04875,53.81517,-3.04876,21.13723313503579,0,0,NO_MATCH,True
6169,2441,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81536,-3.04875,53.8153313,-3.0486577,6.848354491308481,0,0,NO_MATCH,True
6169,6223,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW",53.81536,-3.04875,53.81599,-3.04888,70.57073142430924,0,0,NO_MATCH,True
6169,2479,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",53.81536,-3.04875,53.8144492,-3.0467397,166.35530506514576,0,0,NO_MATCH,True
6169,6219,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.81536,-3.04875,53.81356,-3.04633,255.54016157920245,0,0,NO_MATCH,True
6169,6319,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.81536,-3.04875,53.81396,-3.04886,155.84030304206408,0,0,NO_MATCH,True
6169,2440,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81536,-3.04875,53.815287,-3.0487811,8.370054251986613,1,1,MATCH,True
6169,2435,"Charnleygold Hotel, 38 Charnley Road Blackpool, North West, FY14PF","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81536,-3.04875,53.8151365,-3.049272,42.33149453095735,1,1,MATCH,True
5264,5484,"Mercure Manchester Piccadilly, Portland Street, Manchester, North West, M14PH","Staybridge Suites, Buxton Street, Newcastle upon Tyne, , GB, North East, NE16NL",54.97070465,-1.6003751,54.97298031,-1.599889389,254.93364566208132,0,0,NO_MATCH,True
10691,10687,"City Best Hotel, 31-37, Mansfield Road, Ilford, Redbridge, London, IG13BB","Best Inn Hotel, 10, Argyle Road, Ilford, Redbridge, London, IG13BQ",51.56202405,0.066753262,51.5604206,0.067422902,184.20667113684397,0,0,NO_MATCH,True
2333,33280,"Brooklands Hotel, 28-30, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA","The Alpha Guest Accommodation, King Edward Avenue, 9 BLACKPOOL, North West, FY29TD",53.8353933,-3.0517413,53.83519,-3.053207,98.79598931849961,0,0,NO_MATCH,True
2333,2307,"Brooklands Hotel, 28-30, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA","Waves Hotel, 12, Willshaw Road, Blackpool, , United Kingdom, North West, FY29SH",53.8353933,-3.0517413,53.8378707,-3.0529705,287.03858887319024,0,0,NO_MATCH,True
2333,33269,"Brooklands Hotel, 28-30, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA","The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD",53.8353933,-3.0517413,53.83517,-3.053352,108.56693158814063,0,0,NO_MATCH,True
33995,2441,"Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF","The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81517,-3.04876,53.8153313,-3.0486577,19.151848804238604,0,0,NO_MATCH,True
33995,6223,"Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF","The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW",53.81517,-3.04876,53.81599,-3.04888,91.51951817193276,0,0,NO_MATCH,True
33995,2479,"Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF","Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",53.81517,-3.04876,53.8144492,-3.0467397,154.96738908243,0,0,NO_MATCH,True
33995,6219,"Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.81517,-3.04876,53.81356,-3.04633,239.7896606731055,0,0,NO_MATCH,True
33995,6319,"Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.81517,-3.04876,53.81396,-3.04886,134.7059293429594,0,0,NO_MATCH,True
33995,2440,"Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81517,-3.04876,53.815287,-3.0487811,13.08334040164045,1,0,MATCH,False
33995,2435,"Victoria Hotel Blackpool, 30 Charnley Road Blackpool, North West, FY14PF","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81517,-3.04876,53.8151365,-3.049272,33.81787525157577,1,0,MATCH,False
33280,2307,"The Alpha Guest Accommodation, King Edward Avenue, 9 BLACKPOOL, North West, FY29TD","Waves Hotel, 12, Willshaw Road, Blackpool, , United Kingdom, North West, FY29SH",53.83519,-3.053207,53.8378707,-3.0529705,298.48389747027795,0,0,NO_MATCH,True
33280,33269,"The Alpha Guest Accommodation, King Edward Avenue, 9 BLACKPOOL, North West, FY29TD","The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD",53.83519,-3.053207,53.83517,-3.053352,9.770949275066911,0,0,NO_MATCH,True
4218,6948,"St John's Hotel, 651, Warwick Road, Solihull, , GB, West Midlands, B911AT","Premier Inn, 68, Station Road, Solihull, , GB, West Midlands, B913RX",52.41681285,-1.780319361,52.41479245,-1.781545862,239.56335425421096,0,0,NO_MATCH,True
2441,6223,"The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF","The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW",53.8153313,-3.0486577,53.81599,-3.04888,74.68379007435512,0,0,NO_MATCH,True
2441,2479,"The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF","Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",53.8153313,-3.0486577,53.8144492,-3.0467397,159.609598533421,0,0,NO_MATCH,True
2441,6219,"The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.8153313,-3.0486577,53.81356,-3.04633,249.28868391701087,0,0,NO_MATCH,True
2441,6319,"The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.8153313,-3.0486577,53.81396,-3.04886,153.0588805402054,0,0,NO_MATCH,True
2441,2440,"The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.8153313,-3.0486577,53.815287,-3.0487811,9.481096714920417,0,0,NO_MATCH,True
2441,2435,"The Darfield Hotel, 54, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.8153313,-3.0486577,53.8151365,-3.049272,45.77691689303434,0,0,NO_MATCH,True
6492,33506,"Blenheim Mount, 207, Promenade, Blackpool, North West, FY15DL","Craig y Don, 211-213 Central Promenade Blackpool, North West, FY15DL",53.80813985,-3.054967,53.808175,-3.05518,14.521374562546335,0,0,NO_MATCH,True
3946,6643,"St Martins Lane Hotel, 45, St. Martin's Lane, London, Westminster, WC2N4HX","Fritton Arms, Beccles Road, Great Yarmouth, East of England, NR319HA",51.51042635,-0.126264647,51.50894325,-0.13146405,395.81940990106716,0,0,NO_MATCH,True
6223,2479,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",53.81599,-3.04888,53.8144492,-3.0467397,221.57625847079473,0,0,NO_MATCH,True
6223,6219,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.81599,-3.04888,53.81356,-3.04633,317.8594393679399,0,0,NO_MATCH,True
6223,6319,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.81599,-3.04888,53.81396,-3.04886,225.72951965342506,0,0,NO_MATCH,True
6223,2440,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81599,-3.04888,53.815287,-3.0487811,78.43919706208436,0,0,NO_MATCH,True
6223,2435,"The Stafford B&B, 97 Albert Road Blackpool, North West, FY14PW","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81599,-3.04888,53.8151365,-3.049272,98.33195547397585,0,0,NO_MATCH,True
2607,2608,"Dunes Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RF","Aald Northville Hotel, South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RE",55.0442002,-1.4425704,55.0431555,-1.4434891,130.0773603206148,0,0,NO_MATCH,True
2307,33269,"Waves Hotel, 12, Willshaw Road, Blackpool, , United Kingdom, North West, FY29SH","The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD",53.8378707,-3.0529705,53.83517,-3.053352,301.34562464319623,0,0,NO_MATCH,True
6240,2375,"Sea Dreams Hotel, 2-4 Clifton Drive Blackpool, North West, FY41ND","The Colwyn Hotel, 569, New South Promenade, Blackpool, , United Kingdom, North West, FY41NG",53.78779,-3.05715,53.7863969,-3.0576059,157.77426315693074,0,0,NO_MATCH,True
2479,6219,"Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE","Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE",53.8144492,-3.0467397,53.81356,-3.04633,102.46765248634188,0,0,NO_MATCH,True
2479,6319,"Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.8144492,-3.0467397,53.81396,-3.04886,149.44914376641896,0,0,NO_MATCH,True
2479,2440,"Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.8144492,-3.0467397,53.815287,-3.0487811,163.21430510200224,0,0,NO_MATCH,True
2479,2435,"Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.8144492,-3.0467397,53.8151365,-3.049272,182.9687072156258,0,0,NO_MATCH,True
6219,6319,"Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE","Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ",53.81356,-3.04633,53.81396,-3.04886,171.94867672540983,0,0,NO_MATCH,True
6219,2440,"Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81356,-3.04633,53.815287,-3.0487811,250.5399710845735,0,0,NO_MATCH,True
6219,2435,"Four Rooms Blackpool B&B, 60 Reads Avenue Blackpool, North West, FY14DE","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81356,-3.04633,53.8151365,-3.049272,260.83228913119024,0,0,NO_MATCH,True
6319,2440,"Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ","The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81396,-3.04886,53.815287,-3.0487811,147.64655356927852,0,0,NO_MATCH,True
6319,2435,"Richley Hotel, 59 Hornby Road, Blackpool, North West, FY14QJ","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.81396,-3.04886,53.8151365,-3.049272,133.5876630983208,0,0,NO_MATCH,True
2440,2435,"The Pearl Hotel, 52, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF","Charnley Gold, 38, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",53.815287,-3.0487811,53.8151365,-3.049272,36.312882480774846,0,0,NO_MATCH,True
37452,4051,"Ridgemount Hotel, 65 67 Gower Street FitzroviaLondon, Camden, WC1E6HJ","Ridgemount Hotel, 65-67, Gower Street, London, Camden, WC1E6HJ",51.521839,-0.132043,51.52157565,-0.1319335,30.247332148578057,1,1,MATCH,True
